Index,Release Note
143,"FEATURES

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS

data-source/aws_autoscaling_group: Adds module attribute (link)
data-source/aws_availability_zone: Add module, module, and module attributes (additional support for Local and Wavelength Zones) (link)
data-source/aws_eip: Add module attribute (link)
data-source/aws_instance: Add module attribute (Nitro Enclaves) (link)
data-source/aws_instance: Add module and module configuration block module attribute (link)
data-source/aws_launch_configuration: Add module attribute (link)
data-source/aws_launch_template: Add module attribute (Nitro Enclaves) (link)
data-source/aws_network_interface: Add module module and module attributes (link)
resource/aws_autoscaling_group: Adds support for Instance Refresh (link)
resource/aws_eip: Add module attribute (link)
resource/aws_instance: Add module configuration block (Nitro Enclaves) (link)
resource/aws_instance: Add module and module configuration block module attribute (link)
resource/aws_kinesis_firehose_delivery_stream: Mark module module as sensitive (link)
resource/aws_launch_configuration: Add module configuration block (link)
resource/aws_launch_template: Add module configuration block (Nitro Enclaves) (link)
resource/aws_vpn_connection: Add support for VPN tunnel options and enable acceleration, DPDTimeoutAction, StartupAction, local/remote IPv4/IPv6 network CIDR and tunnel inside IP version. (link)

BUG FIXES

data-source/aws_ec2_coip_pools: Ensure all results from large environments are returned (link)
data-source/aws_ec2_local_gateways: Ensure all results from large environments are returned (link)
data-source/aws_ec2_local_gateway_route_tables: Ensure all results from large environments are returned (link)
data-source/aws_ec2_local_gateway_virtual_interface_groups: Ensure all results from large environments are returned (link)
data-source/aws_prefix_list: Using module argument no longer overrides other arguments (link)
resource/aws_db_instance: Fix missing module in API request when using module (link)
resource/aws_eip_association: Handle eventual consistency when creating resource (link)
resource/aws_main_route_table_association: Prevent crash on creation when VPC main route table association is not found (link)
resource/aws_workspaces_workspace: Prevent panic from terminated WorkSpace (link)
"
144,"NOTES

resource/aws_imagebuilder_image_recipe: Previously the ordering of module configuration blocks was not properly handled by the resource, which could cause unexpected behavior with multiple Components. These configurations may see the ordering difference being fixed after upgrade. (link)

FEATURES

New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS

data-source/aws_launch_template: Add module attribute to module configuration block (link)
data-source/aws_launch_template: Add module attribute to module configuration block (link)
data-source/aws_launch_template: Support module as argument (link)
resource/aws_appmesh_virtual_node: Add module attribute (link)
resource/aws_appmesh_virtual_node: Add module attribute (link)
resource/aws_launch_template: Add module attribute to module configuration block (link)
resource/aws_launch_template: Add module attribute to module configuration block (link)
resource/aws_spot_fleet_request: Add module attribute to module and module configuration blocks (link)
resource/aws_ssm_maintenance_window: Add module argument (link)
resource/aws_workspaces_workspace: Add failed request error code along with message (link)

BUG FIXES

data-source/aws_customer_gateway: Prevent missing module attribute when not configured as argument (link)
data-source/aws_ec2_transit_gateway: Prevent missing module attribute when not configured as argument (link)
data-source/aws_ec2_transit_gateway_peering_attachment: Prevent missing module attribute when not configured as argument (link)
data-source/aws_ec2_transit_gateway_route_table: Prevent missing module attribute when not configured as argument (link)
data-source/aws_ec2_transit_gateway_vpc_attachment: Prevent missing module attribute when not configured as argument (link)
data-source/aws_guardduty_detector: Prevent missing module attribute when not configured as argument (link)
data-source/aws_imagebuilder_image_recipe: Ensure proper ordering of module attribute (link)
resource/aws_backup_plan: Prevent plan-time validation error for pre-existing resources with module module and/or module module module arguments configured (link)
resource/aws_imagebuilder_image_recipe: Ensure proper ordering of module configuration blocks (link)
resource/aws_workspaces_directory: Fix empty custom_security_group_id & default_ou (link)
"
145,"ENHANCEMENTS

resource/aws_backup_plan: Add plan-time validation for various arguments (link)
resource/aws_eks_node_group: Make module a module attribute (link)
resource/aws_lambda_event_source_mapping: Add support for updating module for SQS queue event sources (link)
resource/aws_ssm_maintenance_window_target: Add plan-time validation for module and module arguments (link)
resource/aws_storagegateway_gateway - add module, module, module arguments for module block. (link)
resource/aws_storagegateway_gateway - add module, module, module, module, and module attributes. (link)
resource/aws_storagegateway_gateway - add plan time validations for module, module, module, module, module, and module. (link)
resource/aws_storagegateway_gateway - add support for module  value module. (link)

BUG FIXES

resource/aws_backup_plan: Retry on eventual consistency error during deletion (link)
resource/aws_cloudwatch_event_target: Prevent potential panic and prevent recreation after state upgrade with custom module value (link)
resource/aws_ec2_client_vpn_network_association: Increase associate and disassociate timeouts from 10min to 30min (link)
resource/aws_instance: Automatically retry instance restart on eventual consistency error during module in-place update (link)
resource/aws_lambda_function: Prevent error during deletion when resource not found (link)
resource/aws_ssm_maintenance_window_target: Remove from state if not found (link)
"
146,"FEATURES

New Data Source: module (link)

ENHANCEMENTS

resource/aws_apigatewayv2_domain_name: Add module attribute to support mutual TLS authentication (link)
resource/aws_appmesh_virtual_gateway: Add module attribute (link)
data-source/aws_eks_cluster: add module attribute (link)
resource/aws_storagegateway_smb_file_share - add support for module and module. (link)
resource/aws_storagegateway_smb_file_share - add plan time validation to module and module. (link)
resource/aws_cognito_user_pool: add support for account recovery setting. (link)
resource/aws_eks_cluster: add module argument (link)
resource/aws_eks_node_group: Add module argument and support multiple module (Support Spot Node Groups) (link)
resource/aws_lambda_function: Add support for Container Images (link)

BUG FIXES

resource/aws_fsx_windows_file_system: Prevent potential panics, unexpected errors, and use correct operation timeout on update (link)
"
147,"FEATURES

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS

data-source/aws_codeartifact_repository_endpoint: Support module value in module argument plan-time validation (link)
data-source/aws_msk_cluster: Add module attribute (link)
resource/aws_db_proxy_default_target_group: Make module optional (link)
resource/aws_kinesisanalyticsv2_application: module now supports module (link)
resource/aws_msk_cluster: Add module attribute (link)
resource/aws_msk_cluster: Add module module module argument (link)
resource/aws_networkfirewall_firewall: Add module attribute to expose VPC endpoints (link)

BUG FIXES

data-source/aws_lambda_function: Prevent Lambda module API call error outside AWS Commercial regions (link)
resource/aws_cloudwatch_event_permission: Prevent module error during read in some environments (link)
resource/aws_kinesis_analytics_application: Respect the order of 'record_column' attributes (link)
resource/aws_kinesisanalyticsv2_application: Respect the order of 'record_column' attributes (link)
resource/aws_lambda_function: Prevent Lambda module API call error outside AWS Commercial regions (link)
resource/aws_lb_listener: Mark module argument as optional and only default module argument to module for Application Load Balancers (Support Gateway Load Balancer) (link)
resource/aws_securityhub_member: Prevent module attribute updates due to recent API changes (link)
"
148,"FEATURES

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS

data-source/aws_lambda_function: Add module, module, and module attributes (link)
data-source/aws_lambda_layer_version: Add module and module attributes (link)
resource/aws_accessanalyzer_analyzer: Adds plan time validation to module (link)
resource/aws_accessanalyzer_analyzer: Adds plan time validation to module (link)
resource/aws_fsx_windows_file_system: Support updating module and module (link)
resource/aws_glue_catalog_table: Add partition index support (link)
resource/aws_lambda_function: Add module argument and module and module attributes (link)
resource/aws_lambda_layer_version: Add module and module attributes (link)
resource/aws_storagegateway_nfs_file_share: Add support for module. (link)
resource/aws_storagegateway_nfs_file_share: Add plan time validation for module, module, module, module, module (link)
resource/aws_workspaces_directory: Allows assigning IP group (link)

BUG FIXES

resource/aws_fsx_windows_file_system: Update the default creation timeout from 30 to 45 minutes (link)
resource/aws_lb: Fix module argument handling with Gateway Load Balancers (link)
"
149,"
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS

resource/aws_globalaccelerator_endpoint_group: Add module and module attributes (link)
resource/aws_glue_catalog_table: Add support for module argument to module block (link)
resource/aws_glue_catalog_table: Add plan time validation for module, module, module, module, module, module, module, module, module, module, module, module, module, module, module, module (link)
resource/aws_msk_cluster: Support in-place module upgrade (link)
resource/aws_storagegateway_smb_file_share: Add module argument (link)
resource_aws_storagegateway_nfs_file_share: Add module argument (link)

BUG FIXES

data-source/aws_s3_bucket: Use provider credentials when getting the bucket region (fix AWS China non-ICP S3 Buckets and other restrictive environments) (link)
resource/aws_apigatewayv2_stage: Correctly handle deletion of route_settings (link)
resource/aws_backup_plan - module block in module is optional (link)
resource/aws_eks_fargate_profile: Serialize multiple profile creation and deletion to prevent module errors (link)
resource/aws_organizations_organization: Prevent recreation when module is updated to module (link)
resource/aws_s3_bucket: Use provider credentials when getting the bucket region (fix AWS China non-ICP S3 Buckets and other restrictive environments) (link)
resource/aws_s3_bucket_object: Correctly updates module when certain configuration keys are changed (link)
"
150,"ENHANCEMENTS

data-source/aws_ec2_transit_gateway_route_table: Add module attribute (link)
data-source/aws_ec2_transit_gateway_vpc_attachment: Add module attribute (link)
data-source/aws_route_table: Add module module attribute (link)
resource/aws_db_instance: Add module argument and module attribute (link)
resource/aws_default_route_table: Add module configuration block module argument (link)
resource/aws_ec2_transit_gateway: Support in-place updates for most arguments (link)
resource/aws_ec2_transit_gateway_route_table: Add module attribute (link)
resource/aws_ec2_transit_gateway_vpc_attachment: Add module argument (link)
resource/aws_ec2_transit_gateway_vpc_attachment_accepter: Add module attribute (link)
resource/aws_kinesis_firehose_delivery_stream: Add module configuration block (link)
resource/aws_lb: Support module argument value of module (link)
resource/aws_lb_target_group: Support module argument value of module (link)
resource/aws_rds_cluster: Add module argument (link)
resource/aws_route: Add module argument (link)
resource/aws_route_table: Add module configuration block module argument (link)
resource/aws_vpc_endpoint: Support module argument value module (link)
resource/aws_vpc_endpoint_service: Add module argument (link)
resource/aws_workspaces_workspace: Add configurable timeouts (link)

BUG FIXES

data-source/aws_network_interface: Prevent crash with ENI attachments missing DeviceIndex or AttachmentID (link)
resource/aws_cognito_identity_pool: Update module argument validation to include additional characters supported by the API (link)
resource/aws_db_instance: Ignore module error during deletion (link)
resource/aws_ecs_service: Properly remove resource from Terraform state with module error (link)
resource/aws_eip: In EC2-Classic, wait until Instance returns as associated during create or update (link)
resource/aws_eip_association: Retry on additional EC2 Address eventual consistency errors on creation (link)
resource/aws_eip_association: In EC2-Classic, wait until Instance returns as associated during creation (link)
resource/aws_kinesis_analytics_application: Handle IAM role eventual consistency issues (link)
resource/aws_kinesisanalyticsv2_application: Handle IAM role eventual consistency issues (link)
resource/aws_lb_target_group: Allow invalid configurations that were allowed prior to 3.10. (link)
resource/aws_network_interface: Prevent crash with ENI attachments missing DeviceIndex or AttachmentID (link)
resource/aws_s3_bucket: Add plan-time validation to module (link)
resource/aws_workspaces_bundle: Fix empty (private) owner (link)
"
151,"BUG FIXES

resource/aws_cloudwatch_event_target: Prevent regression from version 3.14.0 with module error (link)
"
152,"FEATURES

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)

ENHANCEMENTS

resource/aws_apigatewayv2_integration: module has different valid ranges and default values between HTTP and WebSocket APIs. module is now module, meaning Terraform will only perform drift detection of its value when present in a configuration. (link)
resource/aws_cloudwatch_event_permission: Add module (link)
resource/aws_cloudwatch_event_target: Add plan time validation to module, module, module, module (link)
resource/aws_cloudwatch_event_target: Add module (link)
resource/aws_codeartifact_domain: add module argument. (link)
resource/aws_codeartifact_repository: add module argument. (link)
resource/aws_eip: Add module argument (link)
resource/aws_glue_catalog_database: add plan time validations for module and module. (link)
resource/aws_glue_crawler: Support MongoDB target (link)
resource/aws_glue_trigger: Add plan time validation to module (link)
resource/aws_glue_trigger: Add module and module arguments to module block (link)
resource/aws_kinesis_analytics_application: Wait for resource deletion. (link)
resource/aws_kinesis_analytics_application: module is a computed attribute. (link)
resource/aws_kinesis_analytics_application: Handle module addition and deletion. (link)
resource/aws_kinesis_analytics_application: Handle module deletion. (link)
resource/aws_kinesis_analytics_application: Handle module deletion. (link)
resource/aws_kinesis_analytics_application: Set the module attribute on creation. (link)
resource/aws_sagemaker_endpoint_configuration: Add support for module. (link)
resource/aws_sagemaker_endpoint_configuration: Add plan time validation for module, module. (link)
resource/aws_sagemaker_model: Add support for module and module (link)
resource/aws_sagemaker_model: Add plan time validation for module  (link)

BUG FIXES

resource/aws_datasync_task: Allow module as pending status during creation (link)
resource/aws_glue_classifier: Fix module being optional (link)
resource/aws_lambda_function: Publish version if value of module is only change (link)
resource/aws_rds_cluster: Prevent error removing cluster from global cluster when not found (link)
resource/aws_rds_cluster: Prevent recreation when using module and module without module (link)
resource/aws_rds_cluster_instance: Add Cluster Identifier to creation error message (link)
resource/aws_rds_global_cluster: Prevent error removing cluster from global cluster when not found (link)
"
153,"NOTES

data-source/aws_autoscaling_groups: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_caller_identity: The module attribute has changed to the ID of the AWS Account. The first apply of this updated data source may show this difference. (link)
data-source/aws_ebs_snapshot_ids: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ebs_volumes: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ec2_coip_pools: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ec2_instance_type_offerings: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ec2_local_gateway_route_tables: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ec2_local_gateway_virtual_interface_groups: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ec2_local_gateways: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ec2_spot_price: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_efs_access_points: The module attribute has changed to the EFS File System identifier. The first apply of this updated data source may show this difference. (link)
data-source/aws_glue_script: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_inspector_rules_packages: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_instances: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_kms_ciphertext: The module attribute has changed to the KMS Key. The first apply of this updated data source may show this difference. (link)
data-source/aws_kms_secrets: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_network_acls: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_network_interfaces: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_organizations_organizational_units: The module attribute has changed to the parent identifier. The first apply of this updated data source may show this difference. (link)
data-source/aws_outposts_outposts: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_outposts_sites: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_route_tables: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_route53_resolver_rules: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_s3_bucket_objects: The module attribute has changed to the name of the S3 Bucket. The first apply of this updated data source may show this difference. (link)
data-source/aws_security_groups: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_vpc_peering_connections: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_vpcs: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)

FEATURES

New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS

resource/aws_cloudwatch_event_rule: Add module (link)
resource/aws_ecs_service: Add module argument (link)
resource/aws_s3_access_point: Support S3 on Outposts (link)
resource/aws_sagemaker_model: Add module configuration block module argument (link)
resource/aws_sagemaker_notebook_instance: Add support for module (link)
resource/aws_sagemaker_notebook_instance: Add module and module attributes (link)

BUG FIXES

data-source/aws_autoscaling_groups: Prevent plan differences with the module attribute (link)
data-source/aws_caller_identity: Prevent plan differences with the module attribute (link)
data-source/aws_ebs_snapshot_ids: Prevent plan differences with the module attribute (link)
data-source/aws_ebs_volumes: Prevent plan differences with the module attribute (link)
data-source/aws_ec2_coip_pools: Prevent plan differences with the module attribute (link)
data-source/aws_ec2_instance_type_offerings: Prevent plan differences with the module attribute (link)
data-source/aws_ec2_local_gateway_route_tables: Prevent plan differences with the module attribute (link)
data-source/aws_ec2_local_gateway_virtual_interface_groups: Prevent plan differences with the module attribute (link)
data-source/aws_ec2_local_gateways: Prevent plan differences with the module attribute (link)
data-source/aws_ec2_spot_price: Prevent plan differences with the module attribute (link)
data-source/aws_efs_access_points: Prevent plan differences with the module attribute (link)
data-source/aws_glue_script: Prevent plan differences with the module attribute (link)
data-source/aws_inspector_rules_packages: Prevent plan differences with the module attribute (link)
data-source/aws_instances: Prevent plan differences with the module attribute (link)
data-source/aws_kms_ciphertext: Prevent plan differences with the module attribute (link)
data-source/aws_kms_secrets: Prevent plan differences with the module attribute (link)
data-source/aws_network_acls: Prevent plan differences with the module attribute (link)
data-source/aws_network_interfaces: Prevent plan differences with the module attribute (link)
data-source/aws_organizations_organizational_units: Prevent plan differences with the module attribute (link)
data-source/aws_outposts_outposts: Prevent plan differences with the module attribute (link)
data-source/aws_outposts_sites: Prevent plan differences with the module attribute (link)
data-source/aws_route_tables: Prevent plan differences with the module attribute (link)
data-source/aws_route53_resolver_rules: Prevent plan differences with the module attribute (link)
data-source/aws_s3_bucket_objects: Prevent plan differences with the module attribute (link)
data-source/aws_security_groups: Prevent plan differences with the module attribute (link)
data-source/aws_vpc_peering_connections: Prevent plan differences with the module attribute (link)
data-source/aws_vpcs: Prevent plan differences with the module attribute (link)
resource/aws_apigatewayv2_integration: Correctly handle update of AWS service integrations (link)
resource/aws_api_gateway_usage_plan: Change module to from List to Set (link)
resource/aws_lambda_function: Update published module and module on config changes (link)
resource/aws_rds_global_cluster: Prevent recreation when using encrypted module without module (link)
resource/aws_vpc_peering_connection_options: Only modify options that have changed (link)
"
154,"FEATURES

New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS

resource/aws_cloudwatch_event_target: Add validation to module map (link)
resource/aws_codeartifact_repository - support external connections (link)
resource/aws_fsx_lustre_file_system: Add module support (link)
resource/aws_fsx_lustre_file_system: Increased maximum module from 35 to 90 (link)
resource/aws_fsx_windows_file_system: Increased maximum module from 35 to 90 (link)
resource/aws_glue_catalog_table: add validation checks for resource properties (link)
resource/aws_network_interface: Add module and module arguments (link)
resource/aws_sagemaker_notebook_instance: module and module  are updateable. (link)
resource/aws_sagemaker_notebook_instance: plan time validation for module, module. (link)

BUGFIXES

resource/aws_workspaces_workspace: Fix terminated state resolution (link)
resource/aws_glue_table_catalog_table: Prevent errors on module of module (link)
resource/aws_glue_security_configuration: Don't send empty module if mode is module (link)
"
155,"FEATURES

New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)

BUG FIXES

resource/aws_ec2_transit_gateway_route: Prevent plan errors with compressed IPv6 addresses (link)

ENHANCEMENTS

data-source/aws_workspaces_directory: Add workspaces creation properties (link)
resource/aws_backup_plan: Add support for AdvancedBackupSettings (link)
resource/aws_sagemaker_notebook_instance: Add module attribute (link)
resource/aws_sagemaker_notebook_instance: Add module attribute (link)
resource/aws_workspaces_directory: Add workspaces creation properties (link)
"
156,"FEATURES

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

NOTES

data-source/aws_acm_certificate: The module attribute has changed to the ARN of the ACM Certificate. The first apply of this updated data source may show this difference. (link)
data-source/aws_autoscaling_group: The module attribute has changed to the name of the Auto Scaling Group. The first apply of this updated data source may show this difference. (link)
data-source/aws_availability_zones: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_db_event_categories: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ebs_default_kms_key: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ebs_encryption_by_default: The module attribute has changed to the name of the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ec2_instance_type_offering: The module attribute has changed to the EC2 Instance Type. The first apply of this updated data source may show this difference. (link)
data-source/aws_ecr_authorization_token: The module attribute has changed to the AWS Region. The first apply of this updated data source may show this difference. (link)
data-source/aws_ecr_image: The module attribute has changed to the SHA256 digest of the ECR Image. The first apply of this updated data source may show this difference. (link)
data-source/aws_eks_cluster_auth: The module attribute has changed to the name of the EKS Cluster. The first apply of this updated data source may show this difference. (link)
data-source/aws_iam_account_alias: The module attribute has changed to the AWS Account Alias. The first apply of this updated data source may show this difference. (link)
data-source/aws_kms_alias: The module attribute has changed to the ARN of the KMS Alias. The first apply of this updated data source may show this difference. (link)
data-source/aws_partition: The module attribute has changed to the identifier of the AWS Partition. The first apply of this updated data source may show this difference. (link)
data-source/aws_regions: The module attribute has changed to the identifier of the AWS Partition. The first apply of this updated data source may show this difference. (link)
data-source/aws_sns_topic: The module attribute has changed to the ARN of the SNS Topic. The first apply of this updated data source may show this difference. (link)

ENHANCEMENTS

data-source/aws_batch_compute_environment: Add module attribute (link)
data-source/aws_batch_job_queue: Add module attribute (link)
data-source/aws_vpc_endpoint_service: Accept module as argument (link)
resource/aws_appmesh_route: Add module configuration block to module, module, module and module attributes. (link)
resource/aws_appmesh_virtual_node: Add module configuration block to module attribute. (link)
resource/aws_batch_compute_environment: Add module argument (link)
resource/aws_batch_job_definition: Add module argument (link)
resource/aws_batch_job_queue: Add module argument (link)
resource/aws_lb_target_group: Add module as an option for the module argument. (link)
resource/aws_sns_topic_subscription: Create subscriptions with attributes (delivery policy, filter policy, etc.) instead of separate API calls (link)

BUG FIXES

data-source/aws_acm_certificate: Prevent plan differences with the module attribute (link)
data-source/aws_autoscaling_group: Prevent plan differences with the module attribute (link)
data-source/aws_availability_zones: Prevent plan differences with the module attribute (link)
data-source/aws_db_event_categories: Prevent plan differences with the module attribute (link)
data-source/aws_ebs_default_kms_key: Prevent plan differences with the module attribute (link)
data-source/aws_ebs_encryption_by_default: Prevent plan differences with the module attribute (link)
data-source/aws_ec2_instance_type_offering: Prevent plan differences with the module attribute (link)
data-source/aws_ecr_authorization_token: Prevent plan differences with the module attribute (link)
data-source/aws_ecr_image: Prevent plan differences with the module attribute (link)
data-source/aws_eks_cluster_auth: Prevent plan differences with the module attribute (link)
data-source/aws_iam_account_alias: Prevent plan differences with the module attribute (link)
data-source/aws_kms_alias: Prevent plan differences with the module attribute (link)
data-source/aws_partition: Prevent plan differences with the module attribute (link)
data-source/aws_regions: Prevent plan differences with the module attribute (link)
data-source/aws_sns_topic: Prevent plan differences with the module attribute (link)
resource/aws_acm_certificate: Prevent unexpected timeout error on deletion due to API retries (link)
resource/aws_batch_job_definition: Prevent unexpected plan difference for module argument value with new secrets support (link)
resource/aws_codestarnotifications_notification_rule: Prevent unexpected timeout error during target deletion due to API retries (link)
resource/aws_config_remediation_configuration: Prevent unexpected timeout error on deletion due to API retries (link)
resource/aws_db_proxy: Increase default deletion timeout to 60 minutes (link)
resource/aws_db_proxy_target: Ensure module and module attributes are properly imported (link)
resource/aws_ecs_cluster: Prevent IAM Service Linked Role error on first ECS provision (link)
resource/aws_emr_instance_fleet: Prevent error on deletion when EMR Cluster is no longer running (link)
resource/aws_emr_managed_scaling_policy: Ensure module attribute is properly saved during import (link)
resource/aws_emr_managed_scaling_policy: Handle additional cases where resource should be removed from Terraform state (link)
resource/aws_gamelift_fleet: Prevent unexpected timeout error on creation due to API retries (link)
resource/aws_glue_workflow: Ensure module attribute is properly saved during import (link)
resource/aws_lex_bot: Prevent unexpected timeout error on creation due to API retries (link)
resource/aws_lex_bot_alias: Prevent unexpected timeout error on creation due to API retries (link)
resource/aws_lex_intent: Prevent unexpected timeout error on creation due to API retries (link)
resource/aws_lex_slot_type: Prevent unexpected timeout error on creation due to API retries (link)
resource/aws_organizations_policy: Prevent errors with imported AWS-managed Organizations policies (link)
resource/aws_s3_bucket: Correctly handle provider-level ignored tag configuration (link)
resource/aws_s3_bucket: Correctly set expiration for lifecycle_rule with abort_incomplete_multipart_upload_days set (link)
resource/aws_s3_bucket_analytics_configuration: Prevent unexpected timeout error on deletion due to API retries (link)
resource/aws_s3_bucket_object: Correctly handle provider-level ignored tag configuration (link)
"
157,"FEATURES

New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Data Source: module (link)
New Data Source: module (link)

ENHANCEMENTS

resource/aws_appmesh_route: Add module and module attributes to support gRPC and HTTP/2 services (link)
resource/aws_appmesh_route: Add module attribute to support App Mesh retry policies (link)
resource/aws_appmesh_virtual_node: Add module and module as valid values for the module attribute (link)
resource/aws_appmesh_virtual_node: Add module, module and module attributes to support TLS in transit encryption (link)
resource/aws_appmesh_virtual_router: Add module and module as valid values for the module attribute (link)
resource/aws_fsx_lustre_file_system: Add module  argument (link)
resource/aws_fsx_lustre_file_system: Support module (link)
resource/aws_fsx_lustre_file_system: Add module and module (link)
resource/aws_glue_crawler: Add module field to module block (link)
resource/aws_sagemaker_notebook_instance: Ability to configure root access for Sagemaker notebook instances (link)

BUG FIXES

resource/aws_db_instance: Prevent ordering differences with module argument (link)
resource/aws_ec2_client_vpn_authorization_rule: Increased active and revoked timeouts from 5 to 10 minutes (link)
resource/aws_rds_cluster: Prevent ordering differences with module argument (link)
resource/aws_redshift_cluster: Increase default update timeout to 75 minutes (link)
"
