Index,Release Note
53,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_imagebuilder_distribution_configuration: Add module attribute to the module configuration block (link)
resource/aws_acmpca_certificate_authority: Add module argument (link)
resource/aws_apprunner_service: Add module argument configuration block (link)
resource/aws_autoscaling_group: Add module attribute (link)
resource/aws_config_remediation_configuration: Add module attribute for a list of values (link)
resource/aws_dynamodb_table: Add module argument (link)
resource/aws_ecr_repository: Add module parameter. (link)
resource/aws_ecs_service: Add configurable timeouts for Create and Delete. (link)
resource/aws_emr_cluster: Add module and module arguments (link)
resource/aws_emr_cluster: Add module EBS volume support (link)
resource/aws_emr_cluster: Add module EBS volume support (link)
resource/aws_gamelift_game_session_queue: Add module argument (link)
resource/aws_imagebuilder_distribution_configuration: Add module argument to the module configuration block (link)
resource/aws_placement_group: Add module argument (link)
resource/aws_sagemaker_notebook_instance: Add module argument (link)
resource/aws_sagemaker_project: Increase SageMaker Project create and delete timeout to 15 minutes (link)
resource/aws_ssm_parameter: Add module argument to enable dynamic use of SSM parameter values (link)
resource/aws_vpc_ipam_pool_cidr: Better error reporting (link)

BUG FIXES:

provider: Ensure that the configured module value is used (link)
resource/aws_acmpca_certificate_authority: Fix crash when module block is empty (link)
resource/aws_cognito_risk_configuration: Increase maximum allowed length of module, module, module, module, module and module arguments from module to module (link)
resource/aws_dynamodb_table: Prevent module from forcing replacement when removed to enable restoring from a PITR backup (link)
resource/aws_dynamodb_table: Respect custom timeouts including when working with replicas (link)
resource/aws_ec2_transit_gateway: Fix MaxItems and subnet size validation in module (link)
resource/aws_ecs_service: Fix ""unexpected new value"" errors on creation. (link)
resource/aws_ecs_service: Fix error where tags are sometimes not retrieved. (link)
resource/aws_emr_managed_scaling_policy: Support module value of module (link)
"
54,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_ami: Add module argument (link)
data-source/aws_ami: Make module optional (link)
data-source/aws_service_discovery_dns_namespace: Add module attribute (link)
data/aws_key_pair: New attribute module populated by setting the new module argument (link)
resource/aws_connect_instance: Configurable Create and Delete timeouts (link)
resource/aws_key_pair: Added 2 new attributes - module and module (link)
resource/aws_sagemaker_model: Add module arguments in support of link (link)
resource/aws_service_discovery_http_namespace: Add module attribute (link)
resource/aws_wafv2_web_acl: Add module argument (link)

BUG FIXES:

resource/aws_api_gateway_model: Remove length validation from module argument (link)
resource/aws_appstream_fleet_stack_association: Fix association not being found after creation (link)
resource/aws_appstream_stack: Fix crash when setting module (link)
resource/aws_route53_record: Successfully allow renaming of module (specified with multiple routing policies) (link)
"
55,"BUG FIXES:

resource/aws_default_vpc_dhcp_options: Fix module error introduced in link (link)
"
56,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_instance: Add module attribute (link)
data-source/aws_instance: Add module attribute (link)
data-source/aws_instance: Correctly set module for T4g instances (link)
data-source/aws_launch_template: Add module attribute (link)
data-source/aws_launch_template: Correctly set module for T4g instances (link)
data-source/aws_vpc_endpoint: Add module and module attributes (link)
data-source/aws_vpc_endpoint_service: Add module attribute (link)
resource/aws_cloudwatch_event_api_destination: Remove validation of a maximum value for the module argument (link)
resource/aws_datasync_location_efs: Add module, module, and module arguments (link)
resource/aws_datasync_location_efs: Add plan time validations for module (link)
resource/aws_ec2_host: Add module argument (link)
resource/aws_instance: Add module argument (link)
resource/aws_instance: Add module argument (link)
resource/aws_instance: Correctly handle module for T4g instances (link)
resource/aws_launch_template: Add module argument (link)
resource/aws_launch_template: Correctly handle module for T4g instances (link)
resource/aws_s3_bucket_metric: Add validation to ensure name is <= 64 characters. (link)
resource/aws_sagemaker_endpoint_configuration: Add module argument (link)
resource/aws_sagemaker_endpoint_configuration: Make module and module arguments optional (link)
resource/aws_sagemaker_notebook_instance: Add module argument (link)
resource/aws_sagemaker_notebook_instance: Support module value for module (link)
resource/aws_synthetics_canary: Add module argument (link)
resource/aws_vpc_endpoint: Add module and module arguments (link)
resource/aws_vpc_endpoint_service: Add module argument (link)
resource/aws_vpn_connection: Add module and module arguments in support of link (link)

BUG FIXES:

data-source/aws_ecr_repository: Prevent ISO-partition tagging precautions from eating legit errors (link)
data-source/aws_elasticache_cluster: Prevent ISO-partition tagging precautions from eating legit errors (link)
data-source/aws_iam_policy: Add validation to prevent setting incompatible parameters. (link)
data-source/aws_iam_policy: Now loads tags. (link)
data-source/aws_lb: Prevent ISO-partition tagging precautions from eating legit errors (link)
data-source/aws_lb_listener: Prevent ISO-partition tagging precautions from eating legit errors (link)
data-source/aws_lb_target_group: Prevent ISO-partition tagging precautions from eating legit errors (link)
data-source/aws_sqs_queue: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_api_gateway_model: Suppress whitespace differences between model schemas (link)
resource/aws_ce_cost_category: Allow duplicate values in module argument (link)
resource/aws_ce_cost_category: Fix error passing module to the AWS API (link)
resource/aws_cloudwatch_composite_alarm: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_cloudwatch_event_bus: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_cloudwatch_event_rule: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_cloudwatch_metric_alarm: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_cloudwatch_metric_stream: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_cognito_user_pool: Correctly handle missing or empty module attribute (link)
resource/aws_ecr_repository: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_ecs_capacity_provider: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_ecs_cluster: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_ecs_service: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_ecs_task_definition: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_ecs_task_set: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_elasticache_cluster: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_elasticache_parameter_group: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_elasticache_replication_group: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_elasticache_subnet_group: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_elasticache_user: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_elasticache_user_group: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_instance_profile: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_openid_connect_provider: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_policy: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_role: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_saml_provider: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_server_certificate: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_service_linked_role: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_user: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_iam_virtual_mfa_device: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_keyspaces_table: Relax validation of the module argument to allow collection types (link)
resource/aws_launch_configuration: Remove default value for module argument and mark as Computed. This fixes a regression introduced in link via link when no value is configured, whilst honoring any configured value (link)
resource/aws_lb: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_lb_listener: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_lb_listener_rule: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_lb_target_group: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_sns_topic: Prevent ISO-partition tagging precautions from eating legit errors (link)
resource/aws_sqs_queue: Prevent ISO-partition tagging precautions from eating legit errors (link)
"
57,"FEATURES:

New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

BUG FIXES:

resource/aws_dynamodb_table_item: Fix to remove attribute from table item on update (link)
resource/aws_ec2_managed_prefix_list_entry: Fix error when attempting to create or delete multiple list entries (link)
"
58,"FEATURES:

New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_cloudwatch_logs_groups: Make module optional (link)
data-source/aws_cognito_user_pool_client: Add module argument (link)
data-source/aws_ram_resource_share: Add module argument. (link)
resource/aws_cognito_user_pool_client: Add module argument (link)
resource/aws_ebs_snapshot_copy: Add support for module configuration block. (link)
resource/aws_ebs_volume: Add module argument (link)
resource/aws_s3_bucket: Add error handling for module and module errors when ready bucket information. (link)
resource/aws_vpc_ipam_pool_cidr_allocation: improve internal search mechanism (link)

BUG FIXES:

resource/aws_snapshot_create_volume_permission: Error if module is the snapshot's owner (link)
resource/aws_ssm_parameter: Allow module to upgrade to module tier as needed. (link)
"
59,"BUG FIXES:

resource/aws_ram_resource_share: Fix regression in v4.17.0 where module would get clobbered if already set (link)
"
60,"FEATURES:

New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

resource/aws_dms_endpoint: Add module configuration block (link)
resource/aws_dms_endpoint: Add ability to use AWS Secrets Manager with the module and module engines (link)
resource/aws_dms_endpoint: Add ability to use AWS Secrets Manager with the module, module and module engines (link)
resource/aws_dms_endpoint: Add ability to use AWS Secrets Manager with the module engine (link)
resource/aws_dms_endpoint: Add ability to use AWS Secrets Manager with the module engine (link)
resource/aws_guardduty_detector: Add module attribute to the module configuration block (link)
resource/aws_redshift_cluster: The module argument is now Computed (link)

BUG FIXES:

data-source/aws_launch_configuration: Correct data type for module and module attributes (link)
resource/aws_db_instance_role_association: Extend timeout to 10 minutes (link)
resource/aws_ebs_volume: Fix to preserve module when changing EBS volume type (module, module, module) (link)
resource/aws_launch_configuration: Honor associate_public_ip_address = false (link)
resource/aws_rds_cluster_role_association: Extend timeout to 10 minutes (link)
resource/aws_servicecatalog_provisioned_product: Correctly handle resources in a module state (link)
"
61,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_ami: Add module attribute (link)
data-source/aws_redshift_cluster: Add module attribute. (link)
data-source/aws_redshift_cluster: Add module, module, module, module, module, module, and module attributes. (link)
datasource/aws_cloudfront_response_headers_policy: Add module attribute (link)
resource/aws_ami: Add module argument (link)
resource/aws_ami_copy: Add module argument (link)
resource/aws_ami_from_instance: Add module argument (link)
resource/aws_autoscaling_group: Add module argument (link)
resource/aws_autoscaling_group: Add module argument (link)
resource/aws_cloudfront_response_headers_policy: Add module argument (link)
resource/aws_cloudsearch_domain: Add module argument (link)
resource/aws_cloudwatch_metric_stream: Add module argument (link)
resource/aws_elasticache_global_replication_group: Add support for upgrading module. (link)
resource/aws_msk_cluster: Support multiple attribute updates by refreshing module after each update (link)
resource/aws_redshift_cluster: Add module and module arguments. (link)
resource/aws_redshift_cluster: Add module, module, and module arguments. (link)
resource/aws_redshift_cluster: Add module and module arguments. (link)
resource/aws_redshift_cluster: Add plan-time validation for module, module, and module. (link)
resource/aws_redshift_event_subscription: Add plan time validations for module, module, and module. (link)
resource/aws_transfer_server: Add support for module module value (link)

BUG FIXES:

resource/aws_appflow_flow: Amend module validation to avoid conflicting type assumption (link)
resource/aws_db_proxy_target: Fix module error on resource Create (link)
resource/aws_instance: Correctly delete instance on destroy when module is module (link)
resource/aws_instance: Prevent error module when using a launch template that sets module to module (link)
resource/aws_msk_cluster: Prevent crash on apply when module is empty (link)
resource/aws_servicecatalog_provisioned_product: Add possible module target state for resource update and remove one of the internal waiters during read (link)
"
62,"BUG FIXES:

resource/aws_organizations_account: Fix reading account state for existing accounts (link)
"
63,"BREAKING CHANGES:

resource/aws_msk_cluster: The module argument is deprecated in favor of the module block. The module block can set module and module (link)

FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

datasource/aws_route53_resolver_rules: add module argument (link)
resource/aws_autoscaling_group: Add module argument (link)
resource/aws_autoscaling_policy: Add module argument (link)
resource/aws_ec2_fleet: Add module attribute (link)
resource/aws_ec2_fleet: Add module argument (link)
resource/aws_ec2_fleet: Add support for module and module values for module (link)
resource/aws_lambda_function: Add support for module module value (link)
resource/aws_lambda_layer_version: Add support for module module value (link)
resource/aws_organizations_account: Add module argument and module attribute (link)
resource/aws_s3_bucket_website_configuration: Add module parameter to be used instead of module to support configurations with empty String values (link)

BUG FIXES:

resource/aws_autoscaling_group: Wait for correct number of ELBs when module is configured (link)
resource/aws_elasticache_replication_group: Fix perpetual diff on module (link)
"
64,"ENHANCEMENTS:

resource/aws_lambda_function: Add support for module module value (link)
resource/aws_lambda_layer_version: Add support for module module value (link)
resource/aws_s3_bucket_website_configuration: Add module parameter to be used instead of module to support configurations with empty String values (link)
"
65,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_acm_certificate: Add module and module attributes (link)
data-source/aws_autoscaling_group: Add module attribute (link)
data-source/aws_codestarconnections_connection: Support lookup by module (link)
data-source/aws_launch_template: Add module attribute (link)
resource/aws_ebs_volume: Add support for module with module volumes (link)
resource/aws_launch_template: Add module argument (link)
resource/aws_servicecatalog_provisioned_product: Wait for provisioning to finish (link)
resource/aws_spot_fleet_request: Add module argument (link)

BUG FIXES:

resource/aws_alb_listener_rule: Don't force recreate listener rule on priority change. (link)
resource/aws_default_subnet: Fix module errors when associating IPv6 CIDR blocks (link)
resource/aws_ebs_volume: Add configurable timeouts (link)
resource/aws_imagebuilder_image_recipe: Fix module errors when a dependency is modified (link)
resource/aws_kms_key: Retry on module errors when updating key policy (link)
resource/aws_servicecatalog_provisioned_product: Prevent error when retrieving a provisioned product in a non-available state (link)
resource/aws_subnet: Fix module errors when associating IPv6 CIDR blocks (link)
"
66,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_ami: Add module attribute (link)
data-source/aws_msk_cluster: Add module, module and module attributes (link)
data-source/aws_ssm_patch_baseline: Add the following attributes: module, module, module, module, module, module, module (link)
resource/aws_ami: Add module argument (link)
resource/aws_ami_copy: Add module argument (link)
resource/aws_ami_from_instance: Add module argument (link)
resource/aws_iot_topic_rule: Add module and module arguments (link)
resource/aws_iot_topic_rule: Add module and module arguments (link)
resource/aws_iot_topic_rule: Add module and module arguments (link)
resource/aws_iot_topic_rule: Add module and module arguments (link)
resource/aws_lambda_permission: Add module argument (link)
resource/aws_msk_cluster: Add module, module and module attributes (link)
resource/aws_msk_cluster: Add module argument to support link (link)
resource/aws_msk_cluster: Add module argument (link)
resource/aws_msk_cluster: Allow in-place update of module and module (link)

BUG FIXES:

resource/aws_cloudfront_distribution: Fix PreconditionFailed errors when other CloudFront resources are changed before the distribution (link)
resource/aws_ecs_service: Fix retry when using the module parameter (link)
resource/aws_launch_template: Fix crash when reading module (link)
resource/aws_ssm_document: Always include module when updating SSM documents (link)
"
67,"ENHANCEMENTS:

resource/aws_kms_key: Add support for HMAC_256 customer master key spec (link)

BUG FIXES:

resource/aws_acm_certificate_validation: Restore certificate issuance timestamp as the resource module value, fixing error on existing resource Read (link)
resource/aws_kms_alias: Fix reserved prefix used in module and module plan time validation (link)
"
68,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_grafana_workspace: Add module attribute (link)
data-source/aws_instance: Add module attribute (link)
data-source/aws_launch_template: Add module attribute (link)
provider: Add support for Assume Role with Web Identity. (link)
resource/aws_acm_certificate: Add module argument (link)
resource/aws_acm_certificate_validation: Increase default resource Create (certificate issuance) timeout to 75 minutes (link)
resource/aws_emr_cluster: Add module argument (link)
resource/aws_grafana_workspace: Add module argument (link)
resource/aws_instance: Add module argument (link)
resource/aws_launch_template: Add module argument (link)
resource/aws_mq_broker: Make module updateable without recreation. (link)
resource/aws_rds_cluster: Add module argument to support link (link)
resource/aws_spot_fleet_request: Add module argument (link)

BUG FIXES:

data-source/aws_kms_alias: Fix module plan time validation (link)
provider: Setting module now overrides module environment variable. (link)
resource/aws_acm_certificate: Correctly handle SAN entries that match module (link)
resource/aws_dms_replication_task: Fix to stop the task before updating, if required (link)
resource/aws_ec2_availability_zone_group: Don't crash if module is not found (link)
resource/aws_elasticache_cluster: Update regex pattern to target specific Redis V6 versions through the module attribute (link)
resource/aws_elasticache_replication_group: Update regex pattern to target specific Redis V6 versions through the module attribute (link)
resource/aws_kms_alias: Fix module and module plan time validation (link)
resource/aws_lb: Fix bug causing an error on update if tags unsupported in ISO region (link)
resource/aws_s3_bucket_policy: Let resource be removed from tfstate if bucket deleted outside Terraform (link)
resource/aws_s3_bucket_versioning: Let resource be removed from tfstate if bucket deleted outside Terraform (link)
resource/aws_ses_receipt_filter: Allow period character (module) in module argument (link)
"
69,"FEATURES:

New Data Source: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_imagebuilder_infrastructure_configuration: Add module attribute (link)
data-source/aws_opensearch_domain: Add module attribute to the module configuration block (link)
resource/aws_db_proxy: Add module argument (link)
resource/aws_elasticache_user: Add plan-time validation of password argumnet length (link)
resource/aws_elasticsearch_domain: For Elasticsearch versions 6.7+, allow in-place update of module and module. (link)
resource/aws_fsx_ontap_file_system: Add support for module module. (link)
resource/aws_imagebuilder_infrastructure_configuration: Add module argument (link)
resource/aws_instance: Add module argument (link)
resource/aws_instance: Add module argument (link)
resource/aws_opensearch_domain: Add module argument to the module configuration block (link)
resource/aws_opensearch_domain: For Elasticsearch versions 6.7+, allow in-place update of module and module. (link)
resource/aws_transfer_server: Add module argument (link)
resource/aws_waf_byte_match_set: Additional supported values for module argument (link)
resource/aws_wafregional_web_acl: Additional supported values for module argument (link)
resource/aws_workspaces_workspace: Additional supported values for module argument (link)

BUG FIXES:

data-source/aws_db_instance: Prevent panic when setting instance connection endpoint values (link)
data-source/aws_efs_file_system: Prevent panic when searching by tag returns 0 or multiple results (link)
data-source/aws_elasticache_cluster: Gracefully handle additional tagging error type in non-standard AWS partitions (i.e., ISO) (link)
resource/aws_appstream_user_stack_association: Prevent panic during resource read (link)
resource/aws_cloudformation_stack_set: Prevent module errors when module is zero (link)
resource/aws_elastic_beanstalk_environment: Correctly set module attribute (link)
resource/aws_elasticache_cluster: Gracefully handle additional tagging error type in non-standard AWS partitions (i.e., ISO) (link)
resource/aws_elasticache_parameter_group: Gracefully handle additional tagging error type in non-standard AWS partitions (i.e., ISO) (link)
resource/aws_elasticache_replication_group: Gracefully handle additional tagging error type in non-standard AWS partitions (i.e., ISO) (link)
resource/aws_elasticache_subnet_group: Gracefully handle additional tagging error type in non-standard AWS partitions (i.e., ISO) (link)
resource/aws_elasticache_user: Gracefully handle additional tagging error type in non-standard AWS partitions (i.e., ISO) (link)
resource/aws_elasticache_user_group: Gracefully handle additional tagging error type in non-standard AWS partitions (i.e., ISO) (link)
resource/aws_instance: Fix issue with assuming Placement and disableApiTermination instance attributes exist when managing a Snowball Edge device (link)
resource/aws_kinesis_firehose_delivery_stream: Increase the maximum length of the module argument's value to module (link)
resource/aws_macie2_member: Correct type for module parameter (link)
resource/aws_s3_bucket_server_side_encryption_configuration: Retry on module errors due to eventual consistency (link)
resource/aws_sfn_state_machine: Prevent panic during resource update (link)
resource/aws_shield_protection_group: When updating resource tags, use the module parameter instead of module. (link)
resource/aws_ssm_association: Prevent panic when module is configured (link)
"
70,"FEATURES:

New Data Source: module (link)
New Data Source: module (link)
New Resource: module (link)
New Resource: module (link)
New Resource: module (link)

ENHANCEMENTS:

data-source/aws_qldb_ledger: Add module and module attributes (link)
resource/aws_ami_launch_permission: Add module argument (link)
resource/aws_ami_launch_permission: Add module and module arguments (link)
resource/aws_athena_database: Add module argument. (link)
resource/aws_athena_database: Add import support. (link)
resource/aws_config_config_rule: Add module argument. (link)
resource/aws_config_config_rule: Add plan time validation for module and module. (link)
resource/aws_config_config_rule: Make module optional. (link)
resource/aws_eks_addon: Add module argument (link)
resource/aws_grafana_workspace: Add plan time validations for module, module, module. (link)
resource/aws_qldb_ledger: Add module argument (link)
resource/aws_vpc_ipam_scope: Add pagination when describing IPAM Scopes (link)

BUG FIXES:

resource/aws_athena_database: Add drift detection for module. (link)
resource/aws_cloudformation_stack_set: Prevent module errors when updating module (link)
resource/aws_cloudwatch_event_connection: Add validation to module, module, module, module, module, module and module arguments (link)
resource/aws_cloudwatch_log_subscription_filter: Retry resource create and update when a conflicting operation error is returned (link)
resource/aws_ecs_service: Retry when using the module parameter and module errors are returned from the AWS API (link)
resource/aws_ecs_service: Wait for service to reach an active state after create and update operations (link)
resource/aws_emr_cluster: Ignore module errors when reading a cluster's auto-termination policy (link)
resource/aws_lambda_function_url: Ignore module errors caused by existing module permission statements (link)
resource/aws_vpc_ipam_scope: Prevent panic when describing IPAM Scopes by ID (link)
"
