Index,Release Note,Release Note With Abstraction
1,"What's Changed

Fix macOS ui by @dusansimic in https://github.com/sindresorhus/caprine/pull/2014
Add nvmrc file by @Alex313031 in https://github.com/sindresorhus/caprine/pull/2017
Add Apple Silicon support by @dusansimic in https://github.com/sindresorhus/caprine/pull/2015
macOS builds signed again!

New Contributors

@Alex313031 made their first contribution in https://github.com/sindresorhus/caprine/pull/2017

Full Changelog: https://github.com/sindresorhus/caprine/compare/v2.57.3...v2.57.4","What's Changed
Fix macOS ui by @dusansimic in link
Add nvmrc file by @Alex313031 in link
Add Apple Silicon support by @dusansimic in link
macOS builds signed again!
New Contributors
@Alex313031 made their first contribution in link
Full Changelog: link"
2,Full Changelog: https://github.com/sindresorhus/caprine/compare/v2.57.2...v2.57.3,Full Changelog: link
3,"What's Changed

Fix open links issue by @dusansimic in https://github.com/sindresorhus/caprine/pull/2007
Bump Electron to latest release

Full Changelog: https://github.com/sindresorhus/caprine/compare/v2.57.1...v2.57.2","What's Changed
Fix open links issue by @dusansimic in link
Bump Electron to latest release
Full Changelog: link"
4,"What's Changed

Fix hidden dialog issue by @dusansimic in https://github.com/sindresorhus/caprine/pull/2006

Full Changelog: https://github.com/sindresorhus/caprine/compare/v2.57.0...v2.57.1","What's Changed
Fix hidden dialog issue by @dusansimic in link
Full Changelog: link"
5,"What's Changed

Set window title to ""Caprine"" by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1889
Merge css stylesheets by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1891
Completely remove old design code by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1893
Add rpm spec by @dusansimic in https://github.com/sindresorhus/caprine/pull/1896
Remove new ""Install Messenger app"" banner by @mquevill in https://github.com/sindresorhus/caprine/pull/1899
Fix custom css default file by @dusansimic in https://github.com/sindresorhus/caprine/pull/1903
Fix search close button color in dark mode by @dusansimic in https://github.com/sindresorhus/caprine/pull/1931
Fix attachment and receiver pill background in dark mode by @sfrunza13 in https://github.com/sindresorhus/caprine/pull/1933
Fix ""Join room"" background button on dark theme by @jrafaelsantana in https://github.com/sindresorhus/caprine/pull/1938
Fix create room icon color in dark mode by @jrafaelsantana in https://github.com/sindresorhus/caprine/pull/1937
CI: Use setup-node action for caching by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1941
Fix dark mode icons by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1942
Fix new room button shortcut by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1946
Fix insert buttons (GIF, Sticker, Emoji, Files) shortcuts by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1947
Fix radio buttons & right sidebar search icon color in dark mode by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1948
Dark mode fixes by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1955
Fix new design user menu by @dusansimic in https://github.com/sindresorhus/caprine/pull/1910
Fix voice message duration text color in dark mode by @dusansimic in https://github.com/sindresorhus/caprine/pull/1959

New Contributors

@sfrunza13 made their first contribution in https://github.com/sindresorhus/caprine/pull/1933
@jrafaelsantana made their first contribution in https://github.com/sindresorhus/caprine/pull/1938

Dependencies

Electron bumped to v21 https://github.com/sindresorhus/caprine/commit/04d79e074164ace65d0253283771b567dafe8da7

Full Changelog: https://github.com/sindresorhus/caprine/compare/v2.56.1...v2.57.0","What's Changed
Set window title to ""Caprine"" by @lefterisgar in link
Merge css stylesheets by @lefterisgar in link
Completely remove old design code by @lefterisgar in link
Add rpm spec by @dusansimic in link
Remove new ""Install Messenger app"" banner by @mquevill in link
Fix custom css default file by @dusansimic in link
Fix search close button color in dark mode by @dusansimic in link
Fix attachment and receiver pill background in dark mode by @sfrunza13 in link
Fix ""Join room"" background button on dark theme by @jrafaelsantana in link
Fix create room icon color in dark mode by @jrafaelsantana in link
CI: Use setup-node action for caching by @lefterisgar in link
Fix dark mode icons by @lefterisgar in link
Fix new room button shortcut by @lefterisgar in link
Fix insert buttons (GIF, Sticker, Emoji, Files) shortcuts by @lefterisgar in link
Fix radio buttons & right sidebar search icon color in dark mode by @lefterisgar in link
Dark mode fixes by @lefterisgar in link
Fix new design user menu by @dusansimic in link
Fix voice message duration text color in dark mode by @dusansimic in link
New Contributors
@sfrunza13 made their first contribution in link
@jrafaelsantana made their first contribution in link
Dependencies
Electron bumped to v21 link
Full Changelog: link"
6,"Announcement for Linux users
New installation options are available, including automatic updates on Debian-based versions using APT. Check the readme for more information.
What's New

Create new room by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1883

What's Changed

Dark mode fixes (top gap, icons, radio buttons' accent color)
Fix insert buttons (GIF, Sticker, Emoji, Files)
Fix ""Find Conversation"" feature
Fix ""Show Message Buttons"" option by @lefterisgar and @dusansimic in https://github.com/sindresorhus/caprine/pull/1881
Fix private mode by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1884
Remove code related to old design by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1879
Various improvements to readme by @Danik1601, @dusansimic and @lefterisgar in https://github.com/sindresorhus/caprine/pull/1885

Full Changelog: https://github.com/sindresorhus/caprine/compare/v2.56.0...v2.56.1","Announcement for Linux users
New installation options are available, including automatic updates on Debian-based versions using APT. Check the readme for more information.
What's New
Create new room by @lefterisgar in link
What's Changed
Dark mode fixes (top gap, icons, radio buttons' accent color)
Fix insert buttons (GIF, Sticker, Emoji, Files)
Fix ""Find Conversation"" feature
Fix ""Show Message Buttons"" option by @lefterisgar and @dusansimic in link
Fix private mode by @lefterisgar in link
Remove code related to old design by @lefterisgar in link
Various improvements to readme by @Danik1601, @dusansimic and @lefterisgar in link
Full Changelog: link"
7,"What's Changed

Update Electron to 20 by @1nikolas, @nehalvpatel and @lefterisgar
Update to the new Messenger icon (2020)
Improved scrollbar theme by @mquevill in #1638
Add dark mode to cookies notification
Add maintainers in about dialog by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1874
Add option to disable automatic updates
Enable auto-updates on Linux
Display a notification when a new update is available
Fix private mode
Fix adaptive, hidden and narrow sidebar
Fix ""Show Message Buttons"" option
Fix login button color in dark mode
Fix cookies notification accept button being hidden on smaller windows
Fix Caprine not starting on some Linux distros
Fix ci build step by @dusansimic in https://github.com/sindresorhus/caprine/pull/1872
Fix search icon dark mode color in right sidebar by @dusansimic in https://github.com/sindresorhus/caprine/pull/1849
Fix shortcuts by @dusansimic in https://github.com/sindresorhus/caprine/pull/1851
Hide all non-working features
Hide new Messenger app banner by @1nikolas in https://github.com/lefterisgar/caprine/pull/2
Select log out as last menu item by @mquevill in https://github.com/sindresorhus/caprine/pull/1853
Remove ""Allow All Cookies"" button to increase privacy
Remove all CSS related to old design

New Maintainers

Lefteris Garyfalakis
Michael Quevillon
Nikolas Spiridakis

Full Changelog: https://github.com/sindresorhus/caprine/compare/v2.55.7...v2.56.0","What's Changed
Update Electron to 20 by @1nikolas, @nehalvpatel and @lefterisgar
Update to the new Messenger icon (2020)
Improved scrollbar theme by @mquevill in #1638
Add dark mode to cookies notification
Add maintainers in about dialog by @lefterisgar in link
Add option to disable automatic updates
Enable auto-updates on Linux
Display a notification when a new update is available
Fix private mode
Fix adaptive, hidden and narrow sidebar
Fix ""Show Message Buttons"" option
Fix login button color in dark mode
Fix cookies notification accept button being hidden on smaller windows
Fix Caprine not starting on some Linux distros
Fix ci build step by @dusansimic in link
Fix search icon dark mode color in right sidebar by @dusansimic in link
Fix shortcuts by @dusansimic in link
Hide all non-working features
Hide new Messenger app banner by @1nikolas in link
Select log out as last menu item by @mquevill in link
Remove ""Allow All Cookies"" button to increase privacy
Remove all CSS related to old design
New Maintainers
Lefteris Garyfalakis
Michael Quevillon
Nikolas Spiridakis
Full Changelog: link"
8,https://github.com/sindresorhus/caprine/compare/v2.55.5...v2.55.6,link
9,https://github.com/sindresorhus/caprine/compare/v2.55.4...v2.55.5,link
10,https://github.com/sindresorhus/caprine/compare/v2.55.3...v2.55.4,link
11,https://github.com/sindresorhus/caprine/compare/v2.55.2...v2.55.3,link
12,https://github.com/sindresorhus/caprine/compare/v2.55.1...v2.55.2,link
13,"
Fix dark mode (#1742)  25aee78
Fix names in private mode (#1733)  8387833
Fix spell check languages (#1728)  734ba9b

https://github.com/sindresorhus/caprine/compare/v2.55.0...v2.55.1","Fix dark mode (#1742)  25aee78
Fix names in private mode (#1733)  8387833
Fix spell check languages (#1728)  734ba9b
link"
14,"
Bug fixes

https://github.com/sindresorhus/caprine/compare/v2.54.1...v2.55.0","Bug fixes
link"
15,"
Bug fixes

https://github.com/sindresorhus/caprine/compare/v2.54.0...v2.54.1","Bug fixes
link"
16,"
Add the ability to copy image address in https://github.com/sindresorhus/caprine/pull/1671
Combine system appearance and dark mode settings in https://github.com/sindresorhus/caprine/pull/1637
Blur active contacts in private mode in https://github.com/sindresorhus/caprine/pull/1649
Scale videos down to max width in https://github.com/sindresorhus/caprine/pull/1655
Improve about window information and icon in https://github.com/sindresorhus/caprine/pull/1674

https://github.com/sindresorhus/caprine/compare/v2.53.0...v2.54.0","Add the ability to copy image address in link
Combine system appearance and dark mode settings in link
Blur active contacts in private mode in link
Scale videos down to max width in link
Improve about window information and icon in link
link"
17,https://github.com/sindresorhus/caprine/compare/v2.52.4...v2.53.0,link
18,https://github.com/sindresorhus/caprine/compare/v2.52.3...v2.52.4,link
19,"
Bug fixes

https://github.com/sindresorhus/caprine/compare/v2.52.2...v2.52.3","Bug fixes
link"
20,"
User-interface tweaks and some bug fixes.

https://github.com/sindresorhus/caprine/compare/v2.52.1...v2.52.2","User-interface tweaks and some bug fixes.
link"
21,"
User-interface and dark mode improvements

https://github.com/sindresorhus/caprine/compare/v2.52.0...v2.52.1","User-interface and dark mode improvements
link"
22,"
Fix Caprine for users on the new messenger UI.
",Fix Caprine for users on the new messenger UI.
23,"
Fix the app icon on Windows (#1455)  2d1511c
",Fix the app icon on Windows (#1455)  2d1511c
24,"
User-interface fixes
",User-interface fixes
25,"
New app icon  ff22d80
Add menu item to relaunch Caprine (#1410)  a312084
Fix app icon for Linux .deb (#1420)  a0a0ae0

https://github.com/sindresorhus/caprine/compare/v2.50.0...v2.51.0","New app icon  ff22d80
Add menu item to relaunch Caprine (#1410)  a312084
Fix app icon for Linux .deb (#1420)  a0a0ae0
link"
26,"
Fix 2FA login issue (#1417)  0207464

https://github.com/sindresorhus/caprine/compare/v2.49.0...v2.50.0","Fix 2FA login issue (#1417)  0207464
link"
27,"
Update dependencies
",Update dependencies
28,"
Fix issue with access to camera/microphone  afb1404
Fix autoscroll on new messages (#1382)  e94f36e
Fix private mode not hiding all private info (#1374)  9a7978a

https://github.com/sindresorhus/caprine/compare/v2.47.0...v2.48.0","Fix issue with access to camera/microphone  afb1404
Fix autoscroll on new messages (#1382)  e94f36e
Fix private mode not hiding all private info (#1374)  9a7978a
link"
29,"
Add option to disable spell checker (#1369)  e7c37e5
Fix unread badge not always updating (#1360)  ac22f08
Fix ""Create new room"" button in dark mode (#1373)  155a9c7

https://github.com/sindresorhus/caprine/compare/v2.46.0...v2.47.0","Add option to disable spell checker (#1369)  e7c37e5
Fix unread badge not always updating (#1360)  ac22f08
Fix ""Create new room"" button in dark mode (#1373)  155a9c7
link"
30,"
Add spell-checking (#1336)  1914dab

https://github.com/sindresorhus/caprine/compare/v2.45.0...v2.46.0","Add spell-checking (#1336)  1914dab
link"
31,"
Fix making and receiving calls (#1325)  b69ed37
Automatically reset window position when disconnecting secondary screen (#1280)  dce6cfd
Persist maximized state and handle title bar double-click (#1270)  dc392dc
Add remember option checkbox in private mode dialog (#1289)  9197321
Add preference to mute call ringtone (#1273)  5daa934
Fix sidebar config migration (#1306)  10205a2
Add dark mode style for ""called you""/""you called"" icons  b2c33c2
Various tweaks (#1267)  4493b08

https://github.com/sindresorhus/caprine/compare/v2.44.0...v2.45.0","Fix making and receiving calls (#1325)  b69ed37
Automatically reset window position when disconnecting secondary screen (#1280)  dce6cfd
Persist maximized state and handle title bar double-click (#1270)  dc392dc
Add remember option checkbox in private mode dialog (#1289)  9197321
Add preference to mute call ringtone (#1273)  5daa934
Fix sidebar config migration (#1306)  10205a2
Add dark mode style for ""called you""/""you called"" icons  b2c33c2
Various tweaks (#1267)  4493b08
link"
32,"
Fix the emoji picker crash (#1255)  7236196
Fix badge notification bug when private mode is enabled (#1260)  4c56e81
Fix the ""Show Tray Icon"" preference (#1215)  b386b23
Fix dark mode vibrancy in the login screen  26076e3

https://github.com/sindresorhus/caprine/compare/v2.43.0...v2.44.0","Fix the emoji picker crash (#1255)  7236196
Fix badge notification bug when private mode is enabled (#1260)  4c56e81
Fix the ""Show Tray Icon"" preference (#1215)  b386b23
Fix dark mode vibrancy in the login screen  26076e3
link"
33,"
Improve the dark mode  4b9808c
Fix vibrancy issue on app refresh (#1250)  1598309

https://github.com/sindresorhus/caprine/compare/v2.42.1...v2.43.0","Improve the dark mode  4b9808c
Fix vibrancy issue on app refresh (#1250)  1598309
link"
34,"
Fix setDarkMode loop on macOS (#1247)  1dfe546

https://github.com/sindresorhus/caprine/compare/v2.42.0...v2.42.1","Fix setDarkMode loop on macOS (#1247)  1dfe546
link"
35,"
Make Touch Bar respect private mode even after selecting a new conversation (#1201)  6134294
Add the ability to force sidebar width (#1170)  a6c914e
Fix “Hide conversation” menu item (#1202)  0b92e74
Fix a bug that prevents the tray icon from showing (#1217)  602c8d1
Fix an issue where people list item color was not selected (#1221)  9c11bd5
Fix hidden 360 photos (#1199)  de06ad3

https://github.com/sindresorhus/caprine/compare/v2.41.1...v2.42.0","Make Touch Bar respect private mode even after selecting a new conversation (#1201)  6134294
Add the ability to force sidebar width (#1170)  a6c914e
Fix “Hide conversation” menu item (#1202)  0b92e74
Fix a bug that prevents the tray icon from showing (#1217)  602c8d1
Fix an issue where people list item color was not selected (#1221)  9c11bd5
Fix hidden 360 photos (#1199)  de06ad3
link"
36,"
Fix the dark mode on Linux and Windows  081b6ed
Remove Facebook tracking from copied links (#1169)  74416e6

https://github.com/sindresorhus/caprine/compare/v2.41.0...v2.41.1","Fix the dark mode on Linux and Windows  081b6ed
Remove Facebook tracking from copied links (#1169)  74416e6
link"
37,"
Display newest conversation at launch (#1135)  89911d5
UI improvements 30d83cc 06b7c4e 95d1c9d 5abf9a2
Dark mode tweaks  b6648ba 8070e43 a27440f d57fe5d 1e6eb29
Update to Electron 7 (#1157)  833c42b
Add private mode confirmation prompt (#1117)  2e8267f
Make the Touch Bar respect private mode (#1138)  ea8015e
Fix focus when closing app on macOS (#1141)  ed75400
Fix Always on Top after tray toggling on KDE Plasma (#1150)  2b2be20
Fix ""Attach Files"" keyboard shortcut (#1139)  10a406e

https://github.com/sindresorhus/caprine/compare/v2.40.0...v2.41.0","Display newest conversation at launch (#1135)  89911d5
UI improvements 30d83cc 06b7c4e 95d1c9d 5abf9a2
Dark mode tweaks  b6648ba 8070e43 a27440f d57fe5d 1e6eb29
Update to Electron 7 (#1157)  833c42b
Add private mode confirmation prompt (#1117)  2e8267f
Make the Touch Bar respect private mode (#1138)  ea8015e
Fix focus when closing app on macOS (#1141)  ed75400
Fix Always on Top after tray toggling on KDE Plasma (#1150)  2b2be20
Fix ""Attach Files"" keyboard shortcut (#1139)  10a406e
link"
38,"
Add Attach files menu item and keyboard shortcut (#1014)  984a298
Work around bug where the screen is black when closing window in full screen on macOS  d27f5af
Show tip after enabling Auto Hide Menu Bar (#1125)  76ac982
Fix ""Insert Text"" keyboard shortcut (#1118)  343705e
Fix group avatar being squished (#1119)  1bda478
Dark mode tweaks  2ca1f37 a8c8282 26cfaed db85ce4

https://github.com/sindresorhus/caprine/compare/v2.39.0...v2.40.0","Add Attach files menu item and keyboard shortcut (#1014)  984a298
Work around bug where the screen is black when closing window in full screen on macOS  d27f5af
Show tip after enabling Auto Hide Menu Bar (#1125)  76ac982
Fix ""Insert Text"" keyboard shortcut (#1118)  343705e
Fix group avatar being squished (#1119)  1bda478
Dark mode tweaks  2ca1f37 a8c8282 26cfaed db85ce4
link"
39,"
Respect ""Do Not Disturb"" on macOS (#760)  88efe46
Fix styling for removed message in dark mode (#1096)  07c39ac
Fix the GIF search field background (#1100)  27150a9
Fix react icon in dark mode (#1084)  4b95f16
Fix some vibrancy setting error (#1094)  06304a3

https://github.com/sindresorhus/caprine/compare/v2.38.0...v2.39.0","Respect ""Do Not Disturb"" on macOS (#760)  88efe46
Fix styling for removed message in dark mode (#1096)  07c39ac
Fix the GIF search field background (#1100)  27150a9
Fix react icon in dark mode (#1084)  4b95f16
Fix some vibrancy setting error (#1094)  06304a3
link"
40,"
Work around the vibrancy issue on macOS (#1070)  df4c2ea
Hopefully fix the Ubuntu Snap version of Caprine  7965b36
Add insert sticker shortcut (#1015)  29577c6
Fix keyboard shortcut for ""Insert GIF"" (#1013)  dc11fab
Improve cropping for system emoji on some Linux systems (#1000)  b44a3fb

https://github.com/sindresorhus/caprine/compare/v2.37.0...v2.38.0","Work around the vibrancy issue on macOS (#1070)  df4c2ea
Hopefully fix the Ubuntu Snap version of Caprine  7965b36
Add insert sticker shortcut (#1015)  29577c6
Fix keyboard shortcut for ""Insert GIF"" (#1013)  dc11fab
Improve cropping for system emoji on some Linux systems (#1000)  b44a3fb
link"
41,"
Improve the dark mode in the login flow (#1049)  5c26e5c
Fix schema validation crash (#1037)  0937650
Save window bounds after window resize (#1038)  ccf0ab2

https://github.com/sindresorhus/caprine/compare/v2.35.0...v2.37.0","Improve the dark mode in the login flow (#1049)  5c26e5c
Fix schema validation crash (#1037)  0937650
Save window bounds after window resize (#1038)  ccf0ab2
link"
42,Reverted v2.35. It unfortunately had some crashes...,Reverted v2.35. It unfortunately had some crashes...
43,"
Add option to hide names and avatars in the UI (You can find it in the ""View"" menu) (#787)  44e9c10
Upgrade to Electron 6  a7cc69e
Fix the emoji picker (#1023)  9fd2d67
Fix conversation display on small window sizes (#1025)  6331a2e
Fix draggable region (#1024)  9a692db
Fix plus icon in dark mode (#1004)  db36bed
Fix placeholder text in dark mode (#1012)  308b1b1

https://github.com/sindresorhus/caprine/compare/v2.34.0...v2.35.0","Add option to hide names and avatars in the UI (You can find it in the ""View"" menu) (#787)  44e9c10
Upgrade to Electron 6  a7cc69e
Fix the emoji picker (#1023)  9fd2d67
Fix conversation display on small window sizes (#1025)  6331a2e
Fix draggable region (#1024)  9a692db
Fix plus icon in dark mode (#1004)  db36bed
Fix placeholder text in dark mode (#1012)  308b1b1
link"
44,"
UI improvements  376f9e4 56aa0f8 6216509 10c78ac 39c9ae9 f8ff710
Fix missing tray context menu on Linux (#986)  f0bd1a8
Add “removable-media” Snap plug (#978)  648c812

https://github.com/sindresorhus/caprine/compare/v2.33.1...v2.34.0","UI improvements  376f9e4 56aa0f8 6216509 10c78ac 39c9ae9 f8ff710
Fix missing tray context menu on Linux (#986)  f0bd1a8
Add “removable-media” Snap plug (#978)  648c812
link"
45,"
Disable auto updater on Linux as it doesn't currently work  f0eba4a
Dark mode tweak (#971)  8800b60
Fix the preferences window and other overlays (#970)  ec3e687

https://github.com/sindresorhus/caprine/compare/v2.33.0...v2.33.1","Disable auto updater on Linux as it doesn't currently work  f0eba4a
Dark mode tweak (#971)  8800b60
Fix the preferences window and other overlays (#970)  ec3e687
link"
46,"Enhancements:
- Add setting to hide the tray icon (#946)  61228fa
- Add ""Show Message Preview in Notifications"" setting (#947)  7d7bc91
Fixes:
- Fix dragging scrollbar when app is zoomed (#962)  ed5772b
- Fix ""Show Message Buttons"" for new Messenger UI (#956)  83e3adf
- Fix preference toggle when sidebar is hidden (#957)  2e4ad98
- Fix dark mode UI issues (#958)  e1b3ecb
- Fix white plus bar, removed report bug icon (#959)  570c490
https://github.com/sindresorhus/caprine/compare/v2.32.1...v2.33.0","Enhancements:
- Add setting to hide the tray icon (#946)  61228fa
- Add ""Show Message Preview in Notifications"" setting (#947)  7d7bc91
Fixes:
- Fix dragging scrollbar when app is zoomed (#962)  ed5772b
- Fix ""Show Message Buttons"" for new Messenger UI (#956)  83e3adf
- Fix preference toggle when sidebar is hidden (#957)  2e4ad98
- Fix dark mode UI issues (#958)  e1b3ecb
- Fix white plus bar, removed report bug icon (#959)  570c490
link"
47,"
Fix white message bar (#949)  a6ba976

https://github.com/sindresorhus/caprine/compare/v2.32.0...v2.32.1","Fix white message bar (#949)  a6ba976
link"
48,"
Add menu bar mode for macOS (#804)  4f1c4df
Allow disabling video autoplay (#738)  a252ca9
Improve Workplace login view in dark mode (#940)  f33d1a8
Fix emoji picker (#941)  f7f08f3
Fix Increase Text Size shortcut (#944)  ed720bd

https://github.com/sindresorhus/caprine/compare/v2.31.3...v2.32.0","Add menu bar mode for macOS (#804)  4f1c4df
Allow disabling video autoplay (#738)  a252ca9
Improve Workplace login view in dark mode (#940)  f33d1a8
Fix emoji picker (#941)  f7f08f3
Fix Increase Text Size shortcut (#944)  ed720bd
link"
49,"
Fix settings menu (#916)  9aa0ca7
Fix duplicated unread notification (#919)  fe67d8c
Fix too strong chat title bar bottom border (#921)  04115c7
Fix selected conversation background (#918)  eaf9226

https://github.com/sindresorhus/caprine/compare/v2.31.2...v2.31.3","Fix settings menu (#916)  9aa0ca7
Fix duplicated unread notification (#919)  fe67d8c
Fix too strong chat title bar bottom border (#921)  04115c7
Fix selected conversation background (#918)  eaf9226
link"
50,"
Fix missing unread badge (#908)  16d9e3b
Fix too narrow conversation header (#910)  f8cb7bb

https://github.com/sindresorhus/caprine/compare/v2.31.1...v2.31.2","Fix missing unread badge (#908)  16d9e3b
Fix too narrow conversation header (#910)  f8cb7bb
link"
51,"
Fix some broken things after the latest Messenger update  ecc923f
Fix contact list styling for inactive window (#865)  ffed2d9
UI tweaks  8a558e6

https://github.com/sindresorhus/caprine/compare/v2.31.0...v2.31.1","Fix some broken things after the latest Messenger update  ecc923f
Fix contact list styling for inactive window (#865)  ffed2d9
UI tweaks  8a558e6
link"
52,"
Support the workplace.com domain (#860)  0975301
Fix dark mode style for nickname dialog placeholder (#863)  91b6181
Fix error on quit issue (#811)  0b955cb
Make preferences dialog usable with small window sizes (#843)  a7853f6
Fix preferences not opening when window width < 700px (#841)  ec44260

https://github.com/sindresorhus/caprine/compare/v2.30.2...v2.31.0","Support the workplace.com domain (#860)  0975301
Fix dark mode style for nickname dialog placeholder (#863)  91b6181
Fix error on quit issue (#811)  0b955cb
Make preferences dialog usable with small window sizes (#843)  a7853f6
Fix preferences not opening when window width < 700px (#841)  ec44260
link"
53,"
User interface improvements (#837)  4fd1739
Improve dark mode for ""Quoted text in inline replies""  06d78ab
Allow navigation to alternate messenger domains (#816)  1ee6b4c

https://github.com/sindresorhus/caprine/compare/v2.30.1...v2.30.2","User interface improvements (#837)  4fd1739
Improve dark mode for ""Quoted text in inline replies""  06d78ab
Allow navigation to alternate messenger domains (#816)  1ee6b4c
link"
54,"
Fix playing videos from shared photos (#802)  d99d592
Fix Show Message Buttons feature when switching conversations (#803)  766bd9f
Remove shared video bars (#808)  3bb743d
Fix poll title color in dark mode (#798)  7ef2a2f
Fix camera access in Snap builds (#813)  d13c792

https://github.com/sindresorhus/caprine/compare/v2.30.0...v2.30.1","Fix playing videos from shared photos (#802)  d99d592
Fix Show Message Buttons feature when switching conversations (#803)  766bd9f
Remove shared video bars (#808)  3bb743d
Fix poll title color in dark mode (#798)  7ef2a2f
Fix camera access in Snap builds (#813)  d13c792
link"
55,"
Add option to use native emoji (#731)  2717359
Add option to block delivery receipts (#793)  6ad22f4
Add Launch at Login setting for macOS and Windows (#774)  a43e6b5
Re-organize the Preferences menu  8ef4f30
Fix description bot card color in dark mode (#796)  c88fee2

https://github.com/sindresorhus/caprine/compare/v2.29.0...v2.30.0","Add option to use native emoji (#731)  2717359
Add option to block delivery receipts (#793)  6ad22f4
Add Launch at Login setting for macOS and Windows (#774)  a43e6b5
Re-organize the Preferences menu  8ef4f30
Fix description bot card color in dark mode (#796)  c88fee2
link"
56,"
Add support for replying via notifications on macOS (#726)  ed804ae
Better handling of no internet connection when Caprine starts (#775)  cda87df
Make sure the vibrancy is enabled only on macOS (#788)  4466a02
Fix message buttons not working for some users (#781)  1ca841e

https://github.com/sindresorhus/caprine/compare/v2.28.0...v2.29.0","Add support for replying via notifications on macOS (#726)  ed804ae
Better handling of no internet connection when Caprine starts (#775)  cda87df
Make sure the vibrancy is enabled only on macOS (#788)  4466a02
Fix message buttons not working for some users (#781)  1ca841e
link"
57,"
New app icon 💄✨  709ea23
User-interface improvements (#757)  93d0a1b
Support persisting keepMeSignedIn toggled with keyboard (#747)  64778d4
Fix emoji URL (#756)  50590a7
Update Electron  19e0423 8ccc556
Rewrite the app in TypeScript (#745)  3ec8c6b

https://github.com/sindresorhus/caprine/compare/v2.27.1...v2.28.0","New app icon 💄✨  709ea23
User-interface improvements (#757)  93d0a1b
Support persisting keepMeSignedIn toggled with keyboard (#747)  64778d4
Fix emoji URL (#756)  50590a7
Update Electron  19e0423 8ccc556
Rewrite the app in TypeScript (#745)  3ec8c6b
link"
58,"
Fix dark mode being disabled on non-macOS systems (#735)  21a6bb1
Fix archive conversation issues (#732)  af367be

https://github.com/sindresorhus/caprine/compare/v2.27.0...v2.27.1","Fix dark mode being disabled on non-macOS systems (#735)  21a6bb1
Fix archive conversation issues (#732)  af367be
link"
59,"
Add emoji style setting (#720)  b69f044
Fix window resizing/moving issues and add ability to disable vibrancy (#727)  ff456ff
Follow the system appearance by default on macOS (Only applies to new users)  9b1d1d8

https://github.com/sindresorhus/caprine/compare/v2.26.0...v2.27.0","Add emoji style setting (#720)  b69f044
Fix window resizing/moving issues and add ability to disable vibrancy (#727)  ff456ff
Follow the system appearance by default on macOS (Only applies to new users)  9b1d1d8
link"
