,Time
3950,6132115
3951,1216539
3952,588670
3953,3022908
3954,172638
3955,268567
3956,162195
3957,5547602
3958,1896525
3959,4219869
3960,2953754
3961,1625134
3962,16927
3963,692715
3964,782299
3965,261065
3966,2072588
3967,2746631
3968,3113295
3969,1110435
3970,953490
3971,1125342
3972,1126578
3973,175878
3974,2154476
3975,703169
3976,2250514
3977,2157598
3978,1213883
3979,10709201
3980,21333341
3981,8292030
3982,2419984
3983,3281642
3984,6215380
3985,4234978
3986,6047440
3987,1012806
3988,2979619
3989,1209440
3990,1126084
3991,435525
3992,65010
3993,20214
3994,4225712
3995,7678
3996,66021
3997,692791
3998,745710
3999,1434492
4000,81388
4001,1381949
4002,59638
4003,14909
4004,691519
4005,2253109
4006,428129
4007,835921
4008,459616
4009,690559
4010,146385
4011,623338
4012,1393164
4013,1100129
4014,26225
4015,246898
4016,1700664
4017,3310224
4018,782143
4019,3627519
4020,143086
4021,1063785
4022,3032457
4023,767306
4024,4151369
4025,3546106
4026,1045415
4027,1280305
4028,531731
4029,408545
4030,3209155
4031,832589
4032,948984
4033,259765
4034,1047938
4035,4406141
4036,1553587
4037,246893
4038,4937104
4039,280529
4040,5621910
4041,2664722
4042,6314353
4043,1776886
4044,2364751
4045,2424206
4046,2421845
4047,169278
4048,1194359
4049,719167
4050,1249159
4051,907085
4052,1194234
4053,661520
4054,2723464
4055,1528038
4056,1209596
4057,927132
4058,1663554
4059,2268770
4060,566685
4061,688680
4062,485088
4063,1812673
4064,230584
4065,1187572
4066,22695
4067,1224463
4068,589497
4069,2504311
4070,374894
4071,2303784
4072,86715
4073,1209814
4074,85514
4075,1449909
4076,537561
4077,2400776
4078,2673507
4079,130529
4080,1979851
4081,3446035
4082,6087
4083,14530699
4084,179082983
4085,9888174
4086,2068998
4087,8452955
4088,9626350
4089,558566
4090,91719620
4091,44292
4092,20673870
4093,2575868
4094,5634954
4095,4463652
4096,9608498
4097,15811474
4098,1749900
4099,7219978
4100,271879
4101,2431713
4102,4251819
4103,2247
4104,244414
4105,252048
4106,2677627
4107,6182684
4108,708207
4109,503468
4110,776133
4111,3418987
4112,1373578
4113,2413503
4114,3195453
4115,4447688
4116,2389581
4117,2310374
4118,21102
4119,901579
4120,211449
4121,582097
4122,2840329
4123,879105
4124,781050
4125,88491
4126,661046
4127,6684
4128,455078
4129,103599
4130,33885
4131,611065
4132,374882
4133,336907
4134,869733
4135,916732
4136,5083
4137,1864977
4138,498518
4139,953127
4140,7453987
4141,4417932
4142,586190
4143,693136
4144,1251018
4145,1428074
4146,282280
4147,1537337
4148,158275
4149,6598890
4150,63
4151,159089
4152,1037277
4153,1118138
4154,1210087
4155,2162525
4156,1217588
4157,5435691
4158,603725
4159,1796795
4160,618158
4161,951305
4162,3446033
4163,955664
4164,1721751
4165,1553646
4166,5732129
4167,68682
4168,690036
4169,2941015
4170,603387
4171,1208399
4172,597512
4173,611516
4174,2414359
4175,7871223
4176,1199356
4177,2407050
4178,624399
4179,600404
4180,1198361
4181,620640
4182,2412022
4183,598952
4184,1820806
4185,432416
4186,174927
4187,3630824
4188,598006
4189,611072
4190,1207897
4191,955943
4192,248809
4193,3626847
4194,1202233
4195,1213213
4196,1818012
4197,2427342
4198,592583
4199,618879
4200,1810595
4201,602484
4202,2411233
4203,536862
4204,1271400
4205,604671
4206,1217002
4207,680918
4208,1139178
4209,1195936
4210,619016
4211,1210458
4212,1213014
4213,3007730
4214,1082331
4215,3160640
4216,614798
4217,1620090
4218,1403489
4219,958981
4220,3706984
4221,2574525
4222,1829210
4223,1139426
4224,1285502
4225,2423457
4226,1729766
4227,1287405
4228,1816863
4229,598438
4230,610522
4231,2846682
4232,110303
4233,668628
4234,601464
4235,432788
4236,530374
4237,250834
4238,1804334
4239,608907
4240,2429029
4241,598081
4242,1206910
4243,1208838
4244,607427
4245,2401234
4246,21892
4247,1813528
4248,606386
4249,690
4250,606062
4251,603822
4252,602849
4253,451341
4254,156625
4255,1727484
4256,21846
4257,1270377
4258,607529
4259,3022033
4260,1044050
4261,164959
4262,527436
4263,1288324
4264,604922
4265,1812626
4266,1813918
4267,1199128
4268,614489
4269,593147
4270,557
4271,609958
4272,511017
4273,4332314
4274,1210272
4275,1213457
4276,605622
4277,605315
4278,592040
4279,617054
4280,2361968
4281,58272
4282,600728
4283,608350
4284,596629
4285,611911
4286,1818638
4287,595244
4288,606562
4289,439249
4290,168201
4291,372
4292,603445
4293,607798
4294,366289
4295,837298
4296,1193979
4297,1221025
4298,1219222
4299,1186913
4300,1228973
4301,594015
4302,362581
4303,841872
4304,388274
4305,237068
4306,599530
4307,432384
4308,173748
4309,1213080
4310,1204726
4311,2411416
4312,1215450
4313,1820788
4314,276927
4315,931629
4316,1209324
4317,597675
4318,2426289
4319,598485
4320,3031111
4321,1797414
4322,1212786
4323,606548
4324,1211446
4325,1587283
4326,226349
4327,613347
4328,592590
4329,438884
4330,179914
4331,620950
4332,1187201
4333,2928
4334,1816630
4335,1196950
4336,3033174
4337,600306
4338,3631716
4339,1210336
4340,1213029
4341,2414330
4342,1804961
4343,607533
4344,621301
4345,592037
4346,617786
4347,945661
4348,260540
4349,76545
4350,1138920
4351,2767956
4352,861725
4353,2413221
4354,1809584
4355,2419066
4356,607842
4357,2428193
4358,756046
4359,4166202
4360,438222
4361,3738050
4362,1535702
4363,1662624
4364,702333
4365,2558171
4366,362010
4367,2870
4368,1040120
4369,166962
4370,1217267
4371,1209285
4372,1315944
4373,322973
4374,862949
4375,607196
4376,611272
4377,504285
4378,95522
4379,682782
4380,981055
4381,152923
4382,2332917
4383,687642
4384,1209770
4385,1783764
4386,639081
4387,604264
4388,1027599
4389,93888
4390,699407
4391,1122870
4392,1271416
4393,1054668
4394,174147
4395,1603151
4396,4002954
4397,2843273
4398,522795
4399,579047
4400,2468
4401,19052
4402,1220572
4403,1113059
4404,850536
4405,1657147
4406,610899
4407,3023580
4408,3029088
4409,1814591
4410,948300
4411,2073296
4412,3628143
4413,1190891
4414,24127
4415,600180
4416,599717
4417,441956
4418,167128
4419,585688
4420,1220340
4421,1219233
4422,1806797
4423,2855636
4424,1692
4425,68478
4426,92452
4427,14385
4428,3623756
4429,1206921
4430,1200911
4431,4451886
4432,1206675
4433,604101
4434,1123941
4435,2581114
4436,1107908
4437,1953418
4438,1094922
4439,605600
4440,1207183
4441,3451006
4442,160339
4443,17880
4444,1811304
4445,1816977
4446,4078678
4447,168
4448,4479329
4449,4590346
4450,340439
4451,2923551
4452,8727
4453,2062
4454,254804
4455,131444
4456,656638
4457,514474
4458,132371
4459,108680
4460,600927
4461,356467
4462,89137
4463,163073
4464,12364
4465,3543500
4466,109702
4467,461887
4468,627352
4469,1355
4470,1126590
4471,1154205
4472,1352
4473,149577
4474,141
4475,662444
4476,15826
4477,607952
4478,4656812
4479,5607194
4480,24391
4481,1688389
4482,3122506
4483,20704
4484,344896
4485,3450135
4486,2478668
4487,376851
4488,5669865
4489,109289
4490,192581
4491,3613523
4492,746144
4493,213638
4494,317
4495,273070
4496,514881
4497,1032999
4498,950191
4499,11704678
4500,886275
4501,2307923
4502,474820
4503,88163
4504,845918
4505,3297988
4506,5702557
4507,77517
4508,1223803
4509,1074903
4510,1228
4511,394240
4512,501697
4513,769388
4514,2020008
4515,1597308
4516,535213
4517,2057750
4518,15168
4519,87775
4520,10188806
4521,961
4522,194
4523,2362348
4524,404720
4525,99045
4526,170796
4527,509623
4528,5094573
4529,977
4530,2164915
4531,2843643
4532,777
4533,2102577
4534,511714
4535,4194249
4536,34227
4537,14073062
4538,2999
4539,366586
4540,21683487
4541,12172185
4542,7327531
4543,452234
4544,60236
4545,6596364
4546,1275
4547,44283
4548,3126568
4549,284280
4550,494866
4551,4618
4552,1094
4553,886
4554,5001261
4555,2141988
4556,540855
4557,6785
4558,833
4559,165618
4560,2274683
4561,867038
4562,26680
4563,1006614
4564,1371806
4565,1199607
4566,24370
4567,692423
4568,1952229
4569,271788
4570,1878575
4571,381097
4572,2098888
4573,1550427
4574,2908609
4575,705307
4576,781570
4577,81785
4578,545549
4579,150997
4580,1807930
4581,266863
4582,2154870
4583,2933267
4584,1546418
4585,919232
4586,652891
4587,345985
4588,1990189
4589,946691
4590,596930
4591,346418
4592,1645638
4593,778540
4594,953700
4595,171679
4596,1894694
4597,1201615
4598,605871
4599,529158
4600,2327686
4601,607404
4602,937423
4603,288878
4604,664260
4605,1216491
4606,598485
4607,607264
4608,601233
4609,609034
4610,607326
4611,1123032
4612,88024
4613,593031
4614,616858
4615,4226298
4616,444648
4617,157342
4618,2424333
4619,606508
4620,607896
4621,603613
4622,609308
4623,594315
4624,608000
4625,608302
4626,594592
4627,612166
4628,598396
4629,615879
4630,79475
4631,13415
4632,510621
4633,523047
4634,84591
4635,1448541
4636,1316748
4637,953530
4638,1894248
4639,4313723
4640,2167483
4641,261873
4642,964044
4643,850159
4644,707429
4645,521327
4646,1707352
4647,1639632
4648,1580371
4649,2057027
4650,1554473
4651,1804328
4652,2158123
4653,1482057
4654,1192538
4655,2868289
4656,4216588
4657,1157542
4658,584923
4659,167730
4660,3004422
4661,90098
4662,613966
4663,511292
4664,2337418
4665,850394
4666,2267314
4667,1204468
4668,2425037
4669,1211417
4670,2416729
4671,1213464
4672,1207555
4673,1208188
4674,4844214
4675,1044579
4676,765812
4677,1805020
4678,1827774
4679,579691
4680,627709
4681,599765
4682,603461
4683,1817267
4684,602961
4685,2417505
4686,605830
4687,1207898
4688,597545
4689,606852
4690,616585
4691,597811
4692,1815252
4693,1212901
4694,1210551
4695,597900
4696,609495
4697,1213106
4698,7424
4699,594577
4700,8458937
4701,2428405
4702,615555
4703,594734
4704,1048234
4705,162457
4706,601110
4707,600726
4708,1074323
4709,149322
4710,598621
4711,590024
4712,360713
4713,176638
4714,687320
4715,583845
4716,1225551
4717,1276799
4718,612969
4719,1133644
4720,1816058
4721,2515039
4722,1114030
4723,600009
4724,3035318
4725,591891
4726,617158
4727,592478
4728,614150
4729,1621057
4730,798005
4731,605463
4732,960444
4733,859198
4734,1187678
4735,6385
4736,1824687
4737,2416264
4738,591852
4739,616321
4740,605783
4741,353164
4742,195004
4743,77307
4744,72584
4745,427068
4746,503283
4747,538940
4748,254096
4749,76432
4750,1742305
4751,1035765
4752,1616
4753,4924965
4754,36378042
4755,2707283
4756,687350
4757,1125519
4758,653739
4759,40648
4760,1544172
4761,957107
4762,1823500
4763,1612877
4764,1226360
4765,69835
4766,40532
4767,928424
4768,1351087
4769,117714
4770,690025
4771,514907
4772,1551187
4773,92724
4774,862915
4775,3481296
4776,56485
4777,2515438
4778,952678
4779,256069
4780,603469
4781,1288593
4782,439022
4783,695245
4784,596575
4785,957688
4786,171411
4787,694200
4788,1128089
4789,984678
4790,1341483
4791,174293
4792,516528
4793,949357
4794,258349
4795,1295608
4796,514332
4797,973832
4798,385218
4799,371262
4800,86361
4801,1278715
4802,1056194
4803,1295529
4804,605841
4805,1023994
4806,165259
4807,20296
4808,591010
4809,438730
4810,103
4811,80853
4812,191
4813,1112464
4814,1393415
4815,8320
4816,3624503
4817,1817843
4818,1034217
4819,175826
4820,1206630
4821,1213905
4822,1206404
4823,1748444
4824,179718
4825,77415
4826,2226477
4827,607810
4828,603740
4829,609363
4830,600234
4831,1210360
4832,586236
4833,1218850
4834,612332
4835,608130
4836,607312
4837,579035
4838,471172
4839,148787
4840,1817571
4841,589761
4842,612288
4843,6744
4844,605335
4845,606766
4846,592471
4847,619921
4848,595635
4849,511264
4850,15169
4851,6900
4852,78154
4853,227
4854,1802419
4855,606892
4856,616838
4857,597786
4858,607369
4859,1201157
4860,595405
4861,28730
4862,505611
4863,82874
4864,619985
4865,597329
4866,75024
4867,522956
4868,609159
4869,591402
4870,91849
4871,341981
4872,1562
4873,3855
4874,143529
4875,23455
4876,20037
4877,198
4878,627
4879,217
4880,148887
4881,192952
4882,1931
4883,2423
4884,1598
4885,166008
4886,2495
4887,73336
4888,11072
4889,4601
4890,66493
4891,591
4892,6411356
4893,1304
4894,3532471
4895,133370
4896,811988
4897,61911
4898,604925
4899,415987
4900,5131537
4901,1017011
4902,483
4903,22915153
4904,338307
4905,264870
4906,105180
4907,2998637
4908,423870
4909,962587
4910,2492311
4911,1909477
4912,978607
4913,148363
4914,935557
4915,1666664
4916,8206
4917,1173202
4918,257939
4919,2982889
4920,430990
4921,3501909
4922,4424822
4923,1802498
4924,1711037
4925,2036363
4926,5493013
4927,542855
4928,759
4929,2000605
4930,24
4931,300918
4932,957
4933,440735
4934,590
4935,1057670
4936,79429
4937,7073
4938,178
4939,2252670
4940,51009
4941,26067
4942,333
4943,2229685
4944,548735
4945,1797864
4946,93404
4947,1804
4948,84126
4949,1703563
4950,3697
4951,355114
4952,110856
4953,135648
4954,787640
4955,1931323
4956,2293248
4957,2711938
4958,63789
4959,439292
4960,601677
4961,5110
4962,767522
4963,1745744
4964,1971
4965,1382591
4966,3108132
4967,767655
4968,1117496
4969,175480
4970,242945
4971,290261
4972,693305
4973,1189084
4974,2181692
4975,165604
4976,745732
4977,2293496
4978,3436429
4979,89930
4980,1631
4981,180011
4982,829258
4983,533292
4984,194378
4985,64951
4986,844784
4987,1723
4988,1305416
4989,529959
4990,85448
4991,63838
4992,262442
4993,257
4994,6597
4995,7120
4996,93109
4997,2002022
4998,599780
4999,329488
5000,3682
5001,3963928
5002,2409925
5003,628423
5004,346516
5005,921220
5006,3025120
5007,2527060
5008,1008
5009,498112
5010,3213704
5011,1747765
5012,433720
5013,440
5014,1031214
5015,250242
5016,1663643
5017,126204
5018,202689
5019,1204
5020,1266697
5021,3124
5022,197286
5023,1471464
5024,530879
5025,1266768
5026,715948
5027,44606
5028,818775
5029,58043
5030,552374
5031,775599
5032,566221
5033,3646904
5034,521020
5035,2320136
5036,20617
5037,2342968
5038,3363106
5039,249762
5040,352729
5041,3468023
5042,51386
5043,621409
5044,2170762
5045,475309
5046,2282055
5047,756704
5048,203520
5049,131547
5050,213808
5051,4320904
5052,1834361
5053,194965
5054,429071
5055,1336628
5056,342143
5057,1013316
5058,4660
5059,2325725
5060,1247153
5061,41850
5062,1752159
5063,143736
5064,2720296
5065,1731363
5066,1890190
5067,1155955
5068,471610
5069,33548
5070,354792
5071,851422
5072,2603416
5073,2841055
5074,2082253
5075,432975
5076,867310
5077,604443
5078,1467168
5079,883802
5080,1290038
5081,418810
5082,775511
5083,2363654
5084,2825965
5085,255920
5086,1818471
5087,3002021
5088,1832707
5089,7772420
5090,695989
5091,864110
5092,512571
5093,1022913
5094,975435
5095,1452561
5096,900603
5097,225953
5098,1726158
5099,791758
5100,2320207
5101,606517
5102,1206316
5103,1060978
5104,2560462
5105,1646511
5106,177298
5107,2420381
5108,1200347
5109,1827882
5110,1812214
5111,603152
5112,1204070
5113,4240119
5114,586842
5115,21916
5116,2250494
5117,151972
5118,1204297
5119,617748
5120,606298
5121,1197386
5122,3631895
5123,604220
5124,2221
5125,2875198
5126,146317
5127,1211201
5128,1219628
5129,1207852
5130,1216419
5131,3613369
5132,6496021
5133,150633
5134,612407
5135,614668
5136,591994
5137,619241
5138,2410832
5139,1596826
5140,226167
5141,589608
5142,494
5143,536361
5144,687627
5145,1189887
5146,2874749
5147,517789
5148,1720375
5149,7361567
5150,4251963
5151,3352329
5152,5812399
5153,45636
5154,1909104
5155,1221
5156,579859
5157,686437
5158,1565045
5159,1224152
5160,3364908
5161,284095
5162,155297
5163,514629
5164,529877
5165,163255
5166,86613
5167,167028
5168,699279
5169,97065
5170,520597
5171,337684
5172,343737
5173,93585
5174,62347
5175,495075
5176,2790540
5177,687049
5178,11142559
5179,607071
5180,710778
5181,680583
5182,4310898
5183,6888898
5184,1065901
5185,1812947
5186,11226300
5187,2675880
5188,517003
5189,591674
5190,1130683
5191,3115962
5192,8471791
5193,1805494
5194,10897596
5195,3016049
5196,700076
5197,508514
5198,3629128
5199,2770279
5200,856575
5201,1807792
5202,1147181
5203,64317
5204,3298369
5205,343715
5206,8386898
5207,74538
5208,10286264
5209,6040246
5210,608375
5211,6657143
5212,3021603
5213,10278070
5214,1571223
5215,244562
5216,2245520
5217,2089346
5218,5258
5219,2764372
5220,163914
5221,1120716
5222,89944
5223,18
5224,1616418
5225,1090
5226,63
5227,274688
5228,268505
5229,253605
5230,28
5231,592901
5232,619493
5233,434338
5234,173540
5235,1207247
5236,193
5237,604712
5238,38
5239,603186
5240,2110
5241,511702
5242,66602
5243,24583
5244,514756
5245,75922
5246,12216
5247,875176
5248,75907
5249,692882
5250,79937
5251,47080
5252,41734
5253,432752
5254,536317
5255,77495
5256,78423
5257,29
5258,11106
5259,3
5260,61951
5261,27
5262,9704
5263,45
5264,408843
5265,8685
5266,2890
5267,185865
5268,1293
5269,602036
5270,413072
5271,98180
5272,12712
5273,84467
5274,1207828
5275,600970
5276,608258
5277,1107285
5278,105700
5279,429570
5280,602861
5281,176568
5282,511335
5283,4108
5284,86228
5285,605250
5286,601044
5287,6797
5288,603146
5289,604729
5290,2575
5291,598929
5292,430363
5293,96430
5294,67053
5295,9727
5296,8721
5297,590885
5298,12837
5299,606187
5300,347583
5301,45
5302,257219
5303,412389
5304,192417
5305,433023
5306,169773
5307,330293
5308,271460
5309,609738
5310,585276
5311,19713
5312,593729
5313,7269
5314,607894
5315,602318
5316,598091
5317,9972
5318,21
5319,342796
5320,20
5321,67088
5322,88
5323,21996
5324,70180
5325,7674
5326,7899
5327,84520
5328,77
5329,521080
5330,193
5331,1291790
5332,161
5333,604227
5334,100
5335,1207739
5336,26
5337,420955
5338,184569
5339,16
5340,506319
5341,101645
5342,16
5343,604545
5344,18
5345,520157
5346,65139
5347,19847
5348,293
5349,601787
5350,20
5351,437315
5352,83448
5353,12
5354,687947
5355,15
5356,602300
5357,6759
5358,28
5359,600106
5360,19
5361,606385
5362,24
5363,1209583
5364,3698
5365,117
5366,595244
5367,211
5368,35
5369,435464
5370,41
5371,88636
5372,688010
5373,1206
5374,605013
5375,84
5376,431854
5377,86861
5378,83494
5379,220
5380,603054
5381,603131
5382,607804
5383,517141
5384,29
5385,609562
5386,80969
5387,1195252
5388,14392
5389,526823
5390,78055
5391,6035
5392,86
5393,603751
5394,24
5395,37
5396,602981
5397,608302
5398,12
5399,241649
5400,104985
5401,168909
5402,894
5403,174
5404,86172
5405,18
5406,576737
5407,21480
5408,4459
5409,22
5410,610950
5411,42
5412,523254
5413,85148
5414,343526
5415,83186
5416,174051
5417,14
5418,605788
5419,603474
5420,54
5421,606840
5422,1209533
5423,518051
5424,86848
5425,58
5426,603139
5427,39
5428,346906
5429,258461
5430,603176
5431,604063
5432,30
5433,433273
5434,170855
5435,15
5436,610369
5437,599093
5438,611803
5439,599715
5440,38
5441,335748
5442,269991
5443,309163
5444,209739
5445,86427
5446,26
5447,603634
5448,163
5449,606063
5450,421049
5451,4385
5452,600006
5453,185962
5454,518606
5455,77134
5456,610636
5457,26
5458,1120866
5459,24
5460,87267
5461,116
5462,606708
5463,242
5464,604590
5465,21
5466,522726
5467,55396
5468,26119
5469,577470
5470,30
5471,26653
5472,37
5473,600966
5474,29
5475,588590
5476,19289
5477,128
5478,600070
5479,1897
5480,250
5481,430762
5482,87803
5483,88229
5484,18
5485,604845
5486,591597
5487,13870
5488,601300
5489,608850
5490,933
5491,99
5492,601791
5493,34
5494,433218
5495,521
5496,21
5497,172779
5498,1771
5499,25
5500,338542
5501,163
5502,179871
5503,56
5504,41
5505,79525
5506,33
5507,604031
5508,40
5509,1189271
5510,15615
5511,19
5512,31
5513,607423
5514,583879
5515,23423
5516,202
5517,438208
5518,113956
5519,54405
5520,33
5521,25
5522,518398
5523,82081
5524,34
5525,609547
5526,60
5527,605110
5528,24
5529,606807
5530,21
5531,403889
5532,11013
5533,21
5534,51
5535,12726
5536,25
5537,19
5538,8267
5539,53
5540,56220
5541,695721
5542,5376
5543,20
5544,16323
5545,205
5546,603996
5547,29
5548,604668
5549,27
5550,18
5551,344923
5552,255241
5553,3601
5554,25
5555,608199
5556,317691
5557,111825
5558,79813
5559,91363
5560,148
5561,90709
5562,256275
5563,60360
5564,83578
5565,18853
5566,7741
5567,26
5568,6798
5569,78810
5570,292
5571,34
5572,610098
5573,57
5574,429485
5575,236
5576,174846
5577,107
5578,1209587
5579,340153
5580,468
5581,86996
5582,73
5583,4865
5584,602
5585,168436
5586,38
5587,677453
5588,108
5589,1025
5590,22
5591,8167
5592,46
5593,2630
5594,27
5595,5806
5596,185
5597,514688
5598,63
5599,607375
5600,334865
5601,36
5602,268167
5603,220
5604,605720
5605,32
5606,520839
5607,154
5608,78404
5609,1981
5610,196
5611,605665
5612,4133
5613,59
5614,602468
5615,51
5616,573916
5617,131
5618,29204
5619,22
5620,604338
5621,59
5622,595364
5623,358
5624,613238
5625,69
5626,515115
5627,62302
5628,22992
5629,37
5630,6017
5631,24
5632,597828
5633,3022
5634,1901
5635,2231
5636,334090
5637,1748
5638,251736
5639,242
5640,18167
5641,152
5642,492604
5643,104
5644,110078
5645,564
5646,428
5647,511835
5648,175
5649,75388
5650,137
5651,14690
5652,451
5653,603545
5654,599002
5655,4799
5656,335168
5657,99598
5658,163423
5659,10747
5660,257723
5661,88848
5662,89155
5663,168945
5664,243
5665,165795
5666,91692
5667,62135
5668,26977
5669,141182
5670,22576
5671,64861
5672,28768
5673,3268
5674,700
5675,514286
5676,83715
5677,604194
5678,494498
5679,113371
5680,604117
5681,579245
5682,24661
5683,603777
5684,604674
5685,496467
5686,110289
5687,1628591
5688,183779
5689,601886
5690,439924
5691,167158
5692,604247
5693,607267
5694,603103
5695,607640
5696,604939
5697,522056
5698,690679
5699,607698
5700,600850
5701,605720
5702,1191252
5703,14336
5704,411378
5705,186400
5706,12873
5707,599638
5708,600642
5709,610405
5710,601370
5711,608415
5712,1209799
5713,605126
5714,605775
5715,595376
5716,6546
5717,510681
5718,502288
5719,116062
5720,650489
5721,39871
5722,604137
5723,592743
5724,607073
5725,609930
5726,606728
5727,607364
5728,424414
5729,178873
5730,520934
5731,516329
5732,170912
5733,593527
5734,433472
5735,1337
5736,180705
5737,607642
5738,603715
5739,517723
5740,900
5741,79530
5742,32
5743,608627
5744,603926
5745,606218
5746,576897
5747,27621
5748,602690
5749,604083
5750,607281
5751,1816713
5752,76375
5753,439774
5754,604905
5755,779127
5756,433489
5757,1213506
5758,683788
5759,525254
5760,81901
5761,1211811
5762,427024
5763,43
5764,201
5765,174920
5766,603780
5767,433515
5768,4831339
5769,4497023
5770,1122906
5771,609697
5772,605045
5773,511677
5774,164320
5775,361095
5776,779659
5777,679440
5778,873426
5779,28
5780,169947
5781,174703
5782,1023342
5783,432285
5784,1886
5785,4791
5786,56
5787,177691
5788,380
5789,85313
5790,433436
5791,83287
5792,89324
5793,410740
5794,2091
5795,103213
5796,1040883
5797,54938
5798,19300
5799,91164
5800,86385
5801,606642
5802,1042730
5803,164858
5804,7221
5805,84697
5806,1719787
5807,520852
5808,178069
5809,602191
5810,394267
5811,212953
5812,600553
5813,1124502
5814,607403
5815,1106045
5816,541219
5817,174664
5818,79236
5819,6278
5820,1104785
5821,772285
5822,192963
5823,66862
5824,3495
5825,101722
5826,13770
5827,58155
5828,912
5829,14992
5830,517518
5831,517568
5832,258077
5833,286526
5834,162442
5835,46
5836,507312
5837,57530
5838,778427
5839,976679
5840,77711
5841,1195092
5842,21562
5843,1640630
5844,1276482
5845,173376
5846,537817
5847,694240
5848,1614837
5849,253490
5850,885944
5851,95726
5852,948661
5853,497153
5854,627602
5855,851793
5856,248185
5857,1659181
5858,1994238
5859,508108
5860,757608
5861,961544
5862,608225
5863,1473691
5864,239261
5865,114634
5866,773997
5867,2412359
5868,771561
5869,529437
5870,417339
5871,98776
5872,88799
5873,1211208
5874,1725302
5875,781472
5876,1199428
5877,355064
5878,2050260
5879,626885
5880,1474792
5881,947981
5882,2336331
5883,1552140
5884,346596
5885,606462
5886,597928
5887,1042738
5888,172052
5889,521341
5890,601316
5891,518758
5892,1293682
5893,1812742
5894,916046
5895,1917848
5896,187269
5897,1106511
5898,712508
5899,3388
5900,1187245
5901,18127
5902,1721640
5903,93338
5904,1205769
5905,606781
5906,602191
5907,4561
5908,4163369
5909,1274226
5910,1204777
5911,607274
5912,602407
5913,1217313
5914,525899
5915,1276502
5916,2434030
5917,1204432
5918,605027
5919,599332
5920,602094
5921,1828797
5922,595499
5923,1817903
5924,1209570
5925,1210326
5926,586069
5927,129
5928,1830854
5929,2414877
5930,608340
5931,594983
5932,614019
5933,589987
5934,618267
5935,2425062
5936,596470
5937,611487
5938,1204832
5939,872422
5940,170454
5941,7934
5942,163346
5943,403
5944,371
5945,605845
5946,597753
5947,607119
5948,610946
5949,884406
5950,65392
5951,243
5952,1384
5953,90416
5954,460
5955,511
5956,758617
5957,1218155
5958,1198440
5959,17627
5960,1081399
5961,133799
5962,4942
5963,2396593
5964,1726
5965,7327539
5966,2815496
5967,71914
5968,1880110
5969,326
5970,1902850
5971,612891
5972,3534434
5973,2528060
5974,2135222
5975,2673672
5976,1145499
5977,2397263
5978,94506
5979,517754
5980,587417
5981,9100691
5982,598150
5983,5856465
5984,190131
5985,1806963
5986,4504160
5987,1987743
5988,1261374
5989,5568789
5990,1898914
5991,8359254
5992,4759339
5993,1285684
5994,1745686
5995,3019530
5996,3726867
5997,7184541
5998,4899634
5999,4680771
6000,1090540
6001,704982
6002,2937148
6003,6035317
6004,309756
6005,1749545
6006,1451493
6007,1479516
6008,720564
6009,65053
6010,15783
6011,259873
6012,747851
6013,437957
6014,266608
6015,1291787
6016,597926
6017,543983
6018,2733603
6019,3548536
6020,1989935
6021,1910260
6022,167951
6023,607149
6024,859884
6025,10805213
6026,1464918
6027,3022726
6028,667189
6029,1820289
6030,1130034
6031,3114909
6032,2124
6033,3022548
6034,1214441
6035,16937665
6036,3016245
6037,590071
6038,7038497
6039,697182
6040,6189348
6041,609234
6042,3703989
6043,530299
6044,1796103
6045,459892
6046,3643902
6047,128355
6048,370176
6049,160994
6050,77316
6051,19089
6052,1191654
6053,1827376
6054,602236
6055,1737380
6056,1812065
6057,1213718
6058,58103
6059,1821121
6060,680675
6061,2954695
6062,608330
6063,1819399
6064,1808877
6065,1194349
6066,1213441
6067,1820691
6068,1209624
6069,612903
6070,78657
6071,1543656
6072,797984
6073,3022239
6074,6572714
6075,95939
6076,2229161
6077,1993665
6078,1743394
6079,156073
6080,6048992
6081,2334214
6082,3713924
6083,40
6084,90649
6085,67138
6086,762696
6087,628572
6088,3524332
6089,345947
6090,940096
6091,294522
6092,674708
6093,89464
6094,75963
6095,6563728
6096,77101
6097,3145645
6098,8799513
6099,272953
6100,1210619
6101,1799105
6102,432949
6103,578562
6104,27335
6105,4995347
6106,2433354
6107,852709
6108,2486568
6109,195103
6110,2764692
6111,2175111
6112,860961
6113,163567
6114,3641116
6115,3798419
6116,1282328
6117,338846
6118,33448
6119,152822
6120,778273
6121,89572
6122,1288431
6123,188057
6124,87104
6125,601249
6126,59236
6127,189743
6128,62934
6129,2504721
6130,5101910
6131,793725
6132,1225075
6133,2755107
6134,344747
6135,695319
6136,68068
6137,28671
6138,67765
6139,8365904
6140,364399
6141,5020496
6142,65139
6143,974331
6144,72489
6145,1457237
6146,1898160
6147,424531
6148,1
6149,4296895
6150,1
6151,3444958
6152,621591
6153,1
6154,782314
6155,1
6156,787036
6157,240795
6158,605764
6159,3627931
6160,1
6161,86594
6162,584296
6163,1
6164,224143
6165,2824803
6166,2935627
6167,1293761
6168,249709
6169,535212
6170,404
6171,4839707
6172,406683
6173,1487096
6174,1911792
6175,344203
6176,56634
6177,457244
6178,2
6179,1394043
6180,2
6181,681621
6182,5764060
6183,2948823
6184,5815709
6185,6040311
6186,2770061
6187,3287345
6188,3627541
6189,1042378
6190,154044
