,Time
8195,57074
8196,144360
8197,76642
8198,59136
8199,78866
8200,43899
8201,220788
8202,40640
8203,128492
8204,123306
8205,99231
8206,38925
8207,37819
8208,115660
8209,48620
8210,240630
8211,237123
8212,53378
8213,51568
8214,200808
8215,169014
8216,144637
8217,474462
8218,206058
8219,59168
8220,210280
8221,46243
8222,5340
8223,53976
8224,553464
8225,132805
8226,52361
8227,127198
8228,346817
8229,230485
8230,220685
8231,308941
8232,450597
8233,334508
8234,96287
8235,77556
8236,148449
8237,550604
8238,70604
8239,287227
8240,79242
8241,42080
8242,181567
8243,117390
8244,97805
8245,253419
8246,81967
8247,17246
8248,60745
8249,30484
8250,48011
8251,97372
8252,1272
8253,452
8254,104514
8255,2784
8256,87453
8257,94034
8258,247361
8259,56963
8260,247232
8261,79748
8262,298171
8263,268779
8264,81760
8265,99961
8266,38020
8267,8391
8268,27219
8269,41803
8270,59245
8271,36758
8272,16974
8273,2315
8274,94129
8275,89469
8276,115037
8277,111314
8278,95273
8279,5951
8280,64825
8281,37670
8282,78383
8283,195888
8284,98609
8285,111366
8286,169456
8287,82901
8288,4178
8289,16663
8290,73369
8291,128011
8292,68108
8293,19853
8294,71110
8295,86603
8296,133522
8297,172128
8298,178027
8299,198675
8300,167858
8301,8188
8302,160655
8303,14281
8304,78316
8305,149409
8306,4744
8307,109606
8308,190760
8309,345162
8310,679755
8311,417
8312,43127
8313,309011
8314,309461
8315,809
8316,89726
8317,10218
8318,1199
8319,91106
8320,174245
8321,146449
8322,93086
8323,19778
8324,56176
8325,46426
8326,4847
8327,126563
8328,116888
8329,335572
8330,10624
8331,451
8332,244816
8333,195683
8334,609575
8335,195152
8336,2053
8337,425344
8338,50532
8339,58480
8340,31341
8341,58702
8342,167181
8343,4612
8344,307245
8345,1102
8346,1184
8347,22857
8348,4539
8349,87371
8350,511287
8351,924
8352,231944
8353,100723
8354,69775
8355,149741
8356,325129
8357,48499
8358,250062
8359,64236
8360,2478
8361,503412
8362,2408
8363,179861
8364,1209
8365,611849
8366,13060
8367,2899
8368,504126
8369,5822
8370,189608
8371,338094
8372,3235
8373,2797
8374,124614
8375,95945
8376,387902
8377,209652
8378,194584
8379,781943
8380,726212
8381,524396
8382,165696
8383,884530
8384,584295
8385,525702
8386,94621
8387,1570463
8388,275368
8389,1872
8390,1933874
8391,157370
8392,538366
8393,103457
8394,966315
8395,2851
8396,969554
8397,11687
8398,1219192
8399,4181
8400,783287
8401,3121
8402,437906
8403,2759
8404,1296136
8405,2265
8406,846948
8407,2305
8408,599521
8409,7654
8410,946153
8411,116139
8412,35677
8413,4101
8414,796897
8415,561837
8416,1533
8417,459015
8418,61792
8419,1127311
8420,86822
8421,870067
8422,2693
8423,703041
8424,1885
8425,587241
8426,2122
8427,668977
8428,5043
8429,512662
8430,1351
8431,18594
8432,153885
8433,1730
8434,104930
8435,1939
8436,158101
8437,25051
8438,41984
8439,11362
8440,848946
8441,50024
8442,85241
8443,12743
8444,22129
8445,221331
8446,37302
8447,1984
8448,1168
8449,414420
8450,1303184
8451,981820
8452,551547
8453,516217
8454,254548
8455,506124
8456,992220
8457,1467230
8458,78059
8459,12728
8460,504249
8461,349876
8462,1385756
8463,967786
8464,241281
8465,16289
8466,80480
8467,479483
8468,363092
8469,962464
8470,63878
8471,10959
8472,34719
8473,1272148
8474,905549
8475,680039
8476,193853
8477,345355
8478,584900
8479,433248
8480,86071
8481,341650
8482,515962
8483,11704853
8484,20284307
8485,543719
8486,928
8487,614350
8488,3208
8489,1704434
8490,5540568
8491,3340566
8492,277
8493,20092
8494,388
8495,7440281
8496,2439294
8497,4389774
8498,716461
8499,3522940
8500,330
8501,6827220
8502,3896321
8503,2356043
8504,4801278
8505,158797
8506,1417573
8507,17405253
8508,5281581
8509,3662975
8510,3335018
8511,9679
8512,7544340
8513,3384127
8514,29871
8515,118587
8516,25650762
8517,4064696
8518,11254469
8519,2044882
8520,4841833
8521,3913017
8522,2327785
8523,1076431
8524,103470
8525,4094880
8526,721
8527,2365772
8528,2210
8529,45065
8530,691
8531,380
8532,366
8533,184
8534,293
8535,792
8536,1537714
8537,343
8538,331875
8539,2008408
8540,453873
8541,365
8542,625
8543,154910
8544,943385
8545,646
8546,631931
8547,590163
8548,514
8549,7266272
8550,868625
8551,63178
8552,1462
8553,963555
8554,2598017
8555,620
8556,83463
8557,774
8558,3844013
8559,86336
8560,3407104
8561,842
8562,8733209
8563,1774
8564,2589955
8565,594
8566,1609171
8567,255869
8568,46551
8569,77872
8570,31663
8571,1045
8572,888052
8573,2866807
8574,955
8575,591829
8576,719
8577,1384840
8578,481
8579,1898452
8580,340867
8581,357
8582,372257
8583,1162
8584,1418821
8585,22573
8586,2380
8587,1810193
8588,605
8589,345175
8590,1816030
8591,1862
8592,3638477
8593,2994
8594,614402
8595,2399007
8596,542341
8597,1141
8598,687765
8599,608739
8600,345425
8601,493535
8602,1280729
8603,905597
8604,1184324
8605,1808577
8606,1499
8607,444
8608,580
8609,1231693
8610,1121307
8611,1109102
8612,594588
8613,1995
8614,1902103
8615,459511
8616,774457
8617,318896
8618,1287217
8619,211353
8620,31639
8621,1349
8622,891224
8623,882131
8624,4288
8625,225999
8626,113316
8627,1670
8628,752021
8629,771189
8630,282390
8631,1458532
8632,627325
8633,1003086
8634,260606
8635,1431
8636,523273
8637,26629
8638,1029472
8639,1102245
8640,343680
8641,175365
8642,1468483
8643,699619
8644,1612
8645,506531
8646,186912
8647,1112884
8648,810034
8649,1891
8650,1116338
8651,224
8652,576151
8653,349130
8654,602619
8655,4849
8656,842
8657,613523
8658,156788
8659,1574511
8660,67410
8661,5119
8662,1238
8663,543942
8664,53177
8665,631706
8666,5388
8667,855921
8668,1645400
8669,1473471
8670,9067
8671,531
8672,69107
8673,429
8674,84777
8675,187317
8676,491
8677,1207650
8678,359
8679,1809952
8680,624636
8681,928793
8682,533
8683,67930
8684,107152
8685,2250318
8686,260959
8687,1810605
8688,1208739
8689,601965
8690,927
8691,3365052
8692,69774
8693,1226334
8694,1288593
8695,382
8696,361
8697,82145
8698,29146
8699,1039945
8700,586
8701,2351
8702,147778
8703,3134
8704,1120907
8705,1059049
8706,82594
8707,2061
8708,238
8709,931
8710,195
8711,657113
8712,712308
8713,2324
8714,450481
8715,606
8716,754599
8717,597164
8718,611036
8719,527158
8720,593356
8721,496
8722,3723723
8723,606
8724,2269
8725,2415652
8726,1217222
8727,820
8728,614
8729,581897
8730,543548
8731,2460929
8732,2334
8733,1137215
8734,2265275
8735,258163
8736,1723449
8737,1887786
8738,1219
8739,2687460
8740,856975
8741,2257006
8742,101314
8743,588
8744,1001168
8745,349748
8746,23409
8747,418674
8748,442560
8749,171465
8750,168456
8751,499473
8752,373618
8753,13591
8754,49200
8755,262567
8756,622888
8757,594844
8758,1821586
8759,1199976
8760,7167
8761,604742
8762,506555
8763,680940
8764,8631
8765,609658
8766,3620373
8767,623872
8768,343038
8769,82627
8770,177978
8771,334228
8772,4418
8773,173075
8774,452023
8775,293
8776,1214288
8777,853877
8778,2211
8779,982852
8780,1963142
8781,413035
8782,67990
8783,207
8784,173957
8785,1623
8786,511588
8787,711044
8788,58504
8789,332
8790,2538
8791,449814
8792,1301497
8793,445483
8794,1991
8795,145519
8796,2272
8797,517027
8798,91217
8799,614534
8800,505321
8801,457281
8802,1453870
8803,1661
8804,608989
8805,1822545
8806,553751
8807,38812
8808,587072
8809,4751
8810,523235
8811,9898
8812,85591
8813,593168
8814,608472
8815,620166
8816,1192689
8817,6441
8818,425886
8819,481
8820,9
8821,19384
8822,1798665
8823,781108
8824,241969
8825,111
8826,364927
8827,1593
8828,596542
8829,528773
8830,507469
8831,2113
8832,174558
8833,365474
8834,69587
8835,160184
8836,83705
8837,533704
8838,427385
8839,170318
8840,5798
8841,601445
8842,599405
8843,611480
8844,1727588
8845,599892
8846,4322
8847,425723
8848,836941
8849,637491
8850,11092
8851,589148
8852,278791
8853,88399
8854,760845
8855,106641
8856,382256
8857,542462
8858,178469
8859,245841
8860,348720
8861,95269
8862,26670
8863,35044
8864,8342
8865,535399
8866,331266
8867,671066
8868,8486
8869,771742
8870,547066
8871,17072
8872,648025
8873,44228
8874,569766
8875,33666
8876,399787
8877,785996
8878,1591
8879,3604834
8880,1177
8881,434466
8882,41518
8883,84109
8884,648341
8885,452736
8886,2509
8887,155929
8888,601180
8889,957167
8890,126583
8891,70640
8892,5085
8893,1280368
8894,575843
8895,32225
8896,526299
8897,517242
8898,141008
8899,10354
8900,339774
8901,19044
8902,1393295
8903,669463
8904,613398
8905,588746
8906,524391
8907,98488
8908,3347248
8909,828
8910,45819
8911,217050
8912,567760
8913,29735
8914,625095
8915,549828
8916,393
8917,69930
8918,1790657
8919,24778
8920,1180385
8921,605509
8922,615276
8923,544728
8924,54886
8925,510698
8926,7734
8927,77197
8928,623741
8929,1197536
8930,621900
8931,497574
8932,701952
8933,6096
8934,587632
8935,472629
8936,135570
8937,596444
8938,539240
8939,417
8940,94185
8941,591574
8942,609863
8943,3147
8944,1208738
8945,516639
8946,78807
8947,949407
8948,8948
8949,2054426
8950,603236
8951,620038
8952,13005
8953,9872
8954,1774335
8955,3544
8956,356979
8957,275356
8958,359476
8959,160614
8960,55943
8961,10794
8962,1231345
8963,1400
8964,1175895
8965,13964
8966,592730
8967,29107
8968,1116673
8969,84826
8970,1219553
8971,598108
8972,6823
8973,1180971
8974,625893
8975,358762
8976,6398
8977,172849
8978,60279
8979,615039
8980,923122
8981,911
8982,1486199
8983,606675
8984,4450
8985,1213545
8986,4050
8987,577517
8988,533143
8989,2045
8990,2513061
8991,600381
8992,608324
8993,589812
8994,433182
8995,522
8996,2844
8997,26424
8998,37723
8999,2516
9000,674
9001,1165
9002,693815
9003,625138
9004,353543
9005,857231
9006,578149
9007,612879
9008,35648
9009,420369
9010,671980
9011,617706
9012,694343
9013,450425
9014,1481
9015,1339702
9016,516231
9017,539535
9018,285562
9019,5094901
9020,1411
9021,1989327
9022,1576767
9023,577999
9024,766503
9025,16076
9026,1336
9027,3015099
9028,2917
9029,1128505
9030,53788
9031,618942
9032,1110277
9033,4919
9034,3903
9035,1725322
9036,1979400
9037,7207
9038,597253
9039,90
9040,1490619
9041,263388
9042,516
9043,2029082
9044,6065
9045,3035215
9046,485327
9047,41651
9048,562599
9049,554643
9050,167599
9051,3479
9052,2270543
9053,84074
9054,317
9055,487951
9056,760650
9057,1425
9058,968890
9059,2166
9060,709406
9061,673218
9062,506636
9063,169120
9064,366386
9065,23538
9066,151271
9067,586052
9068,633
9069,80686
9070,1210912
9071,949
9072,3323
9073,631561
9074,604268
9075,1892
9076,257375
9077,327757
9078,6000
9079,1203994
9080,266
9081,538420
9082,692544
9083,11969
9084,1625158
9085,16890
9086,221310
9087,2355255
9088,580414
9089,458914
9090,508067
9091,846318
9092,17013
9093,7143
9094,701337
9095,2005
9096,1422427
9097,2459
9098,283853
9099,524378
9100,80220
9101,584334
9102,19286
9103,6311
9104,711035
9105,1421329
9106,3929
9107,1543534
9108,3365
9109,2529785
9110,1748474
9111,1086625
9112,2949
9113,1023
9114,2162
9115,1990479
9116,1715772
9117,3934
9118,1911866
9119,526499
9120,259
9121,663
9122,1298474
9123,71
9124,82
9125,482215
9126,341750
9127,1583
9128,271061
9129,23532
9130,788134
9131,1336
9132,1000385
9133,20143
9134,493864
9135,122685
9136,579837
9137,1554504
9138,103467
9139,307570
9140,1059645
9141,1544740
9142,6378
9143,3453268
9144,541283
9145,3099
9146,1702405
9147,678109
9148,351336
9149,794041
9150,675882
9151,12923
9152,2337404
9153,1136948
9154,524208
9155,1790
9156,1119062
9157,73700
9158,846414
9159,1234879
9160,852152
9161,94829
9162,668804
9163,371319
9164,861368
9165,713937
9166,692084
9167,571578
9168,1116566
9169,3873921
9170,9618143
9171,671975
9172,16084102
9173,64709
9174,9101583
9175,4043861
9176,2510300
9177,4589490
9178,95140
9179,1275694
9180,8562593
9181,1203815
9182,779875
9183,9936996
9184,179981
9185,63136
9186,2438054
9187,3028849
9188,57739
9189,1056711
9190,9150184
9191,1215479
9192,11339313
9193,77480
9194,12429037
9195,2177580
9196,9599512
9197,3612769
9198,2406994
9199,1303827
9200,1096385
9201,1762156
9202,1100425
9203,8810767
9204,1233768
9205,1526022
9206,10286916
9207,1816178
9208,63790
9209,796299
9210,2235280
9211,6237792
9212,394286
9213,27341
9214,1405070
9215,418561
9216,9867499
9217,3401365
9218,5250304
9219,5427766
9220,1445891
9221,4148302
9222,5888553
9223,1029711
9224,292299
9225,436096
9226,45576
9227,640613
9228,262046
9229,55304
9230,2231057
9231,192498
9232,1328084
9233,11831592
9234,1602276
9235,13578779
9236,12049949
9237,8474616
9238,1003336
9239,4494711
9240,5974015
9241,12692
9242,2764663
9243,3447113
9244,4574036
9245,1229761
9246,1619958
9247,517811
9248,4402504
9249,1402986
9250,759278
9251,1813835
9252,19127288
9253,8914627
9254,3793221
9255,1001368
9256,1596372
9257,2996967
9258,1815609
9259,1051080
9260,334248
9261,2907879
9262,1127708
9263,3196930
9264,3304063
9265,38959
9266,2482969
9267,357913
9268,8250809
9269,547859
9270,5767510
9271,2768839
9272,110823
9273,132149
9274,5224
9275,106036
9276,479145
9277,181807
9278,187134
9279,48486
9280,35585
9281,779042
9282,1471635
9283,542425
9284,2186271
9285,1155500
9286,747735
9287,346267
9288,4670396
9289,244
9290,911714
9291,1087694
9292,96619
9293,2857847
9294,46275
9295,1838822
9296,1277480
9297,1136253
9298,73767
9299,274374
9300,15214906
9301,1038521
9302,772041
9303,1650905
9304,3607486
9305,1997199
9306,524593
9307,2327116
9308,2439118
9309,84835
9310,5360860
9311,1875985
9312,1116255
9313,616304
9314,81188
9315,2238795
9316,1062669
9317,418887
9318,1031109
9319,1987722
9320,789499
9321,1006299
9322,360702
9323,197798
9324,584476
9325,1121326
9326,89239
9327,2494577
9328,6420635
9329,2578232
9330,1206007
9331,5969633
9332,1303410
9333,2750182
9334,17547147
9335,8048395
9336,417546
9337,3730650
9338,74631
9339,4916957
9340,1728801
9341,1391208
9342,3272402
9343,4557307
9344,897429
9345,81729
9346,91985
9347,339468
9348,82369
9349,1207972
9350,15250
9351,3250101
9352,107759
9353,3646238
9354,422512
9355,5024782
9356,138830
9357,15758
9358,75903
9359,5151629
9360,2446744
9361,1560486
9362,710873
9363,279615
9364,2992846
9365,6975888
9366,2120567
9367,68920
9368,2475967
9369,865988
9370,208172
9371,692955
9372,217869
9373,2163942
9374,553492
9375,721851
9376,2674770
9377,731246
9378,2172396
9379,1165809
9380,387238
9381,1539036
9382,16355
9383,1103105
9384,87042
9385,15999
9386,3119804
9387,1390458
9388,68556
9389,1328547
9390,1466460
9391,4727764
9392,265559
9393,91899
9394,49
9395,3368256
9396,1944409
9397,40869
9398,1366933
9399,233962
9400,1208253
9401,2860218
9402,1764967
9403,944098
9404,1370501
9405,1539698
9406,467791
9407,431677
9408,329582
9409,100272
9410,429813
9411,306035
9412,287076
9413,515888
9414,194515
9415,471061
9416,193
9417,812445
9418,1215659
9419,599133
9420,603846
9421,616284
9422,175403
9423,414591
9424,521081
9425,92094
9426,592698
9427,17583
9428,604404
9429,599563
9430,613319
9431,596687
9432,611038
9433,594180
9434,618613
9435,602417
9436,604688
9437,403269
9438,193324
9439,10288216
9440,9271643
9441,4566911
9442,1989798
9443,2844334
9444,514476
9445,2503076
9446,1211823
9447,177157
9448,1282090
9449,859249
9450,811304
9451,3176743
9452,943698
9453,112879
9454,326634
9455,419249
9456,356369
9457,153989
9458,29883
9459,326777
9460,5393
9461,608152
9462,337213
9463,412816
9464,99920
9465,548125
9466,417479
9467,78772
9468,163377
9469,11914
9470,113640
9471,235193
9472,191787
9473,55001
9474,340354
9475,710106
9476,536176
9477,581309
9478,93775
9479,1206502
9480,18688
9481,743561
9482,372237
9483,340292
9484,339395
9485,172321
9486,447191
9487,482676
9488,15581
9489,677551
9490,174591
9491,104525
9492,284490
9493,232444
9494,79627
9495,604661
9496,367449
9497,219010
9498,1556322
9499,30635
9500,712281
9501,743344
9502,880399
9503,147018
9504,119631
9505,313632
9506,215969
9507,143670
9508,418291
9509,1354
9510,2418
9511,167631
9512,262947
9513,2690
9514,174489
9515,510797
9516,11203
9517,702223
9518,165290
9519,154880
9520,96788
9521,184073
9522,63788
9523,20525
9524,79472
9525,74125
9526,215039
9527,337928
9528,398972
9529,600444
9530,80639
9531,84207
9532,369615
9533,283904
9534,657203
9535,118045
9536,45406
9537,110211
9538,93083
9539,58382
9540,350426
9541,256119
9542,366643
9543,242571
9544,355538
9545,144046
9546,177705
9547,31720
9548,69539
9549,122143
9550,61102
9551,9062
9552,291
9553,931622
9554,957990
9555,158385
9556,42715
9557,300925
9558,608778
9559,509711
9560,186755
9561,42641
9562,582567
9563,85140
9564,83772
9565,1202062
9566,416188
9567,81890
9568,119707
9569,2999
9570,410580
9571,530584
9572,68094
9573,19965
9574,174675
9575,232206
9576,3851
9577,73468
9578,222545
9579,604895
9580,50319
9581,84674
9582,684437
9583,59
9584,183692
9585,66309
9586,35983
9587,488897
9588,1218845
9589,725930
9590,45862
9591,438674
9592,363208
9593,438229
9594,285667
9595,248780
9596,485345
9597,1315271
9598,225201
9599,622135
9600,4184
9601,1007659
9602,1267444
9603,2452703
9604,1237109
9605,8284
9606,2439809
9607,1864221
9608,28268
9609,1722276
9610,1083228
9611,1199591
9612,1652415
9613,308457
9614,199327
9615,232666
9616,251699
9617,646982
9618,407
9619,1554737
9620,518245
9621,116534
9622,69790
9623,583149
9624,493143
9625,746041
9626,615297
9627,345818
9628,137
9629,4418
9630,53989
9631,280435
9632,463632
9633,464229
9634,80164
9635,111743
9636,376
9637,954580
9638,26550
9639,44074
9640,338082
9641,199263
9642,91423
9643,759334
9644,18553
9645,341534
9646,65685
9647,729623
9648,52510
9649,616136
9650,352875
9651,75947
9652,547423
9653,251488
9654,502585
9655,8733
9656,745662
9657,23503
9658,617470
9659,3828
9660,687
9661,1000262
9662,453018
9663,137741
9664,628298
9665,75936
9666,1080030
9667,30057
9668,60021
9669,149723
9670,10899
9671,818013
9672,139439
9673,2288972
9674,3752532
9675,773656
9676,89114
9677,240904
9678,714033
9679,1643
9680,65803
9681,162236
9682,708172
9683,585603
9684,80031
9685,26021
9686,329495
9687,435078
9688,91644
9689,87061
9690,852947
9691,19096
9692,264147
9693,223750
9694,113420
9695,81369
9696,76048
9697,109950
9698,1178673
9699,121326
9700,738329
9701,560739
9702,1175216
9703,34532
9704,246383
9705,704686
9706,60047
9707,281453
9708,316014
9709,1890977
9710,25553
9711,22228
9712,602289
9713,381158
9714,42093
9715,240523
9716,4102
9717,594011
9718,1064111
9719,90491
9720,1301338
9721,321973
9722,531139
9723,346999
9724,609835
9725,430888
9726,501201
9727,64204
9728,458983
9729,74308
9730,122079
9731,248130
9732,1387173
9733,174099
9734,70670
9735,528951
9736,67853
9737,51932
9738,9836
9739,255510
9740,4371
9741,1120874
9742,103392
9743,4942
9744,323256
9745,33824
9746,258097
9747,1452850
9748,1134959
9749,509921
9750,1887
9751,194230
9752,520451
9753,1183706
9754,277080
9755,484121
9756,149599
9757,42121
9758,611143
9759,599569
9760,1602
9761,1439103
9762,201961
9763,1398765
9764,130926
9765,1157722
9766,679263
9767,846911
9768,6609
9769,348766
9770,11786
9771,3796386
9772,21925
9773,480944
9774,5514
9775,2280105
9776,752678
9777,1817127
9778,365961
9779,157072
9780,96395
9781,84323
9782,9362
9783,1123290
9784,66076
9785,866090
9786,283952
9787,39035
9788,425545
9789,1491589
9790,409888
9791,641522
9792,163294
9793,960967
9794,225469
9795,1384277
9796,208198
9797,1716159
9798,6696
9799,91476
9800,872906
9801,805657
9802,206485
9803,57473
9804,4325396
9805,1130333
9806,101543
9807,44008
9808,37478
9809,348085
9810,1211920
9811,533540
9812,441706
9813,211031
9814,135234
9815,517945
9816,1861515
9817,154405
9818,4599369
9819,83888
9820,72657
9821,1
9822,2378733
9823,214261
9824,16783592
9825,1
9826,6666971
9827,187143
9828,2479604
9829,2759731
9830,258426
9831,4404113
9832,127777
9833,5747536
9834,2
9835,2432378
9836,1
9837,2666314
9838,1859
9839,2772285
9840,2
9841,2419654
9842,2
9843,2612864
9844,365244
9845,1585867
9846,328
9847,2249175
9848,323
9849,4066587
9850,2
9851,2400988
9852,3
9853,2440790
9854,2
9855,2408518
9856,231720
9857,4353120
9858,2
9859,5433361
9860,10750
9861,873540
9862,2
9863,1297441
9864,151
9865,581559
9866,7032
9867,1414784
9868,1517618
9869,70
9870,145540
9871,12412
9872,186122
9873,254830
9874,2378792
9875,194
9876,1355160
9877,61651
9878,1210642
9879,230
9880,1151121
9881,1361979
9882,83
9883,94735
9884,240724
9885,5458674
9886,2
9887,1383970
9888,211
9889,1858089
9890,40
9891,661748
9892,983406
9893,15
9894,802315
9895,15
9896,634670
9897,50511
9898,1477918
9899,673
9900,271105
9901,409044
9902,59
9903,266628
9904,266040
9905,1900006
9906,526909
9907,1
9908,848223
9909,1210393
9910,11457
9911,78013
9912,1474998
9913,122
9914,860565
9915,37
9916,1035666
9917,18688
9918,1354675
9919,512981
9920,953
9921,1046109
9922,3182
9923,356552
9924,1
9925,1632291
9926,10715
9927,762339
9928,254759
9929,95454
9930,792511
9931,339075
9932,1458375
9933,2
9934,669175
9935,27
9936,1070592
9937,175241
9938,520209
9939,495936
9940,2511887
9941,1378
9942,598400
9943,750
9944,1677058
9945,76587
9946,518578
9947,2
9948,1954812
9949,1724
9950,696375
9951,285161
9952,318589
9953,181993
9954,1470577
9955,17
9956,1026779
9957,19
9958,358744
9959,554986
9960,69408
9961,592401
9962,44278
9963,304139
9964,41
9965,112959
9966,39
9967,483157
9968,518404
9969,34
9970,305170
9971,76
9972,474255
9973,105
9974,179837
9975,4702
9976,404022
9977,164054
9978,28924
9979,340319
9980,175886
9981,1084704
9982,515779
9983,604073
9984,849958
9985,911110
9986,183713
9987,60186
9988,538615
9989,1125244
9990,161
9991,81169
9992,3559
9993,759609
9994,22415
9995,951822
9996,687172
9997,697066
9998,349994
9999,84042
10000,80286
10001,86055
10002,2916948
10003,12699
10004,787548
10005,22
10006,864388
10007,1983
10008,253685
10009,13
10010,421673
10011,87
10012,91344
10013,72280
10014,467199
10015,709054
10016,72762
10017,541070
10018,366701
10019,282519
10020,1
10021,499907
10022,105
10023,98071
10024,1409
10025,2166843
10026,75902
10027,992
10028,1148622
10029,16
10030,391066
10031,20
10032,266247
10033,4425
10034,215582
10035,56
10036,302444
10037,1542
10038,82979
10039,25
10040,94430
10041,575292
10042,99993
10043,445031
10044,241990
10045,546495
10046,73392
10047,235228
10048,209285
10049,70085
10050,30203
10051,2049
10052,2909897
10053,69
10054,99471
10055,50
10056,357559
10057,82343
10058,21914
10059,131025
10060,10018
10061,601406
10062,502094
10063,6100
10064,614701
10065,366
10066,170277
10067,17
10068,190094
10069,460
10070,69703
10071,2334
10072,67803
10073,9985
10074,110026
10075,49877
10076,21007
10077,330971
10078,5929
10079,164560
10080,434830
10081,3978827
10082,18294
10083,1526745
10084,931
10085,1844497
10086,169
10087,830757
10088,16
10089,352641
10090,574
10091,101188
10092,21
10093,506762
10094,518212
10095,169477
10096,18313
10097,31438
10098,46942
10099,13889
10100,1022480
10101,10523
10102,772399
10103,531261
10104,69900
10105,345839
10106,345154
10107,425077
10108,435646
10109,96
10110,91986
10111,841
10112,80903
10113,125
10114,92226
10115,1
10116,600054
10117,535
10118,89335
10119,388642
10120,218084
10121,2919
10122,1023104
10123,1
10124,438492
10125,1805505
10126,186476
10127,148
10128,73009
10129,443581
10130,73845
10131,1
10132,83299
10133,1311550
10134,240957
10135,103444
10136,14238
10137,72349
10138,530
10139,83531
10140,10414
10141,322728
10142,108893
10143,1
10144,78837
10145,163974
10146,618250
10147,344868
10148,1
10149,1884650
10150,1051798
10151,76228
10152,9105
10153,95439
10154,413311
10155,14271
10156,64727
10157,20301
10158,1293752
10159,75920
10160,346815
10161,98813
10162,1281303
10163,81237
10164,440367
10165,171941
10166,615399
10167,1716801
10168,12028
10169,1150677
10170,223007
10171,428256
10172,533645
10173,165951
10174,344794
10175,79032
10176,191780
10177,431077
10178,3351
10179,69273
10180,515934
10181,166300
10182,442460
10183,612017
10184,58360
10185,535319
10186,7176
10187,751210
10188,25982
10189,522692
10190,82570
10191,597839
10192,519513
10193,689618
10194,1294378
10195,517742
10196,7709
10197,506965
10198,14413
10199,475247
10200,117722
10201,77837
10202,531565
10203,79406
10204,623447
10205,677285
10206,443072
10207,510340
10208,5953
10209,159417
10210,4040
10211,99969
10212,344167
10213,66586
10214,4165
10215,177435
10216,1446356
10217,925
10218,18996
10219,93622
10220,148855
10221,9529
10222,9039
10223,358397
10224,70123
10225,91394
10226,81313
10227,75723
10228,288602
10229,928397
10230,5242
10231,349650
10232,73048
10233,14586
10234,94771
10235,515436
10236,91399
10237,306296
10238,36771
10239,151605
10240,538452
10241,246816
10242,446931
10243,422486
10244,178265
10245,770338
10246,357913
10247,87417
10248,73294
10249,338900
10250,190388
10251,87673
10252,604829
10253,3735
10254,414904
10255,98558
10256,436087
10257,855290
10258,948162
10259,86186
10260,111340
10261,1351010
10262,278978
10263,76623
10264,167923
10265,7512
10266,941633
10267,13213
10268,238064
10269,6501
10270,14302
10271,55349
10272,16215
10273,361412
10274,84099
10275,1024145
10276,99649
10277,164722
10278,687464
10279,12363
10280,255842
10281,673730
10282,523121
10283,16596
10284,75490
10285,272021
10286,521821
10287,597542
10288,11813
10289,1026786
10290,78242
10291,180549
10292,433812
10293,377
10294,53307
10295,111432
10296,334427
10297,519187
10298,81297
10299,25426
10300,247862
10301,248937
10302,122203
10303,149574
10304,3286
10305,87726
10306,324968
10307,21379
10308,519083
10309,74022
10310,264132
10311,8781
10312,319668
10313,21468
10314,140991
10315,11060
10316,82869
10317,172518
10318,3969
10319,103698
10320,64968
10321,81745
10322,18958
10323,300
10324,1960
10325,7261
10326,48403
10327,11644
10328,1922
10329,35371
10330,410194
10331,677132
10332,840381
10333,972748
10334,455202
10335,145079
10336,90892
10337,2433409
10338,684091
10339,338159
10340,87123
10341,18406
10342,776761
10343,527501
10344,61139
10345,345760
10346,544824
10347,749844
10348,82808
10349,464812
10350,1710670
10351,3353
10352,13763
10353,165546
10354,2843
10355,1938761
10356,4267926
10357,343814
10358,5066435
10359,732574
10360,189370
10361,24034
10362,12315887
10363,1476377
10364,7374460
10365,181830
10366,682867
10367,1166653
10368,259453
10369,5587071
10370,4487915
10371,498076
10372,2254477
10373,4847901
10374,5352030
10375,1464057
10376,2343345
10377,8727666
10378,382133
10379,365229
10380,91420
10381,7280472
10382,8000969
10383,811359
10384,1378885
10385,5763841
10386,1135050
10387,4978887
10388,1494189
10389,1899146
10390,1412541
10391,61443
10392,2589039
10393,4159716
10394,3968876
10395,944872
10396,3372313
10397,854077
10398,1620710
10399,1200513
10400,172325
10401,1499777
10402,5376
10403,706589
10404,528193
10405,1161936
10406,896696
10407,738356
10408,1158228
10409,399594
10410,185320
10411,331139
10412,408377
10413,1020956
10414,471640
10415,1045151
10416,314821
10417,717944
10418,784190
10419,87555
10420,1205840
10421,1821205
10422,467809
10423,1811121
10424,3673417
10425,4100179
10426,1109191
10427,1213783
10428,1984464
10429,4594876
10430,15121
10431,1799410
10432,703462
10433,2336272
10434,1188998
10435,2429799
10436,8050716
10437,746954
10438,2096681
10439,6747163
10440,827217
10441,366341
10442,5692532
10443,8658944
10444,2572652
10445,3117972
10446,4862192
10447,3712072
10448,1550206
10449,3270329
10450,2421108
10451,4522045
10452,7078029
10453,516907
10454,1793087
10455,1563800
10456,595922
10457,5851
10458,10214696
10459,1489076
10460,673706
10461,4679732
10462,2536832
10463,6448312
10464,6198087
10465,2476629
10466,1044563
10467,4093101
10468,3386093
