,Num commit
2970,5
2971,6
2972,6
2973,3
2974,2
2975,28
2976,8
2977,6
2978,7
2979,5
2980,5
2981,7
2982,4
2983,10
2984,4
2985,3
2986,5
2987,7
2988,5
2989,2
2990,5
2991,9
2992,6
2993,11
2994,15
2995,4
2996,10
2997,3
2998,3
2999,20
3000,5
3001,7
3002,43
3003,11
3004,9
3005,13
3006,6
3007,3
3008,56
3009,2
3010,463
3011,51
3012,33
3013,60
3014,17
3015,8
3016,3
3017,10
3018,4
3019,2
3020,79
3021,5
3022,9
3023,59
3024,8
3025,5
3026,13
3027,33
3028,277
3029,48
3030,16
3031,80
3032,28
3033,2
3034,8
3035,8
3036,2
3037,4
3038,2
3039,4
3040,123
3041,38
3042,116
3043,34
3044,7
3045,2
3046,91
3047,10
3048,14
3049,76
3050,11
3051,13
3052,58
3053,8
3054,17
3055,2
3056,4
3057,2
3058,5
3059,5
3060,35
3061,5
3062,20
3063,3
3064,13
3065,532
3066,48
3067,12
3068,21
3069,462
3070,46
3071,12
3072,2
3073,3
3074,5
3075,14
3076,19
3077,2
3078,5
3079,2
3080,326
3081,44
3082,2
3083,21
3084,10
3085,196
3086,42
3087,5
3088,182
3089,37
3090,15
3091,122
3092,2
3093,2
3094,29
3095,213
3096,4
3097,16
3098,2
3099,5455
3100,20
3101,27
3102,2
3103,18
3104,164
3105,2
3106,2
3107,135
3108,2
3109,797
3110,328
3111,65
3112,4
3113,4
3114,9
3115,19
3116,27
3117,67
3118,568
3119,317
3120,9
3121,2
3122,9
3123,25
3124,509
3125,312
3126,473
3127,309
3128,450
3129,6
3130,9
3131,19
3132,265
3133,339
3134,6
3135,27
3136,2
3137,201
3138,286
3139,19
3140,25
3141,8
3142,13
3143,15
3144,16
3145,18
3146,17
3147,65
3148,156
3149,25
3150,20
3151,4335
3152,1
3153,1
3154,1
3155,1
3156,1
3157,1
3158,2
3159,1
3160,1
3161,1
3162,1
3163,1
3164,1
3165,1
3166,1
3167,1
3168,1
3169,17
3170,33
3171,35
3172,65
3173,337
3174,37
3175,303
3176,4
3177,55
3178,74
3179,160
3180,60
3181,35
3182,8
3183,32
3184,32
3185,26
3186,838
3187,76
3188,49
3189,86
3190,23
3191,532
3192,1
3193,39
3194,2
3195,2
3196,2
3197,1
3198,2
3199,87
3200,4
3201,90
3202,311
3203,17
3204,173
3205,69
3206,20
3207,114
3208,21
3209,33
3210,7
3211,215
3212,2
3213,9
3214,10
3215,7
3216,2
3217,2
3218,1
3219,3
3220,5
3221,2
3222,3
3223,6
3224,4
3225,3
3226,2
3227,5
3228,2
3229,5
3230,32
3231,3
3232,2
3233,1
3234,5
3235,4
3236,3
3237,8
3238,10
3239,22
3240,7
3241,3
3242,7
3243,2
3244,2
3245,2
3246,7
3247,9
3248,6
3249,5
3250,9
3251,4
3252,13
3253,2
3254,5
3255,1
3256,2
3257,104
3258,21
3259,19
3260,5
3261,12
3262,9
3263,1
3264,8
3265,3
3266,41
3267,74
3268,15
3269,114
3270,15
3271,10
3272,2
3273,4
3274,7
3275,6
3276,8
3277,2
3278,3
3279,2
3280,3
3281,7
3282,4
3283,2
3284,4
3285,2
3286,2
3287,4
3288,6
3289,3
3290,5
3291,3
3292,3
3293,1
3294,2
3295,1
3296,1
3297,5
3298,5
3299,1
3300,1
3301,4
3302,5
3303,4
3304,5
3305,1
3306,14
3307,10
3308,12
3309,5
3310,4
3311,9
3312,15
3313,20
3314,1
3315,14
3316,32
3317,29
3318,12
3319,36
3320,3
3321,338
3322,24
3323,10
3324,25
3325,2
3326,1
3327,307
3328,1
3329,21
3330,5
3331,51
3332,1
3333,232
3334,20
3335,6
3336,40
3337,1
3338,6
3339,37
3340,1
3341,3
3342,3
3343,3
3344,133
3345,2
3346,177
3347,18
3348,5
3349,45
3350,120
3351,6
3352,46
3353,4
3354,5
3355,19
3356,43
3357,4
3358,19
3359,18
3360,24
3361,2
3362,14
3363,113
3364,7
3365,110
3366,165
3367,195
3368,174
3369,239
3370,69
3371,30
3372,14
3373,198
3374,6
3375,140
3376,77
3377,117
3378,80
3379,67
3380,78
3381,16
3382,8
3383,51
3384,45
3385,5
3386,13
3387,6
3388,38
3389,14
3390,18
3391,13
3392,9
3393,17
3394,3
3395,7
3396,8
3397,11
3398,10
3399,3
3400,14
3401,61
3402,12
3403,20
3404,31
3405,10
3406,5
3407,112
3408,26
3409,108
3410,8
3411,42
3412,60
3413,8
3414,19
3415,28
3416,33
3417,37
3418,48
3419,12
3420,3
3421,20
3422,35
3423,4
3424,4
3425,14
3426,38
3427,10
3428,48
3429,24
3430,35
3431,26
3432,57
3433,11
3434,14
3435,3
3436,13
3437,50
3438,74
3439,17
3440,48
3441,48
3442,44
3443,20
3444,44
3445,12
3446,20
3447,25
3448,5
3449,3
3450,10
3451,21
3452,16
3453,11
3454,33
3455,5
3456,55
3457,51
3458,32
3459,34
3460,36
3461,13
3462,17
3463,43
3464,14
3465,3
3466,18
3467,130
3468,39
3469,40
3470,144
3471,13
3472,18
3473,48
3474,13
3475,22
3476,23
3477,26
3478,13
3479,40
3480,35
3481,11
3482,3
3483,27
3484,36
3485,6
3486,21
3487,12
3488,12
3489,25
3490,3
3491,3
3492,6
3493,13
3494,6
3495,15
3496,17
3497,4
3498,12
3499,22
3500,11
3501,9
3502,22
3503,15
3504,5
3505,7
3506,17
3507,7
3508,3
3509,7
3510,23
3511,8
3512,6
3513,5
3514,3
3515,18
3516,3
3517,13
3518,9
3519,6
3520,3
3521,5
3522,3
3523,5
3524,5
3525,11
3526,7
3527,5
3528,9
3529,12
3530,10
3531,5
3532,11
3533,4
3534,10
3535,7
3536,11
3537,4
3538,12
3539,3
3540,7
3541,14
3542,8
3543,13
3544,7
3545,2
3546,6
3547,3
3548,10
3549,11
3550,9
3551,3
3552,14
3553,3
3554,6
3555,3
3556,5
3557,6
3558,7
3559,4
3560,3
3561,2
3562,5
3563,13
3564,5
3565,83
3566,501
3567,149
3568,101
3569,40
3570,174
3571,34
3572,8
3573,47
3574,84
3575,114
3576,60
3577,32
3578,44
3579,117
3580,27
3581,145
3582,114
3583,38
3584,28
3585,44
3586,58
3587,101
3588,105
3589,42
3590,29
3591,27
3592,16
3593,37
3594,14
3595,27
3596,28
3597,39
3598,164
3599,70
3600,21
3601,30
3602,15
3603,28
3604,3
3605,7
3606,2
3607,2
3608,87
3609,6
3610,3
3611,59
3612,66
3613,2
3614,2
3615,39
3616,10
3617,4
3618,2
3619,25
3620,9
3621,13
3622,27
3623,2
3624,4
3625,13
3626,19
3627,2
3628,4
3629,35
3630,4
3631,16
3632,3
3633,13
3634,88
3635,59
3636,2
3637,28
3638,2
3639,2
3640,2
3641,19
3642,4
3643,19
3644,8
3645,2
3646,3
3647,7
3648,44
3649,4
3650,21
3651,2
3652,23
3653,2
3654,30
3655,2
3656,14
3657,21
3658,5
3659,3
3660,10
3661,14
3662,21
3663,2
3664,7
3665,14
3666,5
3667,15
3668,8
3669,5
3670,2
3671,6
3672,4
3673,6
3674,6
3675,3
3676,13
3677,2
3678,2
3679,4
3680,5
3681,2
3682,5
3683,2
3684,3
3685,5
3686,16
3687,2
3688,33
3689,16
3690,2
3691,44
3692,14
3693,2
3694,14
3695,4
3696,3
3697,3
3698,2
3699,2
3700,4
3701,2
3702,3
3703,3
3704,6
3705,12
3706,6
3707,106
3708,86
3709,10
3710,81
3711,55
3712,58
3713,4
3714,15
3715,28
3716,27
3717,12
3718,5
3719,15
3720,3
3721,86
3722,65
3723,109
3724,35
3725,4
3726,2
3727,9
3728,37
3729,81
3730,9
3731,2
3732,2
3733,13
3734,5
3735,2
3736,4
3737,7
3738,73
3739,12
3740,90
3741,25
3742,21
3743,4
3744,18
3745,33
3746,8
3747,4
3748,11
3749,13
3750,5
3751,6
3752,30
3753,3
3754,3
3755,4
3756,3
3757,12
3758,62
3759,40
3760,78
3761,12
3762,22
3763,15
3764,9
3765,25
3766,7
3767,11
3768,9
3769,28
3770,18
3771,41
3772,4
3773,22
3774,17
3775,6
3776,2
3777,25
3778,7
3779,4
3780,5
3781,4
3782,6
3783,7
3784,2
3785,4
3786,13
3787,6
3788,7
3789,306
3790,32
3791,25
3792,6
3793,13
3794,4
3795,6
3796,23
3797,122
3798,183
3799,26
3800,7
3801,208
3802,71
3803,16
3804,2
3805,18
3806,101
3807,9
3808,125
3809,9
3810,22
3811,2
3812,20
3813,8
3814,6
3815,13
3816,12
3817,2
3818,2
3819,5
3820,2
3821,2
3822,4
3823,6
3824,31
3825,2
3826,8
3827,2
3828,4
3829,3
3830,48
3831,41
3832,17
3833,11
3834,55
3835,65
3836,34
3837,23
3838,4
3839,12
3840,56
3841,18
3842,13
3843,18
3844,23
3845,29
3846,31
3847,3
3848,58
3849,42
3850,24
3851,11
3852,32
3853,28
3854,40
3855,6
3856,35
3857,39
3858,34
3859,5
3860,32
3861,71
3862,10
3863,34
3864,2
3865,127
3866,4
3867,46
3868,11
3869,68
3870,33
3871,22
3872,85
3873,2
3874,106
3875,8
3876,7
3877,19
3878,25
3879,24
3880,2
3881,34
3882,6
3883,4
3884,37
3885,68
3886,95
3887,6
3888,1
3889,1
3890,7
3891,3
3892,12
3893,5
3894,1
3895,13
3896,1
3897,22
3898,7
3899,9
3900,2
3901,1
3902,24
3903,1
3904,8
3905,15
3906,1
3907,12
3908,16
3909,15
3910,2
3911,1
3912,2
3913,1
3914,6
3915,1
3916,1
3917,3
3918,2
3919,1
3920,3
3921,39
3922,17
3923,2
3924,7
3925,54
3926,33
3927,30
3928,10
3929,1
3930,1
3931,1
3932,1
3933,1
3934,1
3935,14
3936,26
3937,6
3938,1
3939,1
3940,7
3941,2
3942,2
3943,1
3944,4
3945,9
3946,4
3947,4
3948,299
3949,588
3950,129
3951,33
3952,276
3953,50
3954,42
3955,83
3956,570
3957,49
3958,299
3959,205
3960,75
3961,9
3962,116
3963,97
3964,36
3965,294
3966,255
3967,116
3968,71
3969,49
3970,79
3971,118
3972,18
3973,296
3974,77
3975,56
3976,160
3977,125
3978,1075
3979,2034
3980,529
3981,180
3982,143
3983,622
3984,509
3985,546
3986,83
3987,342
3988,129
3989,219
3990,54
3991,4
3992,14
3993,364
3994,3
3995,9
3996,82
3997,92
3998,73
3999,7
4000,180
4001,7
4002,55
4003,21
4004,155
4005,43
4006,90
4007,57
4008,130
4009,121
4010,101
4011,19
4012,28
4013,3
4014,4
4015,27
4016,40
4017,27
4018,25
4019,56
4020,29
4021,130
4022,38
4023,75
4024,62
4025,19
4026,47
4027,10
4028,23
4029,70
4030,33
4031,11
4032,14
4033,4
4034,478
4035,26
4036,6
4037,7
4038,3
4039,13
4040,19
4041,408
4042,23
4043,10
4044,15
4045,21
4046,343
4047,20
4048,7
4049,3
4050,4
4051,8
4052,6
4053,22
4054,26
4055,14
4056,6
4057,7
4058,15
4059,1
4060,4
4061,3
4062,213
4063,15
4064,203
4065,2
4066,11
4067,8
4068,21
4069,2
4070,11
4071,2
4072,134
4073,7
4074,18
4075,110
4076,23
4077,10
4078,88
4079,10
4080,22
4081,2
4082,85
4083,3434
4084,83
4085,24
4086,8
4087,4
4088,2
4089,93
4090,3
4091,109
4092,20
4093,40
4094,59
4095,113
4096,123
4097,49
4098,48
4099,6
4100,36
4101,31
4102,8
4103,8
4104,7
4105,119
4106,2
4107,19
4108,17
4109,15
4110,59
4111,10
4112,40
4113,47
4114,80
4115,34
4116,52
4117,12
4118,25
4119,11
4120,17
4121,140
4122,30
4123,6
4124,14
4125,14
4126,9
4127,63
4128,18
4129,3
4130,70
4131,28
4132,13
4133,32
4134,28
4135,3
4136,63
4137,42
4138,8
4139,3
4140,6
4141,4
4142,3
4143,2
4144,4
4145,2
4146,4
4147,2
4148,8
4149,67
4150,1
4151,2
4152,2
4153,2
4154,60
4155,2
4156,6
4157,2
4158,2
4159,4
4160,2
4161,5
4162,4
4163,2
4164,3
4165,3
4166,4
4167,9
4168,11
4169,3
4170,3
4171,2
4172,3
4173,4
4174,6
4175,2
4176,8
4177,3
4178,6
4179,3
4180,4
4181,3
4182,4
4183,17
4184,2
4185,2
4186,13
4187,11
4188,7
4189,2
4190,11
4191,4
4192,4
4193,5
4194,2
4195,4
4196,14
4197,5
4198,3
4199,69
4200,12
4201,7
4202,7
4203,11
4204,9
4205,7
4206,10
4207,11
4208,9
4209,5
4210,7
4211,9
4212,13
4213,3
4214,7
4215,4
4216,9
4217,14
4218,4
4219,3
4220,17
4221,7
4222,9
4223,9
4224,5
4225,4
4226,3
4227,3
4228,3
4229,6
4230,6
4231,129
4232,3
4233,3
4234,4
4235,4
4236,3
4237,4
4238,4
4239,3
4240,3
4241,6
4242,3
4243,7
4244,6
4245,3
4246,11
4247,7
4248,55
4249,3
4250,50
4251,3
4252,259
4253,4
4254,4
4255,251
4256,2
4257,4
4258,5
4259,6
4260,3
4261,4
4262,4
4263,5
4264,9
4265,4
4266,4
4267,8
4268,3
4269,188
4270,3
4271,3
4272,4
4273,7
4274,6
4275,6
4276,5
4277,3
4278,3
4279,7
4280,3
4281,7
4282,4
4283,3
4284,5
4285,6
4286,3
4287,3
4288,7
4289,3
4290,101
4291,3
4292,14
4293,81
4294,3
4295,9
4296,3
4297,4
4298,7
4299,5
4300,9
4301,5
4302,5
4303,6
4304,4
4305,4
4306,5
4307,3
4308,16
4309,4
4310,5
4311,3
4312,6
4313,60
4314,4
4315,3
4316,5
4317,6
4318,3
4319,6
4320,6
4321,3
4322,5
4323,17
4324,10
4325,3
4326,3
4327,5
4328,3
4329,5
4330,5
4331,403
4332,6
4333,6
4334,22
4335,11
4336,4
4337,15
4338,5
4339,21
4340,11
4341,25
4342,6
4343,8
4344,7
4345,20
4346,18
4347,128
4348,7
4349,1
4350,98
4351,3
4352,5
4353,7
4354,44
4355,4
4356,8
4357,4
4358,15
4359,3
4360,2
4361,3
4362,6
4363,4
4364,14
4365,8
4366,2
4367,9
4368,2
4369,5
4370,5
4371,4
4372,3
4373,6
4374,2
4375,4
4376,7
4377,2
4378,3
4379,3
4380,3
4381,5
4382,6
4383,2
4384,3
4385,4
4386,4
4387,3
4388,2
4389,2
4390,5
4391,5
4392,5
4393,2
4394,4
4395,3
4396,6
4397,7
4398,9
4399,1
4400,2
4401,10
4402,2
4403,9
4404,3
4405,2
4406,6
4407,4
4408,4
4409,2
4410,6
4411,8
4412,7
4413,4
4414,3
4415,2
4416,5
4417,4
4418,2
4419,5
4420,3
4421,3
4422,4
4423,1
4424,8
4425,3
4426,1
4427,4
4428,6
4429,3
4430,4
4431,7
4432,5
4433,9
4434,13
4435,8
4436,13
4437,146
4438,5
4439,3
4440,13
4441,8
4442,3
4443,45
4444,7
4445,4
4446,3
4447,3
4448,3
4449,2
4450,4
4451,1
4452,3
4453,3
4454,2
4455,14
4456,5
4457,33
4458,5
4459,3
4460,6
4461,1
4462,3
4463,50
4464,6
4465,2
4466,2
4467,4
4468,3
4469,3
4470,4
4471,2
4472,6
4473,3
4474,6
4475,3
4476,3
4477,11
4478,7
4479,5
4480,3
4481,6
4482,7
4483,5
4484,6
4485,13
4486,3
4487,18
4488,3
4489,6
4490,5
4491,3
4492,13
4493,3
4494,3
4495,4
4496,9
4497,20
4498,3
4499,3
4500,7
4501,5
4502,3
4503,21
4504,3
4505,10
4506,4
4507,19
4508,4
4509,4
4510,5
4511,33
4512,8
4513,3
4514,5
4515,3
4516,12
4517,2
4518,8
4519,22
4520,3
4521,1
4522,6
4523,8
4524,11
4525,3
4526,5
4527,9
4528,1
4529,9
4530,10
4531,1
4532,7
4533,4
4534,17
4535,3
4536,56
4537,3
4538,7
4539,99
4540,37
4541,33
4542,14
4543,6
4544,101
4545,2
4546,2
4547,7
4548,4
4549,14
4550,1
4551,1
4552,1
4553,15
4554,10
4555,40
4556,2
4557,3
4558,35
4559,3
4560,2
4561,41
4562,2
4563,3
4564,5
4565,3
4566,3
4567,5
4568,3
4569,3
4570,3
4571,5
4572,4
4573,5
4574,5
4575,3
4576,2
4577,6
4578,2
4579,3
4580,2
4581,2
4582,3
4583,4
4584,2
4585,2
4586,2
4587,7
4588,4
4589,3
4590,3
4591,2
4592,2
4593,4
4594,2
4595,5
4596,3
4597,5
4598,4
4599,6
4600,5
4601,3
4602,1
4603,4
4604,2
4605,4
4606,4
4607,3
4608,2
4609,2
4610,4
4611,2
4612,2
4613,8
4614,4
4615,6
4616,4
4617,8
4618,4
4619,2
4620,6
4621,7
4622,4
4623,17
4624,5
4625,4
4626,4
4627,13
4628,14
4629,5
4630,3
4631,24
4632,69
4633,36
4634,4
4635,3
4636,2
4637,4
4638,6
4639,9
4640,5
4641,4
4642,3
4643,4
4644,6
4645,6
4646,2
4647,4
4648,5
4649,5
4650,3
4651,5
4652,4
4653,5
4654,2
4655,7
4656,5
4657,3
4658,4
4659,7
4660,2
4661,2
4662,3
4663,8
4664,3
4665,2
4666,3
4667,7
4668,5
4669,6
4670,5
4671,3
4672,3
4673,2
4674,3
4675,2
4676,6
4677,5
4678,4
4679,3
4680,3
4681,5
4682,4
4683,7
4684,3
4685,2
4686,4
4687,2
4688,5
4689,4
4690,6
4691,7
4692,12
4693,14
4694,7
4695,3
4696,8
4697,60
4698,4
4699,15
4700,5
4701,5
4702,4
4703,19
4704,1
4705,14
4706,14
4707,10
4708,3
4709,97
4710,4
4711,6
4712,15
4713,3
4714,13
4715,4
4716,11
4717,5
4718,10
4719,12
4720,8
4721,9
4722,3
4723,13
4724,10
4725,7
4726,3
4727,4
4728,2
4729,4
4730,3
4731,4
4732,8
4733,7
4734,2
4735,7
4736,10
4737,2
4738,9
4739,4
4740,5
4741,5
4742,1
4743,2
4744,16
4745,34
4746,4
4747,2
4748,7
4749,45
4750,15
4751,1
4752,10
4753,176
4754,3
4755,2
4756,2
4757,2
4758,2
4759,6
4760,3
4761,8
4762,5
4763,8
4764,52
4765,2
4766,48
4767,4
4768,6
4769,5
4770,3
4771,6
4772,2
4773,3
4774,6
4775,2
4776,8
4777,2
4778,2
4779,3
4780,2
4781,3
4782,5
4783,6
4784,3
4785,4
4786,2
4787,6
4788,5
4789,6
4790,3
4791,4
4792,2
4793,2
4794,7
4795,2
4796,3
4797,6
4798,1
4799,2
4800,29
4801,2
4802,4
4803,6
4804,4
4805,1
4806,456
4807,11
4808,452
4809,9
4810,2
4811,445
4812,7
4813,5
4814,435
4815,4
4816,3
4817,2
4818,3
4819,3
4820,6
4821,5
4822,9
4823,1
4824,1
4825,11
4826,3
4827,4
4828,4
4829,4
4830,9
4831,3
4832,4
4833,4
4834,4
4835,3
4836,3
4837,7
4838,4
4839,11
4840,3
4841,8
4842,3
4843,20
4844,4
4845,5
4846,6
4847,8
4848,22
4849,8
4850,1
4851,3
4852,229
4853,3
4854,3
4855,4
4856,2
4857,2
4858,7
4859,9
4860,4
4861,12
4862,1
4863,9
4864,11
4865,3
4866,9
4867,8
4868,29
4869,9
4870,15
4871,3
4872,2
4873,14
4874,4
4875,2
4876,1
4877,2
4878,1
4879,15
4880,10
4881,1
4882,1
4883,1
4884,21
4885,3
4886,10
4887,4
4888,3
4889,9
4890,2
4891,8
4892,3
4893,7
4894,2
4895,6
4896,4
4897,4
4898,3
4899,7
4900,2
4901,1
4902,19
4903,2
4904,1
4905,2
4906,3
4907,3
4908,4
4909,3
4910,8
4911,4
4912,2
4913,1
4914,11
4915,2
4916,3
4917,2
4918,23
4919,1
4920,14
4921,8
4922,8
4923,6
4924,12
4925,16
4926,56
4927,94
4928,51
4929,85
4930,46
4931,83
4932,43
4933,77
4934,5
4935,2
4936,34
4937,67
4938,33
4939,45
4940,1
4941,29
4942,11
4943,6
4944,3
4945,22
4946,19
4947,19
4948,5
4949,1
4950,4
4951,1
4952,2
4953,3
4954,8
4955,3
4956,8
4957,2
4958,1
4959,2
4960,2
4961,3
4962,7
4963,3
4964,3
4965,6
4966,6
4967,2
4968,2
4969,2
4970,1
4971,4
4972,2
4973,7
4974,4
4975,2
4976,4
4977,10
4978,1
4979,3
4980,2
4981,6
4982,7
4983,5
4984,2
4985,11
4986,31
4987,3
4988,7
4989,2
4990,3
4991,11
4992,11
4993,1
4994,1
4995,3
4996,31
4997,6
4998,9
4999,1
5000,8
5001,6
5002,2
5003,2
5004,5
5005,10
5006,12
5007,1
5008,1
5009,5
5010,7
5011,3
5012,1
5013,3
5014,1
5015,6
5016,3
5017,1
5018,1
5019,4
5020,2
5021,2
5022,3
5023,3
5024,9
5025,3
5026,2
5027,2
5028,2
5029,7
5030,2
5031,3
5032,3
5033,1
5034,2
5035,3
5036,1
5037,16
5038,4
5039,5
5040,16
5041,5
5042,5
5043,10
5044,2
5045,8
5046,5
5047,2
5048,2
5049,3
5050,6
5051,7
5052,1
5053,2
5054,5
5055,1
5056,5
5057,2
5058,12
5059,15
5060,2
5061,36
5062,2
5063,9
5064,18
5065,2
5066,2
5067,3
5068,2
5069,5
5070,3
5071,2
5072,5
5073,7
5074,6
5075,2
5076,5
5077,3
5078,3
5079,4
5080,2
5081,4
5082,5
5083,4
5084,2
5085,5
5086,4
5087,6
5088,8
5089,2
5090,7
5091,2
5092,12
5093,5
5094,4
5095,4
5096,6
5097,2
5098,3
5099,1
5100,5
5101,5
5102,2
5103,10
5104,5
5105,3
5106,3
5107,3
5108,7
5109,8
5110,3
5111,13
5112,3
5113,4
5114,2
5115,5
5116,2
5117,3
5118,2
5119,2
5120,3
5121,5
5122,7
5123,3
5124,7
5125,3
5126,9
5127,6
5128,5
5129,9
5130,48
5131,15
5132,5
5133,13
5134,9
5135,7
5136,5
5137,10
5138,11
5139,1
5140,6
5141,27
5142,3
5143,3
5144,7
5145,9
5146,5
5147,17
5148,73
5149,89
5150,10
5151,16
5152,1
5153,12
5154,1
5155,1
5156,8
5157,10
5158,4
5159,17
5160,36
5161,5
5162,28
5163,7
5164,11
5165,3
5166,9
5167,60
5168,11
5169,61
5170,68
5171,77
5172,41
5173,64
5174,2
5175,2
5176,3
5177,7
5178,2
5179,2
5180,4
5181,4
5182,2
5183,2
5184,2
5185,14
5186,2
5187,4
5188,8
5189,2
5190,3
5191,14
5192,2
5193,5
5194,5
5195,3
5196,2
5197,8
5198,6
5199,5
5200,8
5201,4
5202,4
5203,6
5204,3
5205,42
5206,3
5207,18
5208,14
5209,3
5210,12
5211,5
5212,6
5213,6
5214,2
5215,4
5216,5
5217,5
5218,3
5219,3
5220,39
5221,9
5222,749
5223,7
5224,3
5225,681
5226,2
5227,18
5228,12
5229,642
5230,3
5231,28
5232,21
5233,17
5234,33
5235,522
5236,4
5237,502
5238,2
5239,3
5240,25
5241,7
5242,2
5243,22
5244,434
5245,5
5246,24
5247,2
5248,47
5249,7
5250,6
5251,2
5252,20
5253,28
5254,7
5255,3
5256,294
5257,2
5258,2
5259,15
5260,278
5261,2
5262,275
5263,6
5264,3
5265,2
5266,12
5267,242
5268,34
5269,23
5270,10
5271,6
5272,12
5273,76
5274,45
5275,25
5276,39
5277,5
5278,22
5279,2208
5280,5
5281,14
5282,7
5283,5
5284,27
5285,40
5286,2
5287,40
5288,2021
5289,1
5290,35
5291,13
5292,15
5293,9
5294,4
5295,2
5296,22
5297,2
5298,34
5299,1858
5300,4
5301,25
5302,1811
5303,2
5304,27
5305,13
5306,15
5307,19
5308,28
5309,25
5310,4
5311,42
5312,2
5313,19
5314,48
5315,29
5316,5
5317,1483
5318,2
5319,1464
5320,2
5321,1457
5322,4
5323,7
5324,3
5325,5
5326,11
5327,1425
5328,6
5329,1388
5330,5
5331,1362
5332,10
5333,1349
5334,10
5335,1295
5336,5
5337,1280
5338,1
5339,30
5340,1234
5341,1
5342,1228
5343,1
5344,26
5345,6
5346,4
5347,1166
5348,6
5349,1131
5350,8
5351,1111
5352,1
5353,1108
5354,1
5355,35
5356,2
5357,1010
5358,4
5359,1
5360,47
5361,933
5362,8
5363,2
5364,846
5365,5
5366,1
5367,797
5368,4
5369,768
5370,3
5371,42
5372,714
5373,9
5374,655
5375,8
5376,15
5377,7
5378,599
5379,23
5380,16
5381,40
5382,29
5383,5033
5384,2
5385,5
5386,31
5387,3
5388,19
5389,11
5390,2
5391,4926
5392,124
5393,1809
5394,1
5395,37
5396,27
5397,4833
5398,4
5399,2
5400,10
5401,3116
5402,1804
5403,3
5404,1
5405,32
5406,6
5407,2
5408,4759
5409,4
5410,4706
5411,1
5412,15
5413,17
5414,8
5415,4638
5416,1
5417,31
5418,4600
5419,1
5420,18
5421,34
5422,25
5423,12
5424,4484
5425,4
5426,1
5427,8
5428,19
5429,47
5430,65
5431,4323
5432,3
5433,9
5434,4289
5435,5
5436,22
5437,35
5438,17
5439,4188
5440,2
5441,10
5442,6
5443,27
5444,2
5445,4139
5446,3
5447,4093
5448,15
5449,39
5450,1
5451,33
5452,18
5453,29
5454,12
5455,3937
5456,1
5457,52
5458,3858
5459,5
5460,3844
5461,4
5462,3790
5463,5
5464,3759
5465,5
5466,2
5467,7
5468,31
5469,3689
5470,2
5471,3688
5472,5
5473,3663
5474,4
5475,4
5476,3612
5477,6
5478,2
5479,3573
5480,4
5481,15
5482,3
5483,3520
5484,2
5485,27
5486,2
5487,25
5488,29
5489,3
5490,3407
5491,6
5492,3366
5493,4
5494,1538
5495,1798
5496,10
5497,3317
5498,4
5499,1524
5500,1793
5501,2
5502,1497
5503,1792
5504,3
5505,3285
5506,6
5507,3270
5508,4
5509,2
5510,1445
5511,1789
5512,7
5513,47
5514,9
5515,3145
5516,5
5517,6
5518,8
5519,1317
5520,1779
5521,4
5522,5
5523,3043
5524,6
5525,2970
5526,5
5527,2919
5528,5
5529,1088
5530,7
5531,2
5532,1055
5533,1763
5534,2
5535,1054
5536,1762
5537,3
5538,1051
5539,1759
5540,17
5541,2727
5542,2
5543,3
5544,2718
5545,6
5546,2676
5547,6
5548,859
5549,1743
5550,4
5551,31
5552,3
5553,2535
5554,10
5555,24
5556,718
5557,3
5558,35
5559,677
5560,1
5561,16
5562,16
5563,6
5564,3
5565,629
5566,1723
5567,2
5568,12
5569,614
5570,1722
5571,5
5572,1708
5573,6
5574,1689
5575,4
5576,1687
5577,113
5578,19
5579,1623
5580,2
5581,1618
5582,6
5583,1615
5584,8
5585,1608
5586,5
5587,1588
5588,2
5589,1587
5590,4
5591,1582
5592,3
5593,1579
5594,2
5595,1578
5596,8
5597,1565
5598,6
5599,11
5600,1538
5601,11
5602,1523
5603,8
5604,1504
5605,5
5606,1476
5607,2
5608,2
5609,1462
5610,5
5611,4
5612,1433
5613,7
5614,1403
5615,10
5616,1361
5617,6
5618,1346
5619,16
5620,1293
5621,5
5622,1280
5623,24
5624,1248
5625,17
5626,10
5627,7
5628,1184
5629,3
5630,1182
5631,37
5632,1080
5633,1
5634,3
5635,38
5636,2
5637,50
5638,995
5639,3
5640,985
5641,7
5642,923
5643,13
5644,908
5645,3
5646,71
5647,845
5648,2
5649,1
5650,11
5651,829
5652,5
5653,798
5654,1
5655,14
5656,10
5657,723
5658,1
5659,25
5660,9
5661,9
5662,666
5663,1
5664,37
5665,20
5666,3
5667,5
5668,26
5669,3
5670,13
5671,8
5672,2
5673,535
5674,25
5675,3
5676,34
5677,24
5678,18
5679,39
5680,34
5681,4
5682,42
5683,44
5684,32
5685,4
5686,131
5687,17
5688,32
5689,35
5690,33
5691,14
5692,32
5693,33
5694,22
5695,16
5696,23
5697,47
5698,18
5699,22
5700,31
5701,35
5702,6
5703,16
5704,553
5705,4
5706,552
5707,25
5708,51
5709,41
5710,51
5711,73
5712,50
5713,30
5714,52
5715,3
5716,41
5717,30
5718,9
5719,110
5720,7
5721,37
5722,40
5723,50
5724,72
5725,77
5726,55
5727,39
5728,22
5729,56
5730,28
5731,15
5732,52
5733,34
5734,4
5735,19
5736,44
5737,41
5738,62
5739,6
5740,12
5741,667
5742,29
5743,3
5744,67
5745,48
