Index,Release Note,Release Note Abstract
54,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚨 Removed

Align HTTP keep-alive timeout with Jetty default (#7277) @basil

🎉 Major features and improvements

Improve breadcrumb bar accessibility (#6912) @janfaracik
Update the design of notifications (#7049) @janfaracik
JENKINS-65124 - Update weather icons (#7208) @janfaracik

🚀 New features and improvements

Do not print at INFO every time AsyncPeriodicWork starts/stops (#7281) @jglick
Update design of Manage Users page (#7197) @janfaracik

🐛 Bug fixes

JENKINS-69850 - : Queue.maintain() does no longer trigger an infinite recursive loop after loading a queue from xml (#7273) @Si-So
JENKINS-69904 - _safeRestart.jelly must not use parentheses in localizable messages (#7286) @dwnusbaum
Align HTTP keep-alive timeout with Jetty default (#7277) @basil
JENKINS-69689 - Table columns shadow is overlapping with other button shadow (#7155) @ridemountainpig
JENKINS-69637 - Fix ClassCastException when param list is empty (#7140) @loganmzz
Unable to serialize AtomicBoolean on Java 17 (#7270) @basil

📦 Dependency updates

Update bundled script-security and workflow-support plugins (#7275) @daniel-beck
Bump remoting from 3063.v26e24490f041 to 3068.v09b_895d8da_14 (#7282) @dependabot
Upgrade Spring Security from 5.7.3 to 5.7.4 (#7274) @dependabot

All contributors: @NotMyFault, @Si-So, @StefanSpieker, @Wadeck, @basil, @daniel-beck, @dependabot, @dependabot[bot], @dwnusbaum, @janfaracik, @jenkins-release-bot, @jglick, @loganmzz, @renovate, @renovate[bot], @ridemountainpig and @twasyl","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚨 Removed
Align HTTP keep-alive timeout with Jetty default (#7277) @basil
🎉 Major features and improvements
Improve breadcrumb bar accessibility (#6912) @janfaracik
Update the design of notifications (#7049) @janfaracik
JENKINS-65124 - Update weather icons (#7208) @janfaracik
🚀 New features and improvements
Do not print at INFO every time AsyncPeriodicWork starts/stops (#7281) @jglick
Update design of Manage Users page (#7197) @janfaracik
🐛 Bug fixes
JENKINS-69850 - : Queue.maintain() does no longer trigger an infinite recursive loop after loading a queue from xml (#7273) @Si-So
JENKINS-69904 - _safeRestart.jelly must not use parentheses in localizable messages (#7286) @dwnusbaum
Align HTTP keep-alive timeout with Jetty default (#7277) @basil
JENKINS-69689 - Table columns shadow is overlapping with other button shadow (#7155) @ridemountainpig
JENKINS-69637 - Fix ClassCastException when param list is empty (#7140) @loganmzz
Unable to serialize AtomicBoolean on Java 17 (#7270) @basil
📦 Dependency updates
Update bundled script-security and workflow-support plugins (#7275) @daniel-beck
Bump remoting from 3063.v26e24490f041 to 3068.v09b_895d8da_14 (#7282) @dependabot
Upgrade Spring Security from 5.7.3 to 5.7.4 (#7274) @dependabot
All contributors: @NotMyFault, @Si-So, @StefanSpieker, @Wadeck, @basil, @daniel-beck, @dependabot, @dependabot[bot], @dwnusbaum, @janfaracik, @jenkins-release-bot, @jglick, @loganmzz, @renovate, @renovate[bot], @ridemountainpig and @twasyl"
55,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

Clarify safe restart won't wait for Pipeline jobs (#7091) @omehegan
Allow Formchecker to check more than 1 thing at a time (#6951) @mawinter69
JENKINS-69714 - Use new jenkins-table for slow trigger admin monitor (#7205) @kaltepeter
Document missing options (#7246) @basil

🐛 Bug fixes

JENKINS-69812 - Make help button and dropdown list button be aligned (#7235) @davidho0403
Correctly encode pound sign in sortable.js (#7250) @basil

🌐 Localization and translation

Add translation to the update manager for pt-BR. (#7255) @boaglio
Russian translation of job config page items (#7230) @Riliane

👷 Changes for plugin developers

Bring native support for side panel app bars, sticky side bar and changing app bar heading level (#7051) @janfaracik

📦 Dependency updates

Bump junit from 1150.v5c2848328b_60 to 1153.v1c24f1a_d2553 (#7260) @dependabot
Bump jenkins-test-harness from 1856.v943040a_5cd13 to 1859.v6c8f5a_eb_9ef7 (#7259) @dependabot

All contributors: @NotMyFault, @Riliane, @StefanSpieker, @basil, @boaglio, @davidho0403, @dependabot, @dependabot[bot], @janfaracik, @jenkins-release-bot, @kaltepeter, @mawinter69, @omehegan, @renovate and @renovate[bot]","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
Clarify safe restart won't wait for Pipeline jobs (#7091) @omehegan
Allow Formchecker to check more than 1 thing at a time (#6951) @mawinter69
JENKINS-69714 - Use new jenkins-table for slow trigger admin monitor (#7205) @kaltepeter
Document missing options (#7246) @basil
🐛 Bug fixes
JENKINS-69812 - Make help button and dropdown list button be aligned (#7235) @davidho0403
Correctly encode pound sign in sortable.js (#7250) @basil
🌐 Localization and translation
Add translation to the update manager for pt-BR. (#7255) @boaglio
Russian translation of job config page items (#7230) @Riliane
👷 Changes for plugin developers
Bring native support for side panel app bars, sticky side bar and changing app bar heading level (#7051) @janfaracik
📦 Dependency updates
Bump junit from 1150.v5c2848328b_60 to 1153.v1c24f1a_d2553 (#7260) @dependabot
Bump jenkins-test-harness from 1856.v943040a_5cd13 to 1859.v6c8f5a_eb_9ef7 (#7259) @dependabot
All contributors: @NotMyFault, @Riliane, @StefanSpieker, @basil, @boaglio, @davidho0403, @dependabot, @dependabot[bot], @janfaracik, @jenkins-release-bot, @kaltepeter, @mawinter69, @omehegan, @renovate and @renovate[bot]"
56,"Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2022-11-02.
Download the release from: https://repo.jenkins-ci.org/incrementals/org/jenkins-ci/main/jenkins-war/2.361.3-rc32723.1c071ea_74a_38/jenkins-war-2.361.3-rc32723.1c071ea_74a_38.war
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download.","Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2022-11-02.
Download the release from: link
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download."
57,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

Improve log record icon (#7217) @basil
Improve OldDataMonitor icon (#7216) @basil

🐛 Bug fixes

Ping asynchronously in Jetty10Provider (#7195) @basil

📦 Dependency updates

Upgrade Winstone from 6.4 to 6.5 (#7223) @basil

All contributors: @basil, @dependabot, @dependabot[bot], @jenkins-release-bot, @renovate, @renovate[bot] and @timja","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
Improve log record icon (#7217) @basil
Improve OldDataMonitor icon (#7216) @basil
🐛 Bug fixes
Ping asynchronously in Jetty10Provider (#7195) @basil
📦 Dependency updates
Upgrade Winstone from 6.4 to 6.5 (#7223) @basil
All contributors: @basil, @dependabot, @dependabot[bot], @jenkins-release-bot, @renovate, @renovate[bot] and @timja"
58,"Jenkins 2.361.2
We're excited to announce the release of Jenkins 2.361.2 🎉 
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not.","Jenkins 2.361.2
We're excited to announce the release of Jenkins 2.361.2 🎉 
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not."
59,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

Replace plugin manager's 'Check now' button with 'jenkins-button' (#7183) @NotMyFault
JENKINS-69032 - Plugin manager update site URL can be saved empty (#6886) @benebsiny
Use 'jenkins-button' for session termination (#7182) @NotMyFault
Improve error message when running on unsupported Java version (#7185) @basil
JENKINS-67681 - ProcessTree$Windows#killAll is slow on Windows (#6236) @jtnord

👷 Changes for plugin developers

Introduced TriggeredItem to better abstract getTriggers (#7131) @jglick

📦 Dependency updates

Bump javax-mail-api from 1.6.2-7 to 1.6.2-8 (#7201) @dependabot
Upgrade bundled Instance Identity plugin from 3.1 to 116.vf8f487400980 (#7175) @basil

All contributors: @Langer0416, @NotMyFault, @StefanSpieker, @basil, @benebsiny, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @jhonDoe15, @jtnord, @renovate, @renovate[bot], @ridemountainpig and @sashashura","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
Replace plugin manager's 'Check now' button with 'jenkins-button' (#7183) @NotMyFault
JENKINS-69032 - Plugin manager update site URL can be saved empty (#6886) @benebsiny
Use 'jenkins-button' for session termination (#7182) @NotMyFault
Improve error message when running on unsupported Java version (#7185) @basil
JENKINS-67681 - ProcessTree$Windows#killAll is slow on Windows (#6236) @jtnord
👷 Changes for plugin developers
Introduced TriggeredItem to better abstract getTriggers (#7131) @jglick
📦 Dependency updates
Bump javax-mail-api from 1.6.2-7 to 1.6.2-8 (#7201) @dependabot
Upgrade bundled Instance Identity plugin from 3.1 to 116.vf8f487400980 (#7175) @basil
All contributors: @Langer0416, @NotMyFault, @StefanSpieker, @basil, @benebsiny, @dependabot, @dependabot[bot], @jenkins-release-bot, @jglick, @jhonDoe15, @jtnord, @renovate, @renovate[bot], @ridemountainpig and @sashashura"
60,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🐛 Bug fixes

JENKINS-69647 - Bump WinP from 1.28 to 1.29 (#7141) @dependabot
Remove custom arguments from Maven Release Plugin configuration (#7138) @basil

📦 Dependency updates

JENKINS-69647 - Bump WinP from 1.28 to 1.29 (#7141) @dependabot

All contributors: @MarkEWaite, @basil, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @jjasghar, @renovate, @renovate[bot] and @timja","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🐛 Bug fixes
JENKINS-69647 - Bump WinP from 1.28 to 1.29 (#7141) @dependabot
Remove custom arguments from Maven Release Plugin configuration (#7138) @basil
📦 Dependency updates
JENKINS-69647 - Bump WinP from 1.28 to 1.29 (#7141) @dependabot
All contributors: @MarkEWaite, @basil, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @jjasghar, @renovate, @renovate[bot] and @timja"
61,"Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2022-10-05.
Download the release from: https://repo.jenkins-ci.org/incrementals/org/jenkins-ci/main/jenkins-war/2.361.2-rc32716.7ff58595a_a_cb/jenkins-war-2.361.2-rc32716.7ff58595a_a_cb.war
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download.","Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2022-10-05.
Download the release from: link
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download."
62,"
Important security fix. (security advisory)
",Important security fix. (security advisory)
63,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🐛 Major bug fixes

JENKINS-69627 - Fix CGS form when unsafe plugins are installed (#7122) @daniel-beck

🚀 New features and improvements

JENKINS-69624 - JENKINS-69638 - Winstone 6.4: Upgrade Jetty from 10.0.11 to 10.0.12 (#7117) @basil
Upgrade Spring Framework from 5.3.22 to 5.3.23 (#7112) @dependabot
Use ionicons in header (#7098) @NotMyFault
Add search bar component (#7074) @janfaracik

🐛 Bug fixes

JENKINS-69627 - Fix CGS form when unsafe plugins are installed (#7122) @daniel-beck
JENKINS-69534 - Fix a race condition that causes file descriptor leaks when cloud agents are created (#7087) @jonaslind
JENKINS-67864 - Table columns get wider and smaller if you click on buttons (#6702) @pascal910107
JENKINS-68627 - Improve build progress animation after refresh (#7072) @daniel-beck
JENKINS-15604 - Trigger form validation when saving CodeMirror field (#7071) @daniel-beck

🌐 Localization and translation

Dutch translation improvements (#7100) @mveunen

👷 Changes for plugin developers

JENKINS-68981 - Export hudson.model.Run#isInProgress (#6829) @jmdesprez
Remove managed, provided dependency on log4j 1.2.17 (#7028) @basil

📦 Dependency updates

JENKINS-69624 - JENKINS-69638 - Winstone 6.4: Upgrade Jetty from 10.0.11 to 10.0.12 (#7117) @basil
Upgrade Spring Framework from 5.3.22 to 5.3.23 (#7112) @dependabot

All contributors: @Langer0416, @NotMyFault, @Vlatombe, @basil, @daniel-beck, @dependabot, @dependabot[bot], @frankie139506, @janfaracik, @jenkins-release-bot, @jmdesprez, @jonaslind, @mveunen, @pascal910107, @renovate, @renovate[bot], @ridemountainpig and @timja","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🐛 Major bug fixes
JENKINS-69627 - Fix CGS form when unsafe plugins are installed (#7122) @daniel-beck
🚀 New features and improvements
JENKINS-69624 - JENKINS-69638 - Winstone 6.4: Upgrade Jetty from 10.0.11 to 10.0.12 (#7117) @basil
Upgrade Spring Framework from 5.3.22 to 5.3.23 (#7112) @dependabot
Use ionicons in header (#7098) @NotMyFault
Add search bar component (#7074) @janfaracik
🐛 Bug fixes
JENKINS-69627 - Fix CGS form when unsafe plugins are installed (#7122) @daniel-beck
JENKINS-69534 - Fix a race condition that causes file descriptor leaks when cloud agents are created (#7087) @jonaslind
JENKINS-67864 - Table columns get wider and smaller if you click on buttons (#6702) @pascal910107
JENKINS-68627 - Improve build progress animation after refresh (#7072) @daniel-beck
JENKINS-15604 - Trigger form validation when saving CodeMirror field (#7071) @daniel-beck
🌐 Localization and translation
Dutch translation improvements (#7100) @mveunen
👷 Changes for plugin developers
JENKINS-68981 - Export hudson.model.Run#isInProgress (#6829) @jmdesprez
Remove managed, provided dependency on log4j 1.2.17 (#7028) @basil
📦 Dependency updates
JENKINS-69624 - JENKINS-69638 - Winstone 6.4: Upgrade Jetty from 10.0.11 to 10.0.12 (#7117) @basil
Upgrade Spring Framework from 5.3.22 to 5.3.23 (#7112) @dependabot
All contributors: @Langer0416, @NotMyFault, @Vlatombe, @basil, @daniel-beck, @dependabot, @dependabot[bot], @frankie139506, @janfaracik, @jenkins-release-bot, @jmdesprez, @jonaslind, @mveunen, @pascal910107, @renovate, @renovate[bot], @ridemountainpig and @timja"
64,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚀 New features and improvements

In the security warnings popup, show recommended actions (#7046) @daniel-beck

🐛 Bug fixes

JENKINS-69543 - Fix thread safety in websockets handling. (#7076) @Vlatombe

📦 Dependency updates

Bump MINA SSHD from 2.9.0 to 2.9.1 (#7080) @dependabot

All contributors: @Vlatombe, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @renovate and @renovate[bot]","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚀 New features and improvements
In the security warnings popup, show recommended actions (#7046) @daniel-beck
🐛 Bug fixes
JENKINS-69543 - Fix thread safety in websockets handling. (#7076) @Vlatombe
📦 Dependency updates
Bump MINA SSHD from 2.9.0 to 2.9.1 (#7080) @dependabot
All contributors: @Vlatombe, @daniel-beck, @dependabot, @dependabot[bot], @jenkins-release-bot, @renovate and @renovate[bot]"
65,"Jenkins 2.361.1
We're excited to announce the release of Jenkins 2.361.1 🎉 
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not.","Jenkins 2.361.1
We're excited to announce the release of Jenkins 2.361.1 🎉 
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not."
66,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚨 Removed

EOL maven-assembly-plugin (#7061) @basil

🚀 New features and improvements

Add sidebar to plugin manager, increase search bar size (#6783) @janfaracik
Replace static icon references with symbol API (#7052) @NotMyFault
Better diagnostic when a connection gets EOFException (#7053) @Vlatombe
JENKINS-68952 - Wrong location of email form validation on setup wizard (#6966) @Langer0416
Add support for Apple touch bar icons (#6768) @NotMyFault

🐛 Bug fixes

JENKINS-69359 - Code Mirror textbox autosizing is broken (#7010) @benebsiny
JENKINS-68805 - Reset cached attributes with ampersand as well (#6989) @daniel-beck
JENKINS-69114 - When executor widgets refreshes the down chevron of the build number gets misplaced (#6923) @frankie139506
JENKINS-69145 - bouncing build number element on mouse hover (#6928) @frankie139506

👷 Changes for plugin developers

JENKINS-68602 - parent name for ProjectNamingStrategy (#6598) @mawinter69

All contributors: @Langer0416, @NotMyFault, @Vlatombe, @basil, @benebsiny, @daniel-beck, @dependabot, @dependabot[bot], @frankie139506, @janfaracik, @jenkins-release-bot, @jglick, @mawinter69, @renovate, @renovate[bot], @ridemountainpig and @timja","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚨 Removed
EOL maven-assembly-plugin (#7061) @basil
🚀 New features and improvements
Add sidebar to plugin manager, increase search bar size (#6783) @janfaracik
Replace static icon references with symbol API (#7052) @NotMyFault
Better diagnostic when a connection gets EOFException (#7053) @Vlatombe
JENKINS-68952 - Wrong location of email form validation on setup wizard (#6966) @Langer0416
Add support for Apple touch bar icons (#6768) @NotMyFault
🐛 Bug fixes
JENKINS-69359 - Code Mirror textbox autosizing is broken (#7010) @benebsiny
JENKINS-68805 - Reset cached attributes with ampersand as well (#6989) @daniel-beck
JENKINS-69114 - When executor widgets refreshes the down chevron of the build number gets misplaced (#6923) @frankie139506
JENKINS-69145 - bouncing build number element on mouse hover (#6928) @frankie139506
👷 Changes for plugin developers
JENKINS-68602 - parent name for ProjectNamingStrategy (#6598) @mawinter69
All contributors: @Langer0416, @NotMyFault, @Vlatombe, @basil, @benebsiny, @daniel-beck, @dependabot, @dependabot[bot], @frankie139506, @janfaracik, @jenkins-release-bot, @jglick, @mawinter69, @renovate, @renovate[bot], @ridemountainpig and @timja"
67,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🐛 Bug fixes

JENKINS-69250 - Searchbar is only present when using Jenkins header (#7043) @Vlatombe
JENKINS-69398 - Missing focus state for selected radio buttons (#7017) @frankie139506
JENKINS-67624 - FileAlreadyExistsException on startup (#7027) @basil

👷 Changes for plugin developers

Upgrade Stapler from 1730.v43d2c7b_11a_27 to 1733.v981fdd98007e (#7033) @dependabot

📦 Dependency updates

Upgrade Stapler from 1730.v43d2c7b_11a_27 to 1733.v981fdd98007e (#7033) @dependabot
Upgrade SLF4J from from 1.7.36 to 2.0.0 (#7021) @dependabot

All contributors: @Vlatombe, @basil, @dependabot, @dependabot[bot], @frankie139506, @jenkins-release-bot, @renovate, @renovate[bot] and @timja","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🐛 Bug fixes
JENKINS-69250 - Searchbar is only present when using Jenkins header (#7043) @Vlatombe
JENKINS-69398 - Missing focus state for selected radio buttons (#7017) @frankie139506
JENKINS-67624 - FileAlreadyExistsException on startup (#7027) @basil
👷 Changes for plugin developers
Upgrade Stapler from 1730.v43d2c7b_11a_27 to 1733.v981fdd98007e (#7033) @dependabot
📦 Dependency updates
Upgrade Stapler from 1730.v43d2c7b_11a_27 to 1733.v981fdd98007e (#7033) @dependabot
Upgrade SLF4J from from 1.7.36 to 2.0.0 (#7021) @dependabot
All contributors: @Vlatombe, @basil, @dependabot, @dependabot[bot], @frankie139506, @jenkins-release-bot, @renovate, @renovate[bot] and @timja"
68,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🐛 Bug fixes

JENKINS-69320 - Resize behavior of Execute Shell build steps is broken (#6999) @benebsiny
JENKINS-69370 - Fix inbound agent connection (#7014) @timja
JENKINS-69276 - No focus state on checkboxes (#6976) @frankie139506

🌐 Localization and translation

Bugfixes for Brazilian Portuguese (#7016) @glasswalk3r

👷 Changes for plugin developers

Deprecate AdministrativeError (#6987) @daniel-beck

📦 Dependency updates

Bump spring-security-bom from 5.7.2 to 5.7.3 (#6997) @dependabot

All contributors: @Langer0416, @NotMyFault, @StefanSpieker, @basil, @benebsiny, @daniel-beck, @dependabot, @dependabot[bot], @frankie139506, @glasswalk3r, @janfaracik, @jenkins-release-bot, @renovate, @renovate[bot] and @timja","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🐛 Bug fixes
JENKINS-69320 - Resize behavior of Execute Shell build steps is broken (#6999) @benebsiny
JENKINS-69370 - Fix inbound agent connection (#7014) @timja
JENKINS-69276 - No focus state on checkboxes (#6976) @frankie139506
🌐 Localization and translation
Bugfixes for Brazilian Portuguese (#7016) @glasswalk3r
👷 Changes for plugin developers
Deprecate AdministrativeError (#6987) @daniel-beck
📦 Dependency updates
Bump spring-security-bom from 5.7.2 to 5.7.3 (#6997) @dependabot
All contributors: @Langer0416, @NotMyFault, @StefanSpieker, @basil, @benebsiny, @daniel-beck, @dependabot, @dependabot[bot], @frankie139506, @glasswalk3r, @janfaracik, @jenkins-release-bot, @renovate, @renovate[bot] and @timja"
69,"Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2022-09-07.
Download the release from: https://repo.jenkins-ci.org/incrementals/org/jenkins-ci/main/jenkins-war/2.361.1-rc32701.b_06d9cef554c/jenkins-war-2.361.1-rc32701.b_06d9cef554c.war
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download.","Please report issues found to the release candidate announcement thread.
Final release is scheduled for 2022-09-07.
Download the release from: link
After final release, the official changelog and official upgrade guide will be available on www.jenkins.io/download."
70,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚨 Removed

Remove hierarchy-related sidebar links (#6907) @janfaracik

🚀 New features and improvements

Update buttons to use new classes on the dashboard (#6799) @janfaracik

👷 Changes for plugin developers

PluginManager#whichPlugin does not work for JenkinsRule (#6982) @basil

📦 Dependency updates

Upgrade Winstone from 6.1 to 6.2 (#6978) @basil

All contributors: @basil, @dependabot, @dependabot[bot], @janfaracik, @jenkins-release-bot, @renovate, @renovate[bot] and @timja","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚨 Removed
Remove hierarchy-related sidebar links (#6907) @janfaracik
🚀 New features and improvements
Update buttons to use new classes on the dashboard (#6799) @janfaracik
👷 Changes for plugin developers
PluginManager#whichPlugin does not work for JenkinsRule (#6982) @basil
📦 Dependency updates
Upgrade Winstone from 6.1 to 6.2 (#6978) @basil
All contributors: @basil, @dependabot, @dependabot[bot], @janfaracik, @jenkins-release-bot, @renovate, @renovate[bot] and @timja"
71,"Jenkins 2.346.3
We're excited to announce the release of Jenkins 2.346.3 🎉 
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not.","Jenkins 2.346.3
We're excited to announce the release of Jenkins 2.346.3 🎉 
Changelog and upgrade guide
See the changelog and upgrade guide to learn about breaking changes and other considerations when updating.
Reporting issues
If you find an issue with this release, please file an issue on Jira, otherwise use the forums if you're unsure whether you encounter an issue or not."
72,"This is an automatically generated changelog draft for Jenkins weekly releases.
See https://www.jenkins.io/changelog/ for the official changelogs.
🚨 Removed

JENKINS-68694 - Winstone 6.1: Upgrade Jetty from 9.4.46.v20220331 to 10.0.11 (#6801) @basil

🚀 New features and improvements

JENKINS-69202 - Computer status icon is misleading (#6956) @Langer0416
JENKINS-68694 - Winstone 6.1: Upgrade Jetty from 9.4.46.v20220331 to 10.0.11 (#6801) @basil

🐛 Bug fixes

JENKINS-69240 - Version select input is out of style with other drop down select input (#6963) @ridemountainpig
JENKINS-68957 - Job configuration page SCM radio buttons have an odd selection animation (#6930) @frankie139506
JENKINS-69230 - There is no space between the form and the button (#6961) @ridemountainpig
JENKINS-69210 - Unable to rebuild a job triggered by polling (#6971) @basil

📦 Dependency updates

JENKINS-68694 - Winstone 6.1: Upgrade Jetty from 9.4.46.v20220331 to 10.0.11 (#6801) @basil

All contributors: @Langer0416, @basil, @daniel-beck, @dependabot, @dependabot[bot], @frankie139506, @jenkins-release-bot, @renovate, @renovate[bot], @ridemountainpig and @scherler","This is an automatically generated changelog draft for Jenkins weekly releases.
See link/ for the official changelogs.
🚨 Removed
JENKINS-68694 - Winstone 6.1: Upgrade Jetty from 9.4.46.v20220331 to 10.0.11 (#6801) @basil
🚀 New features and improvements
JENKINS-69202 - Computer status icon is misleading (#6956) @Langer0416
JENKINS-68694 - Winstone 6.1: Upgrade Jetty from 9.4.46.v20220331 to 10.0.11 (#6801) @basil
🐛 Bug fixes
JENKINS-69240 - Version select input is out of style with other drop down select input (#6963) @ridemountainpig
JENKINS-68957 - Job configuration page SCM radio buttons have an odd selection animation (#6930) @frankie139506
JENKINS-69230 - There is no space between the form and the button (#6961) @ridemountainpig
JENKINS-69210 - Unable to rebuild a job triggered by polling (#6971) @basil
📦 Dependency updates
JENKINS-68694 - Winstone 6.1: Upgrade Jetty from 9.4.46.v20220331 to 10.0.11 (#6801) @basil
All contributors: @Langer0416, @basil, @daniel-beck, @dependabot, @dependabot[bot], @frankie139506, @jenkins-release-bot, @renovate, @renovate[bot], @ridemountainpig and @scherler"
